key,value
Start Battle,バトルを開始
Battle\nStarting\nin,バトル開始中
Cancel,キャンセル
Yes,はい
Members,メンバー
Audience,視聴者
Invited,招待済み
Invite,招待
Co-hosts,共同ホスト
Refuse,拒否
Accept,承認
Host,ホスト
Guest,ゲスト
Victory,勝利
Defeat,敗北
Streamed For,配信期間
Followers Gained,フォロワー獲得数
Total Coins Collected,獲得コイン合計
Go Home,ホームへ戻る
Stream Ended!,配信終了！
Your Stream Ended!,配信終了！
Below is the summary of your stream!,配信の概要は以下の通りです！
From Battle,バトルから
Live,ライブ
Check Profile,プロフィールを確認
You are sending coins to @color Participant,@color 参加者にコインを送信しています
You will be sent back to main view in...,メイン画面に戻るには…
The live stream has ended because min. @viewers_count viewers are required to keep it going.,ライブ配信は、@viewers_count 人以上の視聴者が必要なため終了しました。
Please enter an email. The email field is empty.,メールアドレスを入力してください。メールアドレス欄が空です。
Please enter a password. The password field is empty.,パスワードを入力してください。パスワード欄が空です。
No user found with that email. Please register with this email.,そのメールアドレスを持つユーザーは見つかりません。このメールアドレスで登録してください。
Incorrect password provided for this user.,このユーザーのパスワードが正しくありません。
The password provided is too weak.,入力されたパスワードは強度が低すぎます。
The account already exists for that email.,そのメールアドレスのアカウントは既に存在します。
Please enter a full name. The full name field is empty.,フルネームを入力してください。フルネーム欄が空です。
Please enter a username. The username field is empty.,ユーザー名を入力してください。ユーザー名欄が空です。
Please enter a URL link. The link field is empty.,URLリンクを入力してください。リンク欄が空です。
Please enter a valid URL link,有効なURLリンクを入力してください。
Please enter a title. The title field is empty.,タイトルを入力してください。タイトル欄が空です。
Please enter a valid username.,有効なユーザー名を入力してください。
Please confirm your password. The confirm password field is empty.,パスワードを確認してください。パスワードの確認フィールドが空です。
The password and confirm password do not match.,パスワードとパスワードの確認が一致しません。
The email is incorrect. Please enter a valid email.,メールアドレスが正しくありません。有効なメールアドレスを入力してください。
A verification link has been sent to your email. Please verify the link to log in.,確認リンクがあなたのメールアドレスに送信されました。ログインするにはリンクを確認してください。
"Please verify your email first, then proceed to log in.",まずメールアドレスを確認してから、ログインに進んでください。
Delete Link?,リンクを削除しますか？
Phone Code,電話番号
No Data Found,データが見つかりません
Are you sure you want to delete this link? This action cannot be undone.,このリンクを削除してもよろしいですか？この操作は元に戻せません。
Uploading post...,投稿をアップロードしています…
Uploading story...,ストーリーをアップロードしています…
Post uploaded successfully.,投稿は正常にアップロードされました。
Story uploaded successfully.,ストーリーは正常にアップロードされました。
Uploading failed.,アップロードに失敗しました。
Add Filter,フィルターを追加
Apply to all,すべてに適用
An error occurred while applying the video filter.,動画フィルターの適用中にエラーが発生しました。
An error occurred while compress the video.,動画の圧縮中にエラーが発生しました。
Delete Post?,投稿を削除しますか？
"Are you sure you want to delete this post? Once deleted, it cannot be restored.",この投稿を削除してもよろしいですか？削除すると復元できません。
Your post has been pinned.,投稿はピン留めされました。
Your post has been unpinned.,投稿のピン留めが解除されました。
You can pin maximum @pin_count post.,投稿は最大 @pin_count 件までピン留めできます。
You can pin maximum @pin_comment_count comment.,コメントは最大 @pin_comment_count 件までピン留めできます。
A reset password link has been sent to your email. Please use it to reset your password.,パスワードリセットリンクがあなたのメールアドレスに送信されました。パスワードの再設定にご利用ください。
Copyright Infringement,著作権侵害
Hate Speech,ヘイトスピーチ
Harassment or Bullying,嫌がらせまたはいじめ
Violence or Threats,暴力または脅迫
Nudity or Sexual Content,ヌードまたは性的なコンテンツ
Terrorism or Extremist Content,テロリズムまたは過激派コンテンツ
Scams or Fraud,詐欺または不正行為
Spam,スパム
Impersonation,なりすまし
Misinformation,誤情報
Reason,理由
Please provide a detailed reason for the report.,報告の詳細な理由をご記入ください。
Report submitted successfully.,報告は正常に送信されました。
Block @username!,@username をブロック！
UnBlock @username!,@username のブロックを解除！
"Are you sure you want to block this user? You will no longer see their followers or following, and they won't be able to view your profile, photos, or posts. Once blocked, this user will no longer be able to chat with you, and you won’t be able to chat with them either.",このユーザーをブロックしてもよろしいですか？ブロックすると、このユーザーのフォロワーやフォロー状況は表示されなくなり、相手はあなたのプロフィール、写真、投稿を閲覧できなくなります。ブロックされると、このユーザーはあなたとチャットできなくなり、あなたもこのユーザーとチャットできなくなります。
"Once unblocked, this user will be able to chat with you again, and you can chat with them as well. They will also be able to see your profile, photos, and posts, and you will be able to view their followers and following.",ブロックを解除すると、このユーザーは再びあなたとチャットできるようになり、あなたもこのユーザーとチャットできるようになります。相手はあなたのプロフィール、写真、投稿を閲覧でき、あなたもこのユーザーのフォロワーやフォロー状況を閲覧できるようになります。
You are bock this user,このユーザーをブロックしています
This user is freeze,このユーザーは凍結されています
Delete Comment!,コメントを削除！
Delete Reply Comment!,返信コメントを削除！
Are you sure you want to delete this comment? This action cannot be undone.,このコメントを削除してもよろしいですか？この操作は元に戻せません。
"Do you really want to delete your account? All of your data will be deleted, and you won’t be able to recover it again!",本当にアカウントを削除してもよろしいですか？すべてのデータが削除され、復元できなくなります！
Do you really want to proceed?,本当に続行しますか？
Are you sure you want to log out? You will need to log in again to access your account.,本当にログアウトしてもよろしいですか？アカウントにアクセスするには再度ログインする必要があります。
Logout!,ログアウト！
Delete Your Account!,アカウントを削除！
There is nothing we can show you for now.,現在、表示できるものはありません。
music,音楽
Discard edits?,編集内容を破棄しますか？
Start Again?,やり直しますか？
Start Again,やり直してください
"If you go back now, you'll lose all the edits you've made.",今戻ると、行った編集内容がすべて失われます。
"If you go back now, you'll lose this draft",今戻ると、この下書きが失われます。
Discover,発見
No location found.,場所が見つかりません。
Start searching for a location.,場所の検索を開始してください。
Only,のみ
Current Value,現在の値
Account Details,アカウント詳細
Select Gateway,ゲートウェイを選択
You cannot enter more than @coin coins!,@coinコイン以上入力できません！
Redeem gateway not found.,交換ゲートウェイが見つかりません。
Record up to @second seconds.,最大@second秒記録します。
Allow Camera & Microphone Access,カメラとマイクへのアクセスを許可
"To capture photos, record videos, and use voice features, @app_name needs access to your camera and microphone. Please grant permission in your device settings.",写真の撮影、動画の録画、音声機能の使用には、@app_name がカメラとマイクにアクセスする必要があります。デバイスの設定で許可してください。
Open setting,設定を開く
Delete Story?,ストーリーを削除しますか？
Are you sure you want to delete this story?,このストーリーを削除してもよろしいですか？
Are you sure you want to delete this text?,このテキストを削除してもよろしいですか？
Music download failed.,音楽のダウンロードに失敗しました。
View More,もっと見る
Download completed successfully!,ダウンロードに成功しました！
Download has started...,ダウンロードを開始しました…
User not found.,ユーザーが見つかりません。
Delete Message?,メッセージを削除しますか？
Delete @user_name?,@user_name を削除しますか？
"After deleting this user, you will not be able to restore the chat.",このユーザーを削除すると、チャットを復元できなくなります。
This message will be deleted only for you. The other person will still be able to see it. Do you want to continue?,このメッセージはあなただけに削除されます。相手は引き続きメッセージを見ることができます。続行しますか？
Send Media,メディアを送信
Select Media,メディアを選択
Video,動画
Image,画像
You received a gift!,ギフトを受け取りました！
You have sent a gift!,ギフトを送信しました！
Enable Microphone Access,マイクへのアクセスを有効にする
Enable Camera and Microphone Access,カメラとマイクへのアクセスを有効にする
Enable photos and videos access,写真と動画へのアクセスを有効にする
"To Share photos and videos, @app_name needs access to Storage on your device.",写真と動画を共有するには、@app_name がデバイスのストレージにアクセスする必要があります。
You'll need to enable camera and microphone access in your settings to send a photo or video message.,写真または動画メッセージを送信するには、設定でカメラとマイクのアクセスを有効にする必要があります。
You'll need to enable microphone access in your settings to send a voice message.,音声メッセージを送信するには、設定でマイクのアクセスを有効にする必要があります。
Settings,設定
Delete for you,あなた用削除
Unsend,送信取り消し
You can share with up to @share_chat_limit chats.,最大 @share_chat_limit のチャットと共有できます。
@chat_user_name wants to chat with you. Approve it if you want to chat.,@chat_user_name があなたとチャットを希望しています。チャットを希望する場合は承認してください。
You cannot send messages to this account unless you unblock them.,このアカウントのブロックを解除しないと、メッセージを送信できません。
You Blocked @block_user_name \nYou cannot send messages to this account unless you unblock them.,@block_user_name をブロックしました \nこのアカウントのブロックを解除しないと、メッセージを送信できません。
You are blocked by this user.,このユーザーによってブロックされています。
Copied to clipboard.,クリップボードにコピーされました。
Message sent,メッセージを送信しました
Story unavailable,ストーリーを利用できません
Delete Music?,音楽を削除しますか？
Are you sure you want to delete this music? This action cannot be undone.,この音楽を削除してもよろしいですか？この操作は元に戻せません。
Session Expired – Logged in on Another Device,セッションの期限切れ - 別のデバイスでログインしています
"For security reasons, @app_name allows only one active session per account. It looks like you logged in on another device using the same email. To protect your account, we have automatically logged you out from this device.\n\nIf this wasn’t you, please log in again. You can change your password from the login screen if needed.",セキュリティ上の理由から、@app_name ではアカウントごとにアクティブなセッションを1つだけ許可しています。同じメールアドレスを使用して別のデバイスにログインしたようです。アカウントを保護するため、このデバイスから自動的にログアウトしました。\n\n心当たりがない場合は、再度ログインしてください。必要に応じて、ログイン画面からパスワードを変更できます。
Your Account Has Been Frozen,アカウントが凍結されました
Request to Unfreeze My Account,アカウントの凍結解除をリクエスト
"We're sorry, but it looks like your account has been temporarily frozen. This might be due to unusual activity or a policy-related concern.\n\nFor your security and to ensure proper access, your account has been placed on hold. You won’t be able to use the app until the issue is resolved.\n\nTo unfreeze your account or to get more information, please reach out to our support team at @support_mail. We’re here to assist you and will do our best to help you get back up and running as quickly as possible.\n\nThank you for your patience and understanding.",申し訳ございませんが、アカウントが一時的に凍結されているようです。これは、通常とは異なるアクティビティまたはポリシー関連の問題が原因である可能性があります。\n\nお客様のセキュリティと適切なアクセスを確保するため、アカウントは一時停止されています。問題が解決するまでアプリは使用できません。\n\nアカウントの凍結を解除したり、詳細情報を入手したりするには、@support_mail のサポートチームまでお問い合わせください。サポートチームはお客様をサポ​​ートし、できるだけ早く復旧できるよう最善を尽くします。\n\nご理解とご協力のほどよろしくお願いいたします。
Text is rejected because it includes such things: ,テキストは次の内容を含んでいるため拒否されます:
Media is rejected because it contains such things: ,メディアは次の内容を含んでいるため拒否されます:
Restrict users requests to join.,ユーザーの参加リクエストを制限します。
End This Stream!,このストリームを終了！
Do you really want to end this streaming?,このストリーミングを本当に終了してもよろしいですか?
End Battle?,バトルを終了しますか?
Are you sure you want to stop the battle? This action can’t be undone.,バトルを停止してもよろしいですか? この操作は元に戻せません。
No Join Requests Yet,参加リクエストはまだありません
View and manage audience requests to join the live stream.,ライブストリームへの参加を求める視聴者のリクエストを表示および管理します。
No Viewers Yet,視聴者はまだいません
Audience members will appear here when they join your live stream.,視聴者がライブストリームに参加すると、ここに表示されます。
No One Invited,招待されたユーザーはいません
You haven’t invited anyone yet. Invited users will be listed here.,まだ誰も招待されていません。招待されたユーザーはここに表示されます。
No Co-hosts Yet,共同ホストはまだいません
Co-hosts will appear here once they accept your invitation.,共同ホストは招待を承認するとここに表示されます。
You are sending coins to the above user.,上記のユーザーにコインを送信しています。
No Live Streams Yet,ライブ配信はまだありません
Live streams will appear here when someone goes live.,誰かがライブ配信を開始すると、ここにライブ配信が表示されます。
No Reels Yet,リールはまだありません
This user hasn’t posted any reels so far.,このユーザーはまだリールを投稿していません。
You Haven’t Shared Any Posts,投稿を共有していません
Start posting to share your moments with the community.,コミュニティとあなたの瞬間を共有するために投稿を始めましょう。
No Posts Yet,投稿はまだありません
This user hasn’t shared any posts so far.,このユーザーはまだ投稿を共有していません。
Start a Conversation,会話を始める
Your chats will show up here once you start messaging someone.,誰かにメッセージを送信すると、ここにチャットが表示されます。
No Requests Right Now,現在リクエストはありません
New chat requests will appear here when someone messages you.,誰かがあなたにメッセージを送信すると、ここに新しいチャットリクエストが表示されます。
Your request to join the live stream is pending approval.,ライブ配信への参加リクエストは承認待ちです。
Joined the stream,ストリームに参加しました
Join,参加
wants you to be in this live video,このライブ動画への参加を希望しています
requesting to join the stream.,ストリームへの参加をリクエストしています。
The host has declined your request to join the live stream.,ホストがライブ配信への参加リクエストを却下しました。
Your request to join the live stream has been sent to the host.,ライブストリームへの参加リクエストがホストに送信されました。
Exit live stream?,ライブストリームを終了しますか？
"If you check this profile, you will exit the live stream.",このプロフィールにチェックを入れると、ライブストリームを終了します。
You can’t leave the live stream while a battle is in progress.,戦闘中はライブ配信から退出できません。
Get Back,戻る
Exit Live Stream?,ライブ配信を終了しますか？
"Are you sure you want to leave the live stream?\nIf the stream has ended, you won't be able to join again. ",ライブ配信から退出してもよろしいですか？\n配信が終了すると、再度参加することはできません。
Scan QR Code,QRコードをスキャン
Scan the QR of the profile you want to search.,検索したいプロフィールのQRコードをスキャンしてください。
Upload From Gallery,ギャラリーからアップロード
Nothing to Watch Yet,まだ視聴できるものはありません
Reels will appear here once new content is shared.,新しいコンテンツが共有されると、リール動画がここに表示されます。
Nothing to Show Yet,まだ表示できるものはありません
Explore content by entering keywords in the search bar above.,上の検索バーにキーワードを入力して、コンテンツを検索してください。
km,km
an artist based in Portland. I find inspiration in nature and urban life. Let’s connect and create something beautiful! 🌿🖌️,ポートランドを拠点とするアーティストです。自然と都会の生活からインスピレーションを得ています。一緒に繋がり、美しいものを作りましょう！🌿🖌️
Video path not found.,動画パスが見つかりません。
has liked your post,があなたの投稿に「いいね！」しました
liked your comment.,コメントに「いいね！」しました
has commented on your post : @comment_description,があなたの投稿にコメントしました: @comment_description
has commented on your post with a GIF.,がGIFであなたの投稿にコメントしました
@username replied to your comment : @comment_description,@username があなたのコメントに返信しました: @comment_description
has mentioned you in post.,投稿であなたにメンションしました。
Mentioned you in comment,コメントでメンションしました
has started following you,フォローを開始しました
has reply mentioned you in comment : @comment_description,コメントで返信しました: @comment_description
has sent you gift,ギフトを送りました
No Comments Yet,コメントはまだありません
This post doesn’t have any comments. Join in and share your thoughts.,この投稿にはコメントがありません。ぜひご参加いただき、ご意見をお聞かせください。
Post sent successfully,投稿を送信しました
Search @brand_name,@brand_name を検索
Find Reels Around You,お近くのリールを探す
Allow location access to explore reels shared by people near you.,お近くの人が共有しているリールを見るには、位置情報へのアクセスを許可してください。
Location Services Are Still Disabled,位置情報サービスはまだ無効です
"To see nearby reels, please turn on location services in your device settings.",近くのリールを見るには、デバイスの設定で位置情報サービスをオンにしてください。
See places near you.,お近くの場所を見る
"To include nearby places, turn on location services.",お近くの場所を含めるには、位置情報サービスをオンにしてください。
Turn on Location Services,位置情報サービスをオンにする
Nothing To Show Here,ここに表示するものはありません
This user has decided not to show their followings.,このユーザーはフォローしているユーザーを表示しないことに決めました。
No Blocked Users,ブロックしているユーザーはいません
Users you block will appear here. You haven’t blocked anyone yet.,ブロックしたユーザーはここに表示されます。まだ誰もブロックしていません。
You need to reach the minimum coin amount before you can redeem.,引き換えるには、最低コイン額に達している必要があります。
No Users Found,ユーザーが見つかりません
Users will appear here when available.,利用可能なユーザーがここに表示されます。
Freeze,凍結
UnFreeze,凍結解除
This profile has been temporarily frozen due to policy violations or suspicious activity. Access is restricted until review is complete.,このプロフィールは、ポリシー違反または不審なアクティビティのため、一時的に凍結されています。審査が完了するまでアクセスは制限されています。
Profile Unavailable,プロフィールは利用できません
Admin,管理者
Days,日数
Weeks,週数
Months,月数
Years,年数
Day,日
Week,週数
Month,月数
Year,年数
Lifetime,生涯
Annual,年間
6 Month,6ヶ月間
3 Month,3ヶ月間
2 Month,2ヶ月間
Monthly,月額
Weekly,週額
@price / Month. Billed @unit_label,@price / 月。請求額は @unit_label
Give it a try,お試しください
@count @get_period Free trial,@count @get_period 無料トライアル
Annually,年間
Semi Annually,半年ごと
Three Months,3ヶ月
Two Months,2ヶ月
The host has cancelled your invitation. You can no longer join the live stream.,主催者が招待をキャンセルしました。ライブ配信に参加できなくなりました。
joined as a co-host,共同主催者として参加しました
Min. @count Followers needed to go Live,ライブ配信するには、最低 @count 人のフォロワーが必要です
You can add only @limit links in the profile.,プロフィールに追加できるリンクは @limit 個までです
Refresh,更新
Lost,接続が切れました
Connection,接続
It looks like you are not\nconnected to the internet,インターネットに接続されていないようです
Download failed.,ダウンロードに失敗しました。
From,送信元
Something went wrong.,問題が発生しました。
🎉 Welcome Bonus Credited to Your Wallet!,🎉 ウェルカムボーナスがウォレットに入金されました！
You've earned your registration bonus! Enjoy your coins and start exploring now!,登録ボーナスを獲得しました！コインをゲットして、今すぐ探索を始めましょう！
You are,あなたは
member,メンバーです
Oops!! Battle Ended Please wait for a while..,おっと!! バトル終了 しばらくお待ちください。
"Hey, @name is now live",@name さんがライブ配信を開始しました
Hurry up and join before it ends.,終了する前に急いで参加してください。
Professional Dashboard,プロフェッショナルダッシュボード
Track Your Performance,パフォーマンスを追跡
Creator Dashboard,クリエイターダッシュボード
AI Insights,AIインサイト
Content Calendar,コンテンツカレンダー
Grow Your Business,ビジネスを成長させる
Subscription Tiers,サブスクリプションティア
My Subscribers,マイサブスクライバー
My Portfolio,マイポートフォリオ
Manage Your Account,アカウントを管理
Creator Tier,クリエイターティア
Account Type Settings,アカウントタイプ設定
My Subscriptions,マイサブスクリプション
People,ピープル
Content & Feed,コンテンツとフィード
Digital Wellbeing,デジタルウェルビーイング
AI & Discovery,AIとディスカバリー
AI Video Generator,AI動画ジェネレーター
Moderator Panel,モデレーターパネル
Two-Factor Authentication,二要素認証
Switch Account,アカウントを切り替え
"Switching to a personal account will remove access to all professional tools including analytics, monetization, earnings dashboard, and team management.","個人アカウントに切り替えると,分析,収益化,収益ダッシュボード,チーム管理を含むすべてのプロフェッショナルツールへのアクセスが削除されます。"
Switch to Personal,個人に切り替え
Creator,クリエイター
Account,アカウント
Part of a Series,シリーズの一部
Select Previous Part,前のパートを選択
Previous Part,前のパート
Next Part,次のパート
