The subscription renews automatically as per the plan unless cancelled within 24 hours before the end of the current period. You can manage and cancel subscriptions anytime from the app store/play store settings.,"A assinatura renova automaticamente conforme o plano, a menos que cancelada 24h antes do fim do período atual. Gerencie ou cancele a qualquer momento nas configurações da loja de aplicativos.",
User ID,ID do usuário,
Profile Image,Imagem do perfil,
Username,Nome de usuário,
Bio,Bio,
Phone Number,Número de telefone,
Links,Links,
Link,Link,
Title,Título,
Add Link,Adicionar link,
Edit Link,Editar link,
Edit,Editar,
Delete,Excluir,
Save,Salvar,
Share,Compartilhar,
Share Post,Compartilhar post,
Pin,Fixar,
Unpin,Desafixar,
Block,Bloquear,
UnBlock,Desbloquear,
Scan This code\nto check the profile,Escaneie este código para ver o perfil,
Balance,Saldo,
Collected*,Coletadas*,
Gifted*,Presenteadas*,
GIF,GIF,
Purchased*,Compradas*,
Coin Shop,Loja de moedas,
Recharge your wallet. And\nsend gifts to your favorite creators.,Recarregue sua carteira e envie presentes aos seus criadores favoritos.,
Purchase,Comprar,
Withdrawals,Saques,
Request Withdrawal,Solicitar saque,
Pending,Pendente,
Completed,Concluído,
Rejected,Rejeitado,
Coin Balance,Saldo de moedas,
Estimated Value,Valor estimado,
Estimated Amount,Valor estimado,
Amount,Quantia,
Enter Coin Amount..,Digite a quantia de moedas...,
Converted Amount,Valor convertido,
Create Feed,Criar post,
Write something here..,Escreva algo aqui...,
Mention,Mencionar,
Hashtags,Hashtags,
Location,Localização,
Allow Comments,Permitir comentários,
Select Music,Selecionar música,
Explore,Explorar,
Categories,Categorias,
Saved,Salvos,
Preview,Pré-visualizar,
Change Cover,Alterar capa,
Upload Now,Enviar agora,
Discard,Descartar,
Done,Concluído,
Font Family,Fonte,
Type Something...,Digite algo...,
Users,Usuários,
User,Usuário,
Places,Lugares,
Enter Live Stream Title...,Digite o título da live...,
Start Live,Iniciar live,
Stop,Parar,
Start Battle,Iniciar batalha,
Battle\nStarting\nin,Batalha\nComeçando\nem,
Cancel,Cancelar,
Yes,Sim,
Members,Membros,
Audience,Audiência,
Invited,Convidados,
Invite,Convidar,
Co-hosts,Co-apresentadores,
Refuse,Recusar,
Accept,Aceitar,
Host,Anfitrião,
Guest,Convidado,
Victory,Vitória,
Defeat,Derrota,
Streamed For,Tempo de transmissão,
Followers Gained,Seguidores ganhos,
Total Coins Collected,Total de moedas coletadas,
Go Home,Ir para início,
Stream Ended!,Transmissão encerrada!,
Your Stream Ended!,Sua transmissão terminou!,
Below is the summary of your stream!,Abaixo está o resumo da sua live!,
From Battle,Da batalha,
Live,Ao vivo,
Check Profile,Ver perfil,
You are sending coins to @color Participant,Você está enviando moedas para o participante @color,
You will be sent back to main view in...,Você será redirecionado para a tela inicial em...,
The live stream has ended because min. @viewers_count viewers are required to keep it going.,A live foi encerrada porque é necessário um mínimo de @viewers_count espectadores para continuar.,
Please enter an email. The email field is empty.,Digite um e-mail. O campo está vazio.,
Please enter a password. The password field is empty.,Digite uma senha. O campo está vazio.,
No user found with that email. Please register with this email.,Nenhum usuário encontrado com este e-mail. Cadastre-se com este e-mail.,
Incorrect password provided for this user.,Senha incorreta para este usuário.,
The password provided is too weak.,A senha fornecida é muito fraca.,
The account already exists for that email.,Já existe uma conta com este e-mail.,
Please enter a full name. The full name field is empty.,Digite um nome completo. O campo está vazio.,
Please enter a username. The username field is empty.,Digite um nome de usuário. O campo está vazio.,
Please enter a URL link. The link field is empty.,Digite um link URL. O campo está vazio.,
Please enter a valid URL link,Digite um link URL válido,
Please enter a title. The title field is empty.,Digite um título. O campo está vazio.,
Please enter a valid username.,Digite um nome de usuário válido.,
Please confirm your password. The confirm password field is empty.,Confirme sua senha. O campo está vazio.,
The password and confirm password do not match.,As senhas não coincidem.,
The email is incorrect. Please enter a valid email.,O e-mail está incorreto. Digite um e-mail válido.,
A verification link has been sent to your email. Please verify the link to log in.,Um link de verificação foi enviado para seu e-mail. Verifique-o para entrar.,
"Please verify your email first, then proceed to log in.","Verifique seu e-mail primeiro, depois faça login.",
Delete Link?,Excluir link?,
Phone Code,Código do telefone,
No Data Found,Nenhum dado encontrado,
Are you sure you want to delete this link? This action cannot be undone.,Tem certeza que deseja excluir este link? Esta ação não pode ser desfeita.,
Uploading post...,Enviando post...,
Uploading story...,Enviando história...,
Post uploaded successfully.,Post enviado com sucesso.,
Story uploaded successfully.,História enviada com sucesso.,
Uploading failed.,Falha no envio.,
Add Filter,Adicionar filtro,
Apply to all,Aplicar a todos,
An error occurred while applying the video filter.,Erro ao aplicar filtro de vídeo.,
An error occurred while compress the video.,Erro ao comprimir o vídeo.,
Delete Post?,Excluir post?,
"Are you sure you want to delete this post? Once deleted, it cannot be restored.","Tem certeza que deseja excluir este post? Após excluir, não será possível recuperar.",
Your post has been pinned.,Seu post foi fixado.,
Your post has been unpinned.,Seu post foi desafixado.,
You can pin maximum @pin_count post.,Você pode fixar no máximo @pin_count posts.,
You can pin maximum @pin_comment_count comment.,Você pode fixar no máximo @pin_comment_count comentários.,
A reset password link has been sent to your email. Please use it to reset your password.,Um link para redefinir a senha foi enviado ao seu e-mail. Use-o para redefinir.,
Copyright Infringement,Violação de direitos autorais,
Hate Speech,Discurso de ódio,
Harassment or Bullying,Assédio ou bullying,
Violence or Threats,Violência ou ameaças,
Nudity or Sexual Content,Nudez ou conteúdo sexual,
Terrorism or Extremist Content,Terrorismo ou conteúdo extremista,
Scams or Fraud,Golpes ou fraudes,
Spam,Spam,
Impersonation,Personificação,
Misinformation,Desinformação,
Reason,Motivo,
Please provide a detailed reason for the report.,Descreva o motivo da denúncia.,
Report submitted successfully.,Denúncia enviada com sucesso.,
Block @username!,Bloquear @username!,
UnBlock @username!,Desbloquear @username!,
"Are you sure you want to block this user? You will no longer see their followers or following, and they won't be able to view your profile, photos, or posts. Once blocked, this user will no longer be able to chat with you, and you won’t be able to chat with them either.","Tem certeza que deseja bloquear este usuário? Você não verá seus seguidores/seguindo, e ele não poderá ver seu perfil, fotos ou posts. Uma vez bloqueado, não poderão mais conversar.",
"Once unblocked, this user will be able to chat with you again, and you can chat with them as well. They will also be able to see your profile, photos, and posts, and you will be able to view their followers and following.","Ao desbloquear, o usuário poderá conversar com você novamente e ver seu perfil, fotos e posts, e você poderá ver seus seguidores/seguindo.",
You are bock this user,Você bloqueou este usuário,
This user is freeze,Este usuário está suspenso,
Delete Comment!,Excluir comentário!,
Delete Reply Comment!,Excluir resposta!,
Are you sure you want to delete this comment? This action cannot be undone.,Tem certeza que deseja excluir este comentário? Esta ação não pode ser desfeita.,
"Do you really want to delete your account? All of your data will be deleted, and you won’t be able to recover it again!",Tem certeza que deseja excluir sua conta? Todos os dados serão apagados e não poderão ser recuperados!,
Do you really want to proceed?,Tem certeza que deseja continuar?,
Are you sure you want to log out? You will need to log in again to access your account.,Tem certeza que deseja sair? Você precisará fazer login novamente para acessar sua conta.,
Logout!,Sair!,
Delete Your Account!,Excluir sua conta!,
There is nothing we can show you for now.,Nada para mostrar no momento.,
music,música,
Discard edits?,Descartar edições?,
Start Again?,Começar de novo?,
Start Again,Começar de novo,
"If you go back now, you'll lose all the edits you've made.","Se você voltar agora, perderá todas as edições feitas.",
"If you go back now, you'll lose this draft","Se você voltar agora, perderá este rascunho",
Discover,Descobrir,
No location found.,Nenhum local encontrado.,
Start searching for a location.,Comece a buscar um local.,
Only,Apenas,
Current Value,Valor atual,
Account Details,Detalhes da conta,
Select Gateway,Selecionar gateway,
You cannot enter more than @coin coins!,Você não pode inserir mais de @coin moedas!,
Redeem gateway not found.,Gateway de resgate não encontrado.,
Record up to @second seconds.,Grave até @second segundos.,
Allow Camera & Microphone Access,Permitir acesso à câmera e microfone,
"To capture photos, record videos, and use voice features, @app_name needs access to your camera and microphone. Please grant permission in your device settings.","Para tirar fotos, gravar vídeos e usar recursos de voz, @app_name precisa de acesso à sua câmera e microfone. Conceda permissão nas configurações do dispositivo.",
Open setting,Abrir configurações,
Delete Story?,Excluir história?,
Are you sure you want to delete this story?,Tem certeza que deseja excluir esta história?,
Are you sure you want to delete this text?,Tem certeza que deseja excluir este texto?,
Music download failed.,Falha ao baixar música.,
View More,Ver mais,
Download completed successfully!,Download concluído com sucesso!,
Download has started...,Download iniciado...,
User not found.,Usuário não encontrado.,
Delete Message?,Excluir mensagem?,
Delete @user_name?,Excluir @user_name?,
"After deleting this user, you will not be able to restore the chat.","Após excluir este usuário, você não poderá restaurar o chat.",
This message will be deleted only for you. The other person will still be able to see it. Do you want to continue?,Esta mensagem será excluída apenas para você. A outra pessoa ainda poderá vê-la. Deseja continuar?,
Send Media,Enviar mídia,
Select Media,Selecionar mídia,
Video,Vídeo,
Image,Imagem,
You received a gift!,Você recebeu um presente!,
You have sent a gift!,Você enviou um presente!,
Enable Microphone Access,Ativar acesso ao microfone,
Enable Camera and Microphone Access,Ativar acesso à câmera e microfone,
Enable photos and videos access,Ativar acesso a fotos e vídeos,
"To Share photos and videos, @app_name needs access to Storage on your device.","Para compartilhar fotos e vídeos, @app_name precisa de acesso ao armazenamento do dispositivo.",
You'll need to enable camera and microphone access in your settings to send a photo or video message.,Você precisa ativar o acesso à câmera e microfone nas configurações para enviar mensagens com foto/vídeo., aby wysłać wiadomość ze zdjęciem lub wideo.
You'll need to enable microphone access in your settings to send a voice message.,Você precisa ativar o acesso ao microfone nas configurações para enviar mensagens de voz., aby wysłać wiadomość głosową.
Settings,Configurações,
Delete for you,Excluir para você,
Unsend,Cancelar envio,
You can share with up to @share_chat_limit chats.,Você pode compartilhar com até @share_chat_limit chats.,
@chat_user_name wants to chat with you. Approve it if you want to chat.,@chat_user_name quer conversar com você. Aprove se desejar.,
You cannot send messages to this account unless you unblock them.,Você não pode enviar mensagens para esta conta a menos que a desbloqueie.,
You Blocked @block_user_name \nYou cannot send messages to this account unless you unblock them.,Você bloqueou @block_user_name \nNão pode enviar mensagens a menos que desbloqueie.,
You are blocked by this user.,Você está bloqueado por este usuário.,
Copied to clipboard.,Copiado para a área de transferência.,
Message sent,Mensagem enviada,
Story unavailable,História indisponível,
Delete Music?,Excluir música?,
Are you sure you want to delete this music? This action cannot be undone.,Tem certeza que deseja excluir esta música? Esta ação não pode ser desfeita.,
Session Expired – Logged in on Another Device,Sessão expirada - Logado em outro dispositivo,
"For security reasons, @app_name allows only one active session per account. It looks like you logged in on another device using the same email. To protect your account, we have automatically logged you out from this device.\n\nIf this wasn’t you, please log in again. You can change your password from the login screen if needed.","Por segurança, @app_name permite apenas uma sessão ativa por conta. Parece que você fez login em outro dispositivo com este e-mail. Para proteger sua conta, você foi desconectado deste dispositivo.\n\nSe não foi você, faça login novamente. Você pode alterar sua senha na tela de login se necessário.",
Your Account Has Been Frozen,Sua conta foi suspensa,
Request to Unfreeze My Account,Solicitar liberação da conta,
"We're sorry, but it looks like your account has been temporarily frozen. This might be due to unusual activity or a policy-related concern.\n\nFor your security and to ensure proper access, your account has been placed on hold. You won’t be able to use the app until the issue is resolved.\n\nTo unfreeze your account or to get more information, please reach out to our support team at @support_mail. We’re here to assist you and will do our best to help you get back up and running as quickly as possible.\n\nThank you for your patience and understanding.","Sua conta foi temporariamente suspensa devido a atividade incomum ou violação de políticas.\n\nPara sua segurança, o acesso foi bloqueado. Entre em contato com nosso suporte em @support_mail para resolver.",
Text is rejected because it includes such things: ,Texto rejeitado por conter:,
Media is rejected because it contains such things: ,Mídia rejeitada por conter:,
Restrict users requests to join.,Restringir solicitações de usuários.,
End This Stream!,Encerrar transmissão!,
Do you really want to end this streaming?,Tem certeza que deseja encerrar esta transmissão?,
End Battle?,Encerrar batalha?,
Are you sure you want to stop the battle? This action can’t be undone.,Tem certeza que deseja parar a batalha? Esta ação não pode ser desfeita.,
No Join Requests Yet,Nenhuma solicitação de entrada,
View and manage audience requests to join the live stream.,Gerencie pedidos para entrar na live.,
No Viewers Yet,Nenhum espectador ainda,
Audience members will appear here when they join your live stream.,Os espectadores aparecerão aqui quando entrarem.,
No One Invited,Ninguém convidado,
You haven’t invited anyone yet. Invited users will be listed here.,Você ainda não convidou ninguém.,
No Co-hosts Yet,Sem co-apresentadores,
Co-hosts will appear here once they accept your invitation.,Co-apresentadores aparecerão aqui ao aceitarem.,
You are sending coins to the above user.,Você está enviando moedas para este usuário.,
No Live Streams Yet,Nenhuma live no momento,
Live streams will appear here when someone goes live.,Lives aparecerão aqui quando iniciadas.,
No Reels Yet,Nenhum Reel ainda,
This user hasn’t posted any reels so far.,Este usuário ainda não postou Reels.,
You Haven’t Shared Any Posts,Você ainda não postou nada,
Start posting to share your moments with the community.,Comece a postar para compartilhar momentos.,
No Posts Yet,Nenhum post ainda,
This user hasn’t shared any posts so far.,Este usuário ainda não postou.,
Start a Conversation,Inicie uma conversa,
Your chats will show up here once you start messaging someone.,Seus chats aparecerão aqui.,
No Requests Right Now,Nenhuma solicitação,
New chat requests will appear here when someone messages you.,Novas solicitações aparecerão aqui.,
Your request to join the live stream is pending approval.,Sua solicitação para entrar na live está pendente.,
Joined the stream,Entrou na transmissão,
Join,Entrar,
wants you to be in this live video,quer que você participe desta live,
requesting to join the stream.,solicitando para entrar.,
The host has declined your request to join the live stream.,O anfitrião recusou sua solicitação.,
Your request to join the live stream has been sent to the host.,Sua solicitação foi enviada ao anfitrião.,
Exit live stream?,Sair da live?,
"If you check this profile, you will exit the live stream.","Se você ver este perfil, sairá da live.",
You can’t leave the live stream while a battle is in progress.,Você não pode sair durante uma batalha.,
Get Back,Voltar,
Exit Live Stream?,Sair da live?,
"Are you sure you want to leave the live stream?\nIf the stream has ended, you won't be able to join again. ","Tem certeza que deseja sair? Se a live terminar, não poderá voltar.",
Scan QR Code,Escanear QR Code,
Scan the QR of the profile you want to search.,Escaneie o QR do perfil desejado.,
Upload From Gallery,Enviar da galeria,
Nothing to Watch Yet,Nada para assistir ainda,
Reels will appear here once new content is shared.,Reels aparecerão aqui.,
Nothing to Show Yet,Nada para mostrar,
Explore content by entering keywords in the search bar above.,Busque conteúdo usando palavras-chave.,
km,km,
an artist based in Portland. I find inspiration in nature and urban life. Let’s connect and create something beautiful! 🌿🖌️,Artista de Portland. Inspirado pela natureza e vida urbana. Vamos criar algo juntos! 🌿🖌️,
Video path not found.,Caminho do vídeo não encontrado.,
has liked your post,curtiu seu post,
liked your comment.,curtiu seu comentário.,
has commented on your post : @comment_description,comentou no seu post: @comment_description,
has commented on your post with a GIF.,comentou no seu post com um GIF.,
@username replied to your comment : @comment_description,@username respondeu seu comentário: @comment_description,
has mentioned you in post.,mencionou você no post.,
Mentioned you in comment,Mencionou você no comentário,
has started following you,começou a seguir você,
has reply mentioned you in comment : @comment_description,respondeu mencionando você: @comment_description,
has sent you gift,enviou um presente,
No Comments Yet,Nenhum comentário ainda,
This post doesn’t have any comments. Join in and share your thoughts.,Seja o primeiro a comentar!,
Post sent successfully,Post enviado com sucesso,
Search @brand_name,Pesquisar @brand_name,
Find Reels Around You,Encontre Reels próximos,
Allow location access to explore reels shared by people near you.,Ative a localização para ver Reels perto de você.,
Location Services Are Still Disabled,Localização desativada,
"To see nearby reels, please turn on location services in your device settings.",Ative a localização nas configurações para ver Reels próximos.,
See places near you.,Veja lugares próximos,
"To include nearby places, turn on location services.",Ative a localização para incluir lugares.,
Turn on Location Services,Ativar localização,
Nothing To Show Here,Nada para mostrar,
This user has decided not to show their followings.,Este usuário oculta seus seguidores.,
No Blocked Users,Ninguém bloqueado,
Users you block will appear here. You haven’t blocked anyone yet.,Os usuários bloqueados aparecerão aqui.,
You need to reach the minimum coin amount before you can redeem.,Você precisa atingir o mínimo de moedas para resgatar.,
No Users Found,Nenhum usuário encontrado,
Users will appear here when available.,Os usuários aparecerão aqui quando disponíveis.,
Freeze,Suspender,
UnFreeze,Reativar,
This profile has been temporarily frozen due to policy violations or suspicious activity. Access is restricted until review is complete.,Este perfil está suspenso por violações.,
Profile Unavailable,Perfil indisponível,
Admin,Admin,
Days,Dias,
Weeks,Semanas,
Months,Meses,
Years,Anos,
Day,Dia,
Week,Semana,
Month,Mês,
Year,Ano,
Lifetime,Vitalício,
Annual,Anual,
6 Month,6 meses,
3 Month,3 meses,
2 Month,2 meses,
Monthly,Mensal,
Weekly,Semanal,
@price / Month. Billed @unit_label,@price / mês. Cobrado @unit_label,
Give it a try,Experimente,
@count @get_period Free trial,@count @get_period de teste grátis,
Annually,Anual,
Semi Annually,Semestral,
Three Months,Trimestral,
Two Months,Bimestral,
The host has cancelled your invitation. You can no longer join the live stream.,O anfitrião cancelou seu convite.,
joined as a co-host,entrou como co-apresentador,
Min. @count Followers needed to go Live,Mínimo de @count seguidores para fazer live,
You can add only @limit links in the profile.,Você pode adicionar apenas @limit links.,
Refresh,Atualizar,
Lost,Perdido,
Connection,Conexão,
It looks like you are not\nconnected to the internet,Parece que você está\ndesconectado,
Download failed.,Falha no download,
From,De,
Something went wrong.,Algo deu errado.,
🎉 Welcome Bonus Credited to Your Wallet!,🎉 Bônus de boas-vindas creditado!,
You've earned your registration bonus! Enjoy your coins and start exploring now!,Você ganhou moedas de bônus! Aproveite!,
You are,Você é,
member,membro,
Oops!! Battle Ended Please wait for a while..,Ops! A batalha terminou. Aguarde...,
"Hey, @name is now live","Ei, @name está ao vivo!",
Hurry up and join before it ends.,Junte-se antes que acabe.,
Professional Dashboard,Painel profissional
Track Your Performance,Acompanhe seu desempenho
Creator Dashboard,Painel do criador
AI Insights,Insights de IA
Content Calendar,Calendário de conteúdo
Grow Your Business,Cresça seu negócio
Subscription Tiers,Níveis de assinatura
My Subscribers,Meus assinantes
My Portfolio,Meu portfólio
Manage Your Account,Gerenciar sua conta
Creator Tier,Nível de criador
Account Type Settings,Configurações do tipo de conta
My Subscriptions,Minhas assinaturas
People,Pessoas
Content & Feed,Conteúdo e feed
Digital Wellbeing,Bem-estar digital
AI & Discovery,IA e descoberta
AI Video Generator,Gerador de vídeos com IA
Moderator Panel,Painel do moderador
Two-Factor Authentication,Autenticação de dois fatores
Switch Account,Trocar conta
"Switching to a personal account will remove access to all professional tools including analytics, monetization, earnings dashboard, and team management.","Mudar para uma conta pessoal removerá o acesso a todas as ferramentas profissionais, incluindo análises, monetização, painel de ganhos, e gerenciamento de equipe."
Switch to Personal,Mudar para pessoal
Creator,Criador
Account,Conta
Part of a Series,Parte de uma série
Select Previous Part,Selecionar parte anterior
Previous Part,Parte anterior
Next Part,Próxima parte
