A reset password link has been sent to your email. Please use it to reset your password.,重置密码链接已发送至你的邮箱。请使用它重置密码。,
Copyright Infringement,版权侵权,
Hate Speech,仇恨言论,
Harassment or Bullying,骚扰或霸凌,
Violence or Threats,暴力或威胁,
Nudity or Sexual Content,裸露或色情内容,
Terrorism or Extremist Content,恐怖主义或极端内容,
Scams or Fraud,诈骗或欺诈,
Spam,垃圾信息,
Impersonation,冒充他人,
Misinformation,虚假信息,
Reason,原因,
Please provide a detailed reason for the report.,请提供详细的举报原因。,
Report submitted successfully.,举报提交成功。,
Block @username!,屏蔽@username！,
UnBlock @username!,取消屏蔽@username！,
"Are you sure you want to block this user? You will no longer see their followers or following, and they won't be able to view your profile, photos, or posts. Once blocked, this user will no longer be able to chat with you, and you won’t be able to chat with them either.",确定屏蔽此用户吗？你将无法看到他们的粉丝或关注，他们也无法查看你的资料、照片或帖子。屏蔽后，此用户将无法与你聊天，你也无法与他们聊天。,
"Once unblocked, this user will be able to chat with you again, and you can chat with them as well. They will also be able to see your profile, photos, and posts, and you will be able to view their followers and following.",取消屏蔽后，此用户可以再次与你聊天，你也可以与他们聊天。他们将能够查看你的资料、照片和帖子，你也可以查看他们的粉丝和关注。,
You are bock this user,你已屏蔽此用户,
This user is freeze,此用户已被冻结,
Delete Comment!,删除评论！,
Delete Reply Comment!,删除回复评论！,
Are you sure you want to delete this comment? This action cannot be undone.,确定删除此评论吗？此操作无法撤销。,
"Do you really want to delete your account? All of your data will be deleted, and you won’t be able to recover it again!",确定删除账号吗？所有数据将被删除，且无法恢复！,
Do you really want to proceed?,确定继续吗？,
Are you sure you want to log out? You will need to log in again to access your account.,确定退出吗？你需要重新登录以访问账号。,
Logout!,退出！,
Delete Your Account!,删除你的账号！,
There is nothing we can show you for now.,暂无内容可显示。,
music,音乐,
Discard edits?,放弃编辑？,
Start Again?,重新开始？,
Start Again,重新开始,
"If you go back now, you'll lose all the edits you've made.",如果现在返回，你将丢失所有编辑内容。,
"If you go back now, you'll lose this draft",如果现在返回，你将丢失此草稿,
Discover,发现,
No location found.,未找到位置。,
Start searching for a location.,开始搜索位置。,
Only,仅,
Current Value,当前值,
Account Details,账号详情,
Select Gateway,选择入口,
You cannot enter more than @coin coins!,你不能输入超过@coin硬币！,
Redeem gateway not found.,未找到兑换入口。,
Record up to @second seconds.,最多录制@second秒。,
Allow Camera & Microphone Access,允许相机和麦克风访问,
"To capture photos, record videos, and use voice features, @app_name needs access to your camera and microphone. Please grant permission in your device settings.",要拍照、录制视频和使用语音功能，@app_name需要访问你的相机和麦克风。请在设备设置中授予权限。,
Open setting,打开设置,
Delete Story?,删除故事？,
Are you sure you want to delete this story?,确定删除此故事吗？,
Are you sure you want to delete this text?,确定删除此文本吗？,
Music download failed.,音乐下载失败。,
View More,查看更多,
Download completed successfully!,下载成功完成！,
Download has started...,下载已开始...,
User not found.,未找到用户。,
Delete Message?,删除消息？,
Delete @user_name?,删除@user_name？,
"After deleting this user, you will not be able to restore the chat.",删除此用户后，你将无法恢复聊天记录。,
This message will be deleted only for you. The other person will still be able to see it. Do you want to continue?,此消息仅对你删除。对方仍可看到。确定继续吗？,
Send Media,发送媒体,
Select Media,选择媒体,
Video,视频,
Image,图片,
You received a gift!,你收到了一份礼物！,
You have sent a gift!,你已发送礼物！,
Enable Microphone Access,启用麦克风访问,
Enable Camera and Microphone Access,启用相机和麦克风访问,
Enable photos and videos access,启用照片和视频访问,
"To Share photos and videos, @app_name needs access to Storage on your device.",要分享照片和视频，@app_name需要访问设备存储。,
You'll need to enable camera and microphone access in your settings to send a photo or video message.,你需要在设置中启用相机和麦克风访问才能发送照片或视频消息。, aby wysłać wiadomość ze zdjęciem lub wideo.
You'll need to enable microphone access in your settings to send a voice message.,你需要在设置中启用麦克风访问才能发送语音消息。, aby wysłać wiadomość głosową.
Settings,设置,
Delete for you,仅对你删除,
Unsend,撤回,
You can share with up to @share_chat_limit chats.,你最多可以分享到@share_chat_limit个聊天。,
@chat_user_name wants to chat with you. Approve it if you want to chat.,@chat_user_name想与你聊天。如果愿意，请批准。,
You cannot send messages to this account unless you unblock them.,除非取消屏蔽，否则你无法向此账号发送消息。,
You Blocked @block_user_name \nYou cannot send messages to this account unless you unblock them.,你已屏蔽@block_user_name\n除非取消屏蔽，否则你无法向此账号发送消息。,
You are blocked by this user.,你被此用户屏蔽。,
Copied to clipboard.,已复制到剪贴板。,
Message sent,消息已发送,
Story unavailable,故事不可用,
Delete Music?,删除音乐？,
Are you sure you want to delete this music? This action cannot be undone.,确定删除此音乐吗？此操作无法撤销。,
Session Expired – Logged in on Another Device,会话过期 – 已在其他设备登录,
"For security reasons, @app_name allows only one active session per account. It looks like you logged in on another device using the same email. To protect your account, we have automatically logged you out from this device.\n\nIf this wasn’t you, please log in again. You can change your password from the login screen if needed.",出于安全原因，@app_name每个账号仅允许一个活动会话。看起来你已使用同一邮箱在其他设备登录。为保护账号，我们已自动从此设备退出。\n\n如果这不是你的操作，请重新登录。如需更改密码，可在登录界面操作。,
Your Account Has Been Frozen,你的账号已被冻结,
Request to Unfreeze My Account,申请解冻账号,
"We're sorry, but it looks like your account has been temporarily frozen. This might be due to unusual activity or a policy-related concern.\n\nFor your security and to ensure proper access, your account has been placed on hold. You won’t be able to use the app until the issue is resolved.\n\nTo unfreeze your account or to get more information, please reach out to our support team at @support_mail. We’re here to assist you and will do our best to help you get back up and running as quickly as possible.\n\nThank you for your patience and understanding.",很抱歉，你的账号已被暂时冻结。可能是由于异常活动或政策问题。\n\n为保障安全，你的账号已被暂停。在问题解决前，你将无法使用应用。\n\n如需解冻或了解更多信息，请联系我们的支持团队@support_mail。我们将尽力帮助你尽快恢复使用。\n\n感谢你的耐心和理解。,
Text is rejected because it includes such things: ,文本因包含以下内容被拒绝：,
Media is rejected because it contains such things: ,媒体因包含以下内容被拒绝：,
Restrict users requests to join.,限制用户加入请求。,
End This Stream!,结束此直播！,
Do you really want to end this streaming?,确定结束此直播吗？,
End Battle?,结束对战？,
Are you sure you want to stop the battle? This action can’t be undone.,确定停止对战吗？此操作无法撤销。,
No Join Requests Yet,暂无加入请求,
View and manage audience requests to join the live stream.,查看并管理观众加入直播的请求。,
No Viewers Yet,暂无观众,
Audience members will appear here when they join your live stream.,观众加入直播后将显示在此。,
No One Invited,未邀请任何人,
You haven’t invited anyone yet. Invited users will be listed here.,你尚未邀请任何人。受邀用户将列在此处。,
No Co-hosts Yet,暂无共同主持人,
Co-hosts will appear here once they accept your invitation.,共同主持人接受邀请后将显示在此。,
You are sending coins to the above user.,你正在向上述用户发送硬币。,
No Live Streams Yet,暂无直播,
Live streams will appear here when someone goes live.,有人开始直播后将显示在此。,
No Reels Yet,暂无短视频,
This user hasn’t posted any reels so far.,该用户尚未发布任何短视频。,
You Haven’t Shared Any Posts,你尚未分享任何帖子,
Start posting to share your moments with the community.,开始发帖，与社区分享你的时刻。,
No Posts Yet,暂无帖子,
This user hasn’t shared any posts so far.,该用户尚未分享任何帖子。,
Start a Conversation,开始聊天,
Your chats will show up here once you start messaging someone.,当你开始与某人聊天时，聊天记录将显示在此。,
No Requests Right Now,暂无请求,
New chat requests will appear here when someone messages you.,当有人向你发送消息时，新聊天请求将显示在此。,
Your request to join the live stream is pending approval.,你的加入直播请求正在等待批准。,
Joined the stream,已加入直播,
Join,加入,
wants you to be in this live video,希望你在直播中,
requesting to join the stream.,请求加入直播。,
The host has declined your request to join the live stream.,主持人已拒绝你的加入请求。,
Your request to join the live stream has been sent to the host.,你的加入请求已发送给主持人。,
Exit live stream?,退出直播？,
"If you check this profile, you will exit the live stream.",如果查看此资料，你将退出直播。,
You can’t leave the live stream while a battle is in progress.,对战中无法退出直播。,
Get Back,返回,
Exit Live Stream?,退出直播？,
"Are you sure you want to leave the live stream?\nIf the stream has ended, you won't be able to join again. ",确定离开直播吗？\n如果直播已结束，你将无法再次加入。,
Scan QR Code,扫描二维码,
Scan the QR of the profile you want to search.,扫描你想搜索的资料二维码。,
Upload From Gallery,从相册上传,
Nothing to Watch Yet,暂无内容可观看,
Reels will appear here once new content is shared.,新内容分享后将显示在此。,
Nothing to Show Yet,暂无内容可显示,
Explore content by entering keywords in the search bar above.,在上方搜索栏输入关键词探索内容。,
km,公里,
an artist based in Portland. I find inspiration in nature and urban life. Let’s connect and create something beautiful! 🌿🖌️,一位来自波特兰的艺术家。我从自然和城市生活中汲取灵感。让我们联系并创造美好的事物！🌿🖌️,
Video path not found.,未找到视频路径。,
has liked your post,点赞了你的帖子,
liked your comment.,点赞了你的评论。,
has commented on your post : @comment_description,评论了你的帖子：@comment_description,
has commented on your post with a GIF.,用GIF评论了你的帖子。,
@username replied to your comment : @comment_description,@username回复了你的评论：@comment_description,
has mentioned you in post.,在帖子中提及了你,
Mentioned you in comment,在评论中提及了你,
has started following you,开始关注你,
has reply mentioned you in comment : @comment_description,在评论中回复提及了你：@comment_description,
has sent you gift,给你发送了礼物,
No Comments Yet,暂无评论,
This post doesn’t have any comments. Join in and share your thoughts.,此帖子暂无评论。加入讨论，分享你的想法。,
Post sent successfully,帖子发送成功,
Search @brand_name,搜索@brand_name,
Find Reels Around You,发现附近的短视频,
Allow location access to explore reels shared by people near you.,允许位置访问，探索附近人分享的短视频。,
Location Services Are Still Disabled,位置服务仍被禁用,
"To see nearby reels, please turn on location services in your device settings.",要查看附近的短视频，请在设备设置中启用位置服务。,
See places near you.,查看附近地点。,
"To include nearby places, turn on location services.",要包含附近地点，请启用位置服务。,
Turn on Location Services,启用位置服务,
Nothing To Show Here,暂无内容,
This user has decided not to show their followings.,该用户选择不显示关注列表。,
No Blocked Users,未屏蔽用户,
Users you block will appear here. You haven’t blocked anyone yet.,你屏蔽的用户将显示在此。目前未屏蔽任何人。,
You need to reach the minimum coin amount before you can redeem.,你需要达到最低硬币数量才能兑换。,
No Users Found,未找到用户,
Users will appear here when available.,用户可用时将显示在此。,
Freeze,冻结,
UnFreeze,解冻,
This profile has been temporarily frozen due to policy violations or suspicious activity. Access is restricted until review is complete.,此资料因违反政策或可疑活动被暂时冻结。审核完成前访问受限。,
Profile Unavailable,资料不可用,
Admin,管理员,
Days,天,
Weeks,周,
Months,月,
Years,年,
Day,天,
Week,周,
Month,月,
Year,年,
Lifetime,终身,
Annual,年度,
6 Month,6个月,
3 Month,3个月,
2 Month,2个月,
Monthly,月度,
Weekly,每周,
@price / Month. Billed @unit_label,@price/月。按@unit_label计费,
Give it a try,试试看,
@count @get_period Free trial,@count@get_period免费试用,
Annually,年度,
Semi Annually,半年度,
Three Months,季度,
Two Months,双月,
The host has cancelled your invitation. You can no longer join the live stream.,主持人已取消邀请。你无法再加入直播。,
joined as a co-host,作为共同主持人加入,
Min. @count Followers needed to go Live,需至少@count粉丝才能直播,
You can add only @limit links in the profile.,个人资料中最多只能添加@limit个链接。,
Refresh,刷新,
Lost,丢失,
Connection,连接,
It looks like you are not\nconnected to the internet,似乎未连接到互联网,
Download failed.,下载失败。,
From,来自,
Something went wrong.,出了点问题。,
🎉 Welcome Bonus Credited to Your Wallet!,🎉 欢迎奖励已存入钱包！,
You've earned your registration bonus! Enjoy your coins and start exploring now!,你已获得注册奖励！享受硬币，立即开始探索吧！,
You are,你是,
member,成员,
Oops!! Battle Ended Please wait for a while..,哎呀！！对战已结束，请稍候..,
"Hey, @name is now live",嘿，@name正在直播,
Hurry up and join before it ends.,赶快加入，不要错过。,
Professional Dashboard,专业仪表盘
Track Your Performance,跟踪您的表现
Creator Dashboard,创作者仪表盘
AI Insights,AI洞察
Content Calendar,内容日历
Grow Your Business,发展您的业务
Subscription Tiers,订阅等级
My Subscribers,我的订阅者
My Portfolio,我的作品集
Manage Your Account,管理您的账户
Creator Tier,创作者等级
Account Type Settings,账户类型设置
My Subscriptions,我的订阅
People,用户
Content & Feed,内容与动态
Digital Wellbeing,数字健康
AI & Discovery,AI与发现
AI Video Generator,AI视频生成器
Moderator Panel,管理员面板
Two-Factor Authentication,双重身份验证
Switch Account,切换账户
"Switching to a personal account will remove access to all professional tools including analytics, monetization, earnings dashboard, and team management.","切换到个人账户将移除所有专业工具的访问权限,包括分析,变现,收益仪表盘,和团队管理。"
Switch to Personal,切换到个人
Creator,创作者
Account,账户
Part of a Series,系列的一部分
Select Previous Part,选择上一部分
Previous Part,上一部分
Next Part,下一部分
