Subscribe to Plus and have \nad-free experience and verified\nicon on your profile.,Suscríbete a Plus y disfruta de una experiencia sin anuncios y un ícono de verificación en tu perfil.,
No Ads,Sin anuncios,
Get Verified,Obtén verificación,
Subscribe Now,Suscríbete ahora,
The subscription renews automatically as per the plan unless cancelled within 24 hours before the end of the current period. You can manage and cancel subscriptions anytime from the app store/play store settings.,"La suscripción se renueva automáticamente según el plan, a menos que se cancele 24 horas antes del final del período actual. Puedes gestionar o cancelar tu suscripción en cualquier momento desde la configuración de la tienda de aplicaciones.",
User ID,ID de usuario,
Profile Image,Imagen de perfil,
Username,Nombre de usuario,
Bio,Biografía,
Phone Number,Número de teléfono,
Links,Enlaces,
Link,Enlace,
Title,Título,
Add Link,Añadir enlace,
Edit Link,Editar enlace,
Edit,Editar,
Delete,Eliminar,
Save,Guardar,
Share,Compartir,
Share Post,Compartir publicación,
Pin,Fijar,
Unpin,Desfijar,
Block,Bloquear,
UnBlock,Desbloquear,
Scan This code\nto check the profile,Escanear este código para ver el perfil,
Balance,Saldo,
Collected*,Recolectadas,
Gifted*,Regaladas,
GIF,GIF,
Purchased*,Compradas*,
Coin Shop,Tienda de monedas,
Recharge your wallet. And\nsend gifts to your favorite creators.,Recarga tu monedero y envía regalos a tus creadores favoritos.,
Purchase,Comprar,
Withdrawals,Retiros,
Request Withdrawal,Solicitar retiro,
Pending,Pendiente,
Completed,Completado,
Rejected,Rechazado,
Coin Balance,Saldo de monedas,
Estimated Value,Valor estimado,
Estimated Amount,Monto estimado,
Amount,Monto,
Enter Coin Amount..,Ingresa la cantidad de monedas...,
Converted Amount,Monto convertido,
Create Feed,Crear publicación,
Write something here..,Escribe algo aquí...,
Mention,Mencionar,
Hashtags,Etiquetas,
Location,Ubicación,
Allow Comments,Permitir comentarios,
Select Music,Seleccionar música,
Explore,Explorar,
Categories,Categorías,
Saved,Guardados,
Preview,Vista previa,
Change Cover,Cambiar portada,
Upload Now,Subir ahora,
Discard,Descartar,
Done,Hecho,
Font Family,Familia de fuentes,
Type Something...,Escribe algo...,
Users,Usuarios,
User,Usuario,
Places,Lugares,
Enter Live Stream Title...,Ingresa el título de la transmisión en vivo...,
Start Live,Iniciar transmisión,
Stop,Detener,
Start Battle,Iniciar batalla,
Battle\nStarting\nin,Batalla\ncomenzando\nen,
Cancel,Cancelar,
Yes,Sí,
Members,Miembros,
Audience,Audiencia,
Invited,Invitar,
Invite,Invitado,
Co-hosts,Coanfitrión,
Refuse,Rechazar,
Accept,Aceptar,
Host,Anfitrión,
Guest,Invitado,
Victory,Victoria,
Defeat,Derrota,
Streamed For,Transmitido por,
Followers Gained,Seguidores ganados,
Total Coins Collected,Total de monedas recolectadas,
Go Home,Ir al inicio,
Stream Ended!,¡Transmisión finalizada!,
Your Stream Ended!,¡Tu transmisión ha terminado!,
Below is the summary of your stream!,"A continuación, un resumen de tu transmisión:",
From Battle,De la batalla,
Live,En vivo,
Check Profile,Ver perfil,
You are sending coins to @color Participant,Estás enviando monedas al participante @color,
You will be sent back to main view in...,Serás redirigido a la vista principal en...,
The live stream has ended because min. @viewers_count viewers are required to keep it going.,La transmisión en vivo ha terminado porque se requiere un mínimo de @viewers_count espectadores para continuar.,
Please enter an email. The email field is empty.,"Por favor, ingresa un correo electrónico. El campo está vacío.",
Please enter a password. The password field is empty.,"Por favor, ingresa una contraseña. El campo está vacío.",
No user found with that email. Please register with this email.,No se encontró ningún usuario con ese correo. Regístrate con este correo.,
Incorrect password provided for this user.,Contraseña incorrecta para este usuario.,
The password provided is too weak.,La contraseña proporcionada es demasiado débil.,
The account already exists for that email.,Ya existe una cuenta con ese correo electrónico.,
Please enter a full name. The full name field is empty.,"Por favor, ingresa un nombre completo. El campo está vacío.",
Please enter a username. The username field is empty.,"Por favor, ingresa un nombre de usuario. El campo está vacío.",
Please enter a URL link. The link field is empty.,"Por favor, ingresa un enlace URL. El campo está vacío.",
Please enter a valid URL link,Ingresa un enlace URL válido.,
Please enter a title. The title field is empty.,"Por favor, ingresa un título. El campo está vacío.",
Please enter a valid username.,Ingresa un nombre de usuario válido.,
Please confirm your password. The confirm password field is empty.,Confirma tu contraseña. El campo está vacío.,
The password and confirm password do not match.,Las contraseñas no coinciden.,
The email is incorrect. Please enter a valid email.,El correo electrónico es incorrecto. Ingresa uno válido.,
A verification link has been sent to your email. Please verify the link to log in.,Se ha enviado un enlace de verificación a tu correo. Verifícalo para iniciar sesión.,
"Please verify your email first, then proceed to log in.","Primero verifica tu correo electrónico, luego inicia sesión.",
Delete Link?,¿Eliminar enlace?,
Phone Code,Código telefónico,
No Data Found,No se encontraron datos,
Are you sure you want to delete this link? This action cannot be undone.,¿Seguro que deseas eliminar este enlace? Esta acción no se puede deshacer.,
Uploading post...,Subiendo publicación...,
Uploading story...,Subiendo historia...,
Post uploaded successfully.,Publicación subida exitosamente.,
Story uploaded successfully.,Historia subida exitosamente.,
Uploading failed.,Error al subir.,
Add Filter,Añadir filtro,
Apply to all,Aplicar a todos,
An error occurred while applying the video filter.,Error al aplicar el filtro de video.,
An error occurred while compress the video.,Error al comprimir el video.,
Delete Post?,¿Eliminar publicación?,
"Are you sure you want to delete this post? Once deleted, it cannot be restored.","¿Seguro que deseas eliminar esta publicación? Una vez eliminada, no se puede recuperar.",
Your post has been pinned.,Tu publicación ha sido fijada.,
Your post has been unpinned.,Tu publicación ha sido desfijada.,
You can pin maximum @pin_count post.,Puedes fijar un máximo de @pin_count publicaciones.,
You can pin maximum @pin_comment_count comment.,Puedes fijar un máximo de @pin_comment_count comentarios.,
A reset password link has been sent to your email. Please use it to reset your password.,Se ha enviado un enlace para restablecer tu contraseña a tu correo. Úsalo para cambiarla.,
Copyright Infringement,Infracción de derechos de autor,
Hate Speech,Discurso de odio,
Harassment or Bullying,Acoso o intimidación,
Violence or Threats,Violencia o amenazas,
Nudity or Sexual Content,Desnudez o contenido sexual,
Terrorism or Extremist Content,Terrorismo o extremismo,
Scams or Fraud,Estafas o fraude,
Spam,Spam,
Impersonation,Suplantación de identidad,
Misinformation,Desinformación,
Reason,Razón,
Please provide a detailed reason for the report.,Proporciona una razón detallada para el reporte.,
Report submitted successfully.,Reporte enviado exitosamente.,
Block @username!,¡Bloquear a @username!,
UnBlock @username!,¡Desbloquear a @username!,
"Are you sure you want to block this user? You will no longer see their followers or following, and they won't be able to view your profile, photos, or posts. Once blocked, this user will no longer be able to chat with you, and you won’t be able to chat with them either.","¿Seguro que deseas bloquear a este usuario? Ya no podrás ver sus seguidores o seguidos, y ellos no podrán ver tu perfil, fotos o publicaciones. Una vez bloqueado, este usuario no podrá chatear contigo, ni tú con él.",
"Once unblocked, this user will be able to chat with you again, and you can chat with them as well. They will also be able to see your profile, photos, and posts, and you will be able to view their followers and following.","Una vez desbloqueado, este usuario podrá chatear contigo nuevamente, y tú con él. También podrán ver tu perfil, fotos y publicaciones, y tú podrás ver sus seguidores y seguidos.",
You are bock this user,Has bloqueado a este usuario.,
This user is freeze,Este usuario está suspendido.,
Delete Comment!,¡Eliminar comentario!,
Delete Reply Comment!,¡Eliminar respuesta!,
Are you sure you want to delete this comment? This action cannot be undone.,¿Seguro que deseas eliminar este comentario? Esta acción no se puede deshacer.,
"Do you really want to delete your account? All of your data will be deleted, and you won’t be able to recover it again!",¿Realmente deseas eliminar tu cuenta? Todos tus datos serán borrados y no podrás recuperarlos.,
Do you really want to proceed?,¿Realmente deseas continuar?,
Are you sure you want to log out? You will need to log in again to access your account.,¿Seguro que deseas cerrar sesión? Deberás iniciar sesión nuevamente para acceder a tu cuenta.,
Logout!,¡Cerrar sesión!,
Delete Your Account!,¡Eliminar tu cuenta!,
There is nothing we can show you for now.,No hay nada que mostrar por ahora.,
music,Música,
Discard edits?,¿Descartar cambios?,
Start Again?,¿Comenzar de nuevo?,
Start Again,Comenzar de nuevo,
"If you go back now, you'll lose all the edits you've made.","Si regresas ahora, perderás todos los cambios realizados.",
"If you go back now, you'll lose this draft","Si regresas ahora, perderás este borrador.",
Discover,Descubrir,
No location found.,No se encontró ubicación.,
Start searching for a location.,Comienza a buscar una ubicación.,
Only,Solo,
Current Value,Valor actual,
Account Details,Detalles de la cuenta,
Select Gateway,Seleccionar pasarela,
You cannot enter more than @coin coins!,¡No puedes ingresar más de @coin monedas!,
Redeem gateway not found.,No se encontró pasarela de canje.,
Record up to @second seconds.,Graba hasta @second segundos.,
Allow Camera & Microphone Access,Permitir acceso a cámara y micrófono,
"To capture photos, record videos, and use voice features, @app_name needs access to your camera and microphone. Please grant permission in your device settings.","Para tomar fotos, grabar videos y usar funciones de voz, @app_name necesita acceso a tu cámara y micrófono. Por favor, otorga los permisos en la configuración de tu dispositivo.",
Open setting,Abrir configuración,
Delete Story?,¿Eliminar historia?,
Are you sure you want to delete this story?,¿Seguro que deseas eliminar esta historia?,
Are you sure you want to delete this text?,¿Seguro que deseas eliminar este texto?,
Music download failed.,Error al descargar música.,
View More,Ver más,
Download completed successfully!,¡Descarga completada con éxito!,
Download has started...,La descarga ha comenzado...,
User not found.,Usuario no encontrado.,
Delete Message?,¿Eliminar mensaje?,
Delete @user_name?,¿Eliminar a @user_name?,
"After deleting this user, you will not be able to restore the chat.","Después de eliminar este usuario, no podrás recuperar el chat.",
This message will be deleted only for you. The other person will still be able to see it. Do you want to continue?,Este mensaje solo se eliminará para ti. La otra persona aún podrá verlo. ¿Deseas continuar?,
Send Media,Enviar medios,
Select Media,Seleccionar medios,
Video,Video,
Image,Imagen,
You received a gift!,¡Recibiste un regalo!,
You have sent a gift!,¡Has enviado un regalo!,
Enable Microphone Access,Habilitar acceso al micrófono,
Enable Camera and Microphone Access,Habilitar acceso a cámara y micrófono,
Enable photos and videos access,Habilitar acceso a fotos y videos,
"To Share photos and videos, @app_name needs access to Storage on your device.","Para compartir fotos y videos, @app_name necesita acceso al almacenamiento de tu dispositivo.",
You'll need to enable camera and microphone access in your settings to send a photo or video message.,Debes habilitar el acceso a cámara y micrófono en tu configuración para enviar mensajes con fotos o videos., aby wysłać wiadomość ze zdjęciem lub wideo.
You'll need to enable microphone access in your settings to send a voice message.,Debes habilitar el acceso al micrófono en tu configuración para enviar mensajes de voz., aby wysłać wiadomość głosową.
Settings,Ajustes,
Delete for you,Eliminar solo para ti,
Unsend,Eliminar,
You can share with up to @share_chat_limit chats.,Puedes compartir con hasta @share_chat_limit chats.,
@chat_user_name wants to chat with you. Approve it if you want to chat.,@chat_user_name quiere chatear contigo. Aprueba si deseas hacerlo.,
You cannot send messages to this account unless you unblock them.,No puedes enviar mensajes a esta cuenta a menos que la desbloquees.,
You Blocked @block_user_name \nYou cannot send messages to this account unless you unblock them.,Has bloqueado a @block_user_name \nNo puedes enviar mensajes a esta cuenta a menos que la desbloquees.,
You are blocked by this user.,Este usuario te ha bloqueado.,
Copied to clipboard.,Copiado al portapapeles.,
Message sent,Mensaje enviado.,
Story unavailable,Historia no disponible.,
Delete Music?,¿Eliminar música?,
Are you sure you want to delete this music? This action cannot be undone.,¿Seguro que deseas eliminar esta música? Esta acción no se puede deshacer.,
Session Expired – Logged in on Another Device,Sesión expirada – Inició sesión en otro dispositivo,
"For security reasons, @app_name allows only one active session per account. It looks like you logged in on another device using the same email. To protect your account, we have automatically logged you out from this device.\n\nIf this wasn’t you, please log in again. You can change your password from the login screen if needed.","Por razones de seguridad, @app_name solo permite una sesión activa por cuenta. Parece que has iniciado sesión en otro dispositivo con el mismo correo. Para proteger tu cuenta, hemos cerrado la sesión en este dispositivo automáticamente.\n\nSi no fuiste tú, inicia sesión nuevamente. Si lo necesitas, puedes cambiar tu contraseña desde la pantalla de inicio de sesión.",
Your Account Has Been Frozen,Tu cuenta ha sido suspendida,
Request to Unfreeze My Account,Solicitar desbloquear mi cuenta,
"We're sorry, but it looks like your account has been temporarily frozen. This might be due to unusual activity or a policy-related concern.\n\nFor your security and to ensure proper access, your account has been placed on hold. You won’t be able to use the app until the issue is resolved.\n\nTo unfreeze your account or to get more information, please reach out to our support team at @support_mail. We’re here to assist you and will do our best to help you get back up and running as quickly as possible.\n\nThank you for your patience and understanding.","Lo sentimos, pero parece que tu cuenta ha sido suspendida temporalmente. Esto puede deberse a actividad inusual o un problema relacionado con nuestras políticas.\n\nPor tu seguridad, tu cuenta ha sido retenida. No podrás usar la aplicación hasta que se resuelva el problema.\n\nPara desbloquear tu cuenta u obtener más información, contacta a nuestro equipo de soporte en @support_mail. Estamos aquí para ayudarte y haremos todo lo posible para resolverlo lo antes posible.\n\nGracias por tu paciencia y comprensión.",
Text is rejected because it includes such things: ,El texto fue rechazado porque incluye: ,
Media is rejected because it contains such things: ,El medio fue rechazado porque contiene: ,
Restrict users requests to join.,Restringir solicitudes de usuarios para unirse.,
End This Stream!,¿Terminar esta transmisión?,
Do you really want to end this streaming?,¿Realmente deseas terminar esta transmisión?,
End Battle?,¿Terminar batalla?,
Are you sure you want to stop the battle? This action can’t be undone.,¿Seguro que deseas detener la batalla? Esta acción no se puede deshacer.,
No Join Requests Yet,Aún no hay solicitudes de unión,
View and manage audience requests to join the live stream.,Revisa y gestiona las solicitudes de la audiencia para unirse a la transmisión en vivo.,
No Viewers Yet,Aún no hay espectadores,
Audience members will appear here when they join your live stream.,Los espectadores aparecerán aquí cuando se unan a tu transmisión.,
No One Invited,Nadie ha sido invitado aún,
You haven’t invited anyone yet. Invited users will be listed here.,Aún no has invitado a nadie. Los usuarios invitados aparecerán aquí.,
No Co-hosts Yet,Aún no hay coanfitriones,
Co-hosts will appear here once they accept your invitation.,Los coanfitriones aparecerán aquí una vez que acepten tu invitación.,
You are sending coins to the above user.,Estás enviando monedas al usuario anterior.,
No Live Streams Yet,Aún no hay transmisiones en vivo,
Live streams will appear here when someone goes live.,Las transmisiones en vivo aparecerán aquí cuando alguien comience una.,
No Reels Yet,Aún no hay Reels,
This user hasn’t posted any reels so far.,Este usuario no ha publicado ningún Reel hasta ahora.,
You Haven’t Shared Any Posts,No has compartido ninguna publicación,
Start posting to share your moments with the community.,Comienza a publicar para compartir tus momentos con la comunidad.,
No Posts Yet,Aún no hay publicaciones,
This user hasn’t shared any posts so far.,Este usuario no ha compartido ninguna publicación hasta ahora.,
Start a Conversation,Iniciar una conversación,
Your chats will show up here once you start messaging someone.,Tus chats aparecerán aquí una vez que comiences a enviar mensajes.,
No Requests Right Now,No hay solicitudes en este momento,
New chat requests will appear here when someone messages you.,Las nuevas solicitudes de chat aparecerán aquí cuando alguien te envíe un mensaje.,
Your request to join the live stream is pending approval.,Tu solicitud para unirte a la transmisión está pendiente de aprobación.,
Joined the stream,Se unió a la transmisión,
Join,Unirse,
wants you to be in this live video,quiere que estés en este video en vivo,
requesting to join the stream.,solicitando unirse a la transmisión.,
The host has declined your request to join the live stream.,El anfitrión ha rechazado tu solicitud para unirte a la transmisión.,
Your request to join the live stream has been sent to the host.,Tu solicitud para unirte a la transmisión ha sido enviada al anfitrión.,
Exit live stream?,¿Salir de la transmisión en vivo?,
"If you check this profile, you will exit the live stream.","Si ves este perfil, saldrás de la transmisión en vivo.",
You can’t leave the live stream while a battle is in progress.,No puedes abandonar la transmisión mientras hay una batalla en curso.,
Get Back,Regresar,
Exit Live Stream?,¿Salir de la transmisión en vivo?,
"Are you sure you want to leave the live stream?\nIf the stream has ended, you won't be able to join again. ","¿Seguro que deseas salir de la transmisión en vivo?\nSi la transmisión ha terminado, no podrás unirte nuevamente.",
Scan QR Code,Escanear código QR,
Scan the QR of the profile you want to search.,Escanear el código QR del perfil que deseas buscar.,
Upload From Gallery,Subir desde la galería,
Nothing to Watch Yet,Aún no hay nada para ver,
Reels will appear here once new content is shared.,Los Reels aparecerán aquí una vez que se comparta nuevo contenido.,
Nothing to Show Yet,Aún no hay nada para mostrar,
Explore content by entering keywords in the search bar above.,Explora contenido ingresando palabras clave en la barra de búsqueda.,
km,km,
an artist based in Portland. I find inspiration in nature and urban life. Let’s connect and create something beautiful! 🌿🖌️,Un artista radicado en Portland. Encuentro inspiración en la naturaleza y la vida urbana. ¡Conectemos y creemos algo hermoso juntos! 🌿🖌️,
Video path not found.,No se encontró la ruta del video.,
has liked your post,ha dado me gusta a tu publicación,
liked your comment.,ha dado me gusta a tu comentario.,
has commented on your post : @comment_description,ha comentado tu publicación: @comment_description,
has commented on your post with a GIF.,ha comentado tu publicación con un GIF.,
@username replied to your comment : @comment_description,@username ha respondido a tu comentario: @comment_description,
has mentioned you in post.,te ha mencionado en una publicación.,
Mentioned you in comment,Te mencionó en un comentario,
has started following you,ha comenzado a seguirte,
has reply mentioned you in comment : @comment_description,te ha mencionado en una respuesta: @comment_description,
has sent you gift,te ha enviado un regalo,
No Comments Yet,Aún no hay comentarios,
This post doesn’t have any comments. Join in and share your thoughts.,Esta publicación no tiene comentarios aún. Únete y comparte tus ideas.,
Post sent successfully,Publicación enviada exitosamente,
Search @brand_name,Buscar @brand_name,
Find Reels Around You,Encuentra Reels cerca de ti,
Allow location access to explore reels shared by people near you.,Permite el acceso a tu ubicación para explorar Reels compartidos por personas cercanas.,
Location Services Are Still Disabled,Los servicios de ubicación están desactivados,
"To see nearby reels, please turn on location services in your device settings.","Para ver Reels cercanos, activa los servicios de ubicación en la configuración de tu dispositivo.",
See places near you.,Ver lugares cercanos.,
"To include nearby places, turn on location services.","Para incluir lugares cercanos, activa los servicios de ubicación.",
Turn on Location Services,Activar servicios de ubicación,
Nothing To Show Here,Nada que mostrar aquí,
This user has decided not to show their followings.,Este usuario ha decidido no mostrar a quienes sigue.,
No Blocked Users,No hay usuarios bloqueados,
Users you block will appear here. You haven’t blocked anyone yet.,Los usuarios que bloquees aparecerán aquí. Aún no has bloqueado a nadie.,
You need to reach the minimum coin amount before you can redeem.,Debes alcanzar el monto mínimo de monedas antes de canjear.,
No Users Found,No se encontraron usuarios,
Users will appear here when available.,Los usuarios aparecerán aquí cuando estén disponibles.,
Freeze,Congelar,
UnFreeze,Descongelar,
This profile has been temporarily frozen due to policy violations or suspicious activity. Access is restricted until review is complete.,Este perfil ha sido suspendido temporalmente debido a violaciones de políticas o actividad sospechosa. El acceso está restringido hasta que se complete la revisión.,
Profile Unavailable,Perfil no disponible,
Admin,Administrador,
Days,Días,
Weeks,Semanas,
Months,Meses,
Years,Años,
Day,Día,
Week,Semana,
Month,Mes,
Year,Año,
Lifetime,De por vida,
Annual,Anual,
6 Month,6 meses,
3 Month,3 meses,
2 Month,2 meses,
Monthly,Mensual,
Weekly,Semanal,
@price / Month. Billed @unit_label,@price/mes. Facturado @unit_label,
Give it a try,Pruébalo,
@count @get_period Free trial,@count @get_period de prueba gratis,
Annually,Anual,
Semi Annually,Semestral,
Three Months,Trimestral,
Two Months,Bimestral,
The host has cancelled your invitation. You can no longer join the live stream.,El anfitrión ha cancelado tu invitación. Ya no puedes unirte a la transmisión.,
joined as a co-host,se unió como coanfitrión,
Min. @count Followers needed to go Live,Se necesitan al menos @count seguidores para transmitir en vivo,
You can add only @limit links in the profile.,Solo puedes añadir @limit enlaces en el perfil.,
Refresh,Actualizar,
Lost,Perdido,
Connection,Conexión,
It looks like you are not\nconnected to the internet,Parece que no estás conectado a internet,
Download failed.,Error al descargar.,
From,De,
Something went wrong.,Algo salió mal.,
🎉 Welcome Bonus Credited to Your Wallet!,🎉 ¡Bono de bienvenida acreditado en tu monedero!,
You've earned your registration bonus! Enjoy your coins and start exploring now!,¡Has recibido tu bono de registro! Disfruta de tus monedas y comienza a explorar ahora.,
You are,Eres,
member,miembro,
Oops!! Battle Ended Please wait for a while..,"¡Oops! La batalla terminó. Por favor, espera un momento...",
"Hey, @name is now live","¡Oye, @name está transmitiendo en vivo ahora!",
Hurry up and join before it ends.,Apresúrate y únete antes de que termine.,
Professional Dashboard,Panel profesional
Track Your Performance,Rastrea tu rendimiento
Creator Dashboard,Panel de creador
AI Insights,Información de IA
Content Calendar,Calendario de contenido
Grow Your Business,Haz crecer tu negocio
Subscription Tiers,Niveles de suscripción
My Subscribers,Mis suscriptores
My Portfolio,Mi portafolio
Manage Your Account,Administrar tu cuenta
Creator Tier,Nivel de creador
Account Type Settings,Configuración del tipo de cuenta
My Subscriptions,Mis suscripciones
People,Personas
Content & Feed,Contenido y feed
Digital Wellbeing,Bienestar digital
AI & Discovery,IA y descubrimiento
AI Video Generator,Generador de videos con IA
Moderator Panel,Panel de moderador
Two-Factor Authentication,Autenticación de dos factores
Switch Account,Cambiar cuenta
"Switching to a personal account will remove access to all professional tools including analytics, monetization, earnings dashboard, and team management.","Cambiar a una cuenta personal eliminará el acceso a todas las herramientas profesionales, incluyendo análisis, monetización, panel de ganancias, y gestión de equipo."
Switch to Personal,Cambiar a personal
Creator,Creador
Account,Cuenta
Part of a Series,Parte de una serie
Select Previous Part,Seleccionar parte anterior
Previous Part,Parte anterior
Next Part,Parte siguiente
