key,value
Add Link,Προσθήκη συνδέσμου
Edit Link,Επεξεργασία συνδέσμου
Edit,Επεξεργασία
Delete,Διαγραφή
Save,Αποθήκευση
Share,Κοινοποίηση
Share Post,Κοινοποίηση δημοσίευσης
Pin,Καρφίτσωμα
Unpin,Ξεκαρφίτσωμα
Block,Αποκλεισμός
UnBlock,Κατάργηση αποκλεισμού
Scan This code\nto check the profile,Σκανάρε αυτόν τον κωδικό για να δεις το προφίλ
Balance,Υπόλοιπο
Collected*,Συλλεγμένο*
Gifted*,Δωρημένο*
GIF,GIF
Purchased*,Αγορασμένο*
Coin Shop,Κατάστημα νομισμάτων
Recharge your wallet. And\nsend gifts to your favorite creators.,Γέμισε το πορτοφόλι σου και στείλε δώρα στους αγαπημένους σου δημιουργούς.
Purchase,Αγορά
Withdrawals,Αναλήψεις
Request Withdrawal,Αίτημα ανάληψης
Pending,Εκκρεμεί
Completed,Ολοκληρώθηκε
Rejected,Απορρίφθηκε
Coin Balance,Υπόλοιπο νομισμάτων
Estimated Value,Εκτιμώμενη αξία
Estimated Amount,Εκτιμώμενο ποσό
Amount,Ποσό
Enter Coin Amount..,Εισαγωγή ποσού νομισμάτων..
Converted Amount,Μετατρεπόμενο ποσό
Create Feed,Δημιουργία feed
Write something here..,Γράψε κάτι εδώ..
Mention,Αναφορά
Hashtags,Hashtags
Location,Τοποθεσία
Allow Comments,Να επιτρέπονται σχόλια
Select Music,Επιλογή μουσικής
Explore,Εξερεύνηση
Categories,Κατηγορίες
Saved,Αποθηκευμένα
Preview,Προεπισκόπηση
Change Cover,Αλλαγή εξωφύλλου
Upload Now,Ανέβασμα τώρα
Discard,Απόρριψη
Done,Ολοκλήρωση
Font Family,Οικογένεια γραμματοσειράς
Type Something...,Γράψε κάτι...
Users,Χρήστες
User,Χρήστης
Places,Τοποθεσίες
Enter Live Stream Title...,Εισαγωγή τίτλου live...
Start Live,Έναρξη live
Stop,Διακοπή
Start Battle,Έναρξη μάχης
Battle\nStarting\nin,Η μάχη\nξεκινά\nσε
Cancel,Ακύρωση
Yes,Ναι
Members,Μέλη
Audience,Κοινό
Invited,Προσκεκλημένοι
Invite,Πρόσκληση
Co-hosts,Συν-παρουσιαστές
Refuse,Απόρριψη
Accept,Αποδοχή
Host,Παρουσιαστής
Guest,Προσκεκλημένος
Victory,Νίκη
Defeat,Ήττα
Streamed For,Διάρκεια μετάδοσης
Followers Gained,Νέοι ακόλουθοι
Total Coins Collected,Συνολικά νομίσματα
Go Home,Αρχική σελίδα
Stream Ended!,Η μετάδοση ολοκληρώθηκε!
Your Stream Ended!,Η μετάδοσή σου ολοκληρώθηκε!
Below is the summary of your stream!,Ακολουθεί μια σύνοψη της μετάδοσής σου!
From Battle,Από μάχη
Live,Ζωντανά
Check Profile,Δες προφίλ
You are sending coins to @color Participant,Στέλνεις νομίσματα στον @color Συμμετέχοντα
You will be sent back to main view in...,Θα επιστρέψεις στην κύρια οθόνη σε...
The live stream has ended because min. @viewers_count viewers are required to keep it going.,Η ζωντανή μετάδοση τερματίστηκε επειδή απαιτούνται τουλάχιστον @viewers_count θεατές για να συνεχιστεί.
Please enter an email. The email field is empty.,Παρακαλώ εισάγετε email. Το πεδίο email είναι κενό.
Please enter a password. The password field is empty.,Παρακαλώ εισάγετε κωδικό. Το πεδίο κωδικού είναι κενό.
No user found with that email. Please register with this email.,Δεν βρέθηκε χρήστης με αυτό το email. Παρακαλώ εγγραφείτε με αυτό το email.
Incorrect password provided for this user.,Λανθασμένος κωδικός για αυτόν τον χρήστη.
The password provided is too weak.,Ο κωδικός που δώσατε είναι πολύ αδύναμος.
The account already exists for that email.,Υπάρχει ήδη λογαριασμός με αυτό το email.
Please enter a full name. The full name field is empty.,Παρακαλώ εισάγετε πλήρες όνομα. Το πεδίο πλήρους ονόματος είναι κενό.
Please enter a username. The username field is empty.,Παρακαλώ εισάγετε όνομα χρήστη. Το πεδίο ονόματος χρήστη είναι κενό.
Please enter a URL link. The link field is empty.,Παρακαλώ εισάγετε σύνδεσμο URL. Το πεδίο συνδέσμου είναι κενό.
Please enter a valid URL link,Παρακαλώ εισάγετε έγκυρο σύνδεσμο URL.
Please enter a title. The title field is empty.,Παρακαλώ εισάγετε τίτλο. Το πεδίο τίτλου είναι κενό.
Please enter a valid username.,Παρακαλώ εισάγετε έγκυρο όνομα χρήστη.
Please confirm your password. The confirm password field is empty.,Παρακαλώ επιβεβαιώστε τον κωδικό σας. Το πεδίο επιβεβαίωσης κωδικού είναι κενό.
The password and confirm password do not match.,Ο κωδικός και η επιβεβαίωση δεν ταιριάζουν.
The email is incorrect. Please enter a valid email.,Το email είναι λανθασμένο. Παρακαλώ εισάγετε έγκυρο email.
A verification link has been sent to your email. Please verify the link to log in.,Ένας σύνδεσμος επιβεβαίωσης έχει σταλεί στο email σας. Παρακαλώ επιβεβαιώστε τον σύνδεσμο για να συνδεθείτε.
"Please verify your email first, then proceed to log in.","Παρακαλώ επιβεβαιώστε πρώτα το email σας, πριν συνδεθείτε."
Delete Link?,Διαγραφή συνδέσμου;
Phone Code,Κωδικός τηλεφώνου
No Data Found,Δεν βρέθηκαν δεδομένα
Are you sure you want to delete this link? This action cannot be undone.,Είστε βέβαιοι ότι θέλετε να διαγράψετε αυτόν τον σύνδεσμο; Αυτή η ενέργεια δεν μπορεί να αναιρεθεί.
Uploading post...,Ανέβασμα δημοσίευσης...
Uploading story...,Ανέβασμα story...
Post uploaded successfully.,Η δημοσίευση ανέβηκε επιτυχώς.
Story uploaded successfully.,Το story ανέβηκε επιτυχώς.
Uploading failed.,Αποτυχία ανεβάσματος.
Add Filter,Προσθήκη φίλτρου
Apply to all,Εφαρμογή σε όλα
An error occurred while applying the video filter.,Παρουσιάστηκε σφάλμα κατά την εφαρμογή του φίλτρου βίντεο.
An error occurred while compress the video.,Παρουσιάστηκε σφάλμα κατά τη συμπίεση του βίντεο.
Delete Post?,Διαγραφή δημοσίευσης;
"Are you sure you want to delete this post? Once deleted, it cannot be restored.","Είστε βέβαιοι ότι θέλετε να διαγράψετε αυτήν τη δημοσίευση; Μόλις διαγραφεί, δεν μπορεί να ανακτηθεί."
Your post has been pinned.,Η δημοσίευσή σας έχει καρφιτσωθεί.
Your post has been unpinned.,Η δημοσίευσή σας έχει ξεκαρφιτσωθεί.
You can pin maximum @pin_count post.,Μπορείτε να καρφιτσώσετε μέχρι @pin_count δημοσιεύσεις.
You can pin maximum @pin_comment_count comment.,Μπορείτε να καρφιτσώσετε μέχρι @pin_comment_count σχόλια.
A reset password link has been sent to your email. Please use it to reset your password.,Ένας σύνδεσμος επαναφοράς κωδικού έχει σταλεί στο email σας. Χρησιμοποιήστε τον για να επαναφέρετε τον κωδικό σας.
Copyright Infringement,Παραβίαση πνευματικών δικαιωμάτων
Hate Speech,Ρητορική μίσους
Harassment or Bullying,Παρενόχληση ή εκφοβισμός
Violence or Threats,Βία ή απειλές
Nudity or Sexual Content,Γυμνότητα ή σεξουαλικό περιεχόμενο
Terrorism or Extremist Content,Τρομοκρατία ή εξτρεμιστικό περιεχόμενο
Scams or Fraud,Απάτες ή αδικήματα
Spam,Spam
Impersonation,Παραποίηση ταυτότητας
Misinformation,Λανθασμένες πληροφορίες
Reason,Λόγος
Please provide a detailed reason for the report.,Παρακαλώ δώστε έναν λεπτομερή λόγο για την αναφορά.
Report submitted successfully.,Η αναφορά υποβλήθηκε επιτυχώς.
Block @username!,Αποκλεισμός @username!
UnBlock @username!,Κατάργηση αποκλεισμού @username!
"Are you sure you want to block this user? You will no longer see their followers or following, and they won't be able to view your profile, photos, or posts. Once blocked, this user will no longer be able to chat with you, and you won’t be able to chat with them either.","Είστε βέβαιοι ότι θέλετε να αποκλείσετε αυτόν τον χρήστη; Δεν θα βλέπετε πλέον τους ακόλουθους/ακολουθούμενους τους και δεν θα μπορούν να δουν το προφίλ, τις φωτογραφίες ή τις δημοσιεύσεις σας. Μόλις αποκλειστεί, αυτός ο χρήστης δεν θα μπορεί να σας στείλει μήνυμα και εσείς δεν θα μπορείτε να στείλετε μήνυμα σε αυτόν."
"Once unblocked, this user will be able to chat with you again, and you can chat with them as well. They will also be able to see your profile, photos, and posts, and you will be able to view their followers and following.","Μόλις αποκλειστεί, αυτός ο χρήστης θα μπορεί να σας στείλει μήνυμα ξανά και εσείς θα μπορείτε να δείτε το προφίλ/φωτογραφίες/δημοσιεύσεις τους."
You are bock this user,Έχετε αποκλείσει αυτόν τον χρήστη
This user is freeze,Αυτός ο χρήστης είναι παγωμένος
Delete Comment!,Διαγραφή σχολίου!
Delete Reply Comment!,Διαγραφή σχολίου απάντησης!
Are you sure you want to delete this comment? This action cannot be undone.,Είστε βέβαιοι ότι θέλετε να διαγράψετε αυτό το σχόλιο; Αυτή η ενέργεια δεν μπορεί να αναιρεθεί.
"Do you really want to delete your account? All of your data will be deleted, and you won’t be able to recover it again!",Θέλετε πραγματικά να διαγράψετε τον λογαριασμό σας; Όλα τα δεδομένα σας θα διαγραφούν και δεν θα μπορέσετε να τα ανακτήσετε ξανά!
Do you really want to proceed?,Θέλετε πραγματικά να συνεχίσετε;
Are you sure you want to log out? You will need to log in again to access your account.,Είστε βέβαιοι ότι θέλετε να αποσυνδεθείτε; Θα χρειαστεί να συνδεθείτε ξανά για να έχετε πρόσβαση στον λογαριασμό σας.
Logout!,Αποσύνδεση!
Delete Your Account!,Διαγραφή λογαριασμού σας!
There is nothing we can show you for now.,Δεν υπάρχει τίποτα να δείξουμε προς το παρόν.
music,μουσική
Discard edits?,Απόρριψη αλλαγών;
Start Again?,Ξεκινήστε ξανά;
Start Again,Ξεκινήστε ξανά
"If you go back now, you'll lose all the edits you've made.","Εάν επιστρέψετε τώρα, θα χάσετε όλες τις αλλαγές σας."
"If you go back now, you'll lose this draft","Εάν επιστρέψετε τώρα, θα χάσετε αυτό το προσχέδιο."
Discover,Εξερεύνηση
No location found.,Δεν βρέθηκε τοποθεσία.
Start searching for a location.,Ξεκινήστε την αναζήτηση μιας τοποθεσίας.
Only,Μόνο
Current Value,Τρέχουσα τιμή
Account Details,Λεπτομέρειες λογαριασμού
Select Gateway,Επιλογή πύλης
You cannot enter more than @coin coins!,Δεν μπορείτε να εισάγετε περισσότερα από @coin νομίσματα!
Redeem gateway not found.,Δεν βρέθηκε πύλη εξαργύρωσης.
Record up to @second seconds.,Εγγραφή έως @second δευτερόλεπτα.
Allow Camera & Microphone Access,Επιτρέψτε πρόσβαση στην κάμερα και το μικρόφωνο
"To capture photos, record videos, and use voice features, @app_name needs access to your camera and microphone. Please grant permission in your device settings.","Για να τραβήξετε φωτογραφίες, να καταγράφετε βίντεο και να χρησιμοποιείτε λειτουργίες φωνής, η @app_name χρειάζεται πρόσβαση στην κάμερα και το μικρόφωνο σας. Παρακαλώ επιτρέψτε την πρόσβαση στις ρυθμίσεις της συσκευής σας."
Open setting,Άνοιγμα ρυθμίσεων
Delete Story?,Διαγραφή story;
Are you sure you want to delete this story?,Είστε βέβαιοι ότι θέλετε να διαγράψετε αυτό το story;
Are you sure you want to delete this text?,Είστε βέβαιοι ότι θέλετε να διαγράψετε αυτό το κείμενο;
Music download failed.,Αποτυχία λήψης μουσικής.
View More,Δείτε περισσότερα
Download completed successfully!,Η λήψη ολοκληρώθηκε επιτυχώς!
Download has started...,Η λήψη ξεκίνησε...
User not found.,Ο χρήστης δεν βρέθηκε.
Delete Message?,Διαγραφή μηνύματος;
Delete @user_name?,Διαγραφή @user_name;
"After deleting this user, you will not be able to restore the chat.","Μετά τη διαγραφή αυτού του χρήστη, δεν θα μπορείτε να ανακτήσετε τη συζήτηση."
This message will be deleted only for you. The other person will still be able to see it. Do you want to continue?,Αυτό το μήνυμα θα διαγραφεί μόνο για εσάς. Το άλλο άτομο θα μπορεί ακόμα να το δει. Θέλετε να συνεχίσετε;
Send Media,Αποστολή πολυμέσων
Select Media,Επιλογή πολυμέσων
Video,Βίντεο
Image,Εικόνα
You received a gift!,Λάβατε ένα δώρο!
You have sent a gift!,Έχετε στείλει ένα δώρο!
Enable Microphone Access,Ενεργοποίηση πρόσβασης μικροφώνου
Enable Camera and Microphone Access,Ενεργοποίηση πρόσβασης κάμερας και μικροφώνου
Enable photos and videos access,Ενεργοποίηση πρόσβασης φωτογραφιών και βίντεο
"To Share photos and videos, @app_name needs access to Storage on your device.","Για να μοιράζεστε φωτογραφίες και βίντεο, η @app_name χρειάζεται πρόσβαση στην αποθήκευση της συσκευής σας."
You'll need to enable camera and microphone access in your settings to send a photo or video message.,Θα χρειαστεί να ενεργοποιήσετε την κάμερα και το μικρόφωνο στις ρυθμίσεις σας για να στείλετε ένα μήνυμα με φωτογραφία ή βίντεο.
You'll need to enable microphone access in your settings to send a voice message.,Θα χρειαστεί να ενεργοποιήσετε το μικρόφωνο στις ρυθμίσεις σας για να στείλετε ένα φωνητικό μήνυμα.
Settings,Ρυθμίσεις
Delete for you,Διαγραφή μόνο για εσάς
Unsend,Αναίρεση αποστολής
You can share with up to @share_chat_limit chats.,Μπορείτε να μοιραστείτε με έως @share_chat_limit συζητήσεις.
@chat_user_name wants to chat with you. Approve it if you want to chat.,@chat_user_name θέλει να συνομιλήσει μαζί σας. Επιβεβαιώστε το εάν θέλετε.
You cannot send messages to this account unless you unblock them.,Δεν μπορείτε να στείλετε μηνύματα σε αυτόν τον λογαριασμό εκτός εάν τον ξεμπλοκάρετε.
You Blocked @block_user_name \nYou cannot send messages to this account unless you unblock them.,Έχετε αποκλείσει τον @block_user_name \nΔεν μπορείτε να στείλετε μηνύματα σε αυτόν τον λογαριασμό εκτός εάν τον ξεμπλοκάρετε.
You are blocked by this user.,Αυτός ο χρήστης σας έχει αποκλείσει.
Copied to clipboard.,Αντιγράφηκε στο πρόχειρο.
Message sent,Το μήνυμα εστάλη
Story unavailable,Το story δεν είναι διαθέσιμο
Delete Music?,Διαγραφή μουσικής;
Are you sure you want to delete this music? This action cannot be undone.,Είστε βέβαιοι ότι θέλετε να διαγράψετε αυτή τη μουσική; Αυτή η ενέργεια δεν μπορεί να αναιρεθεί.
Session Expired – Logged in on Another Device,Η συνεδρία έληξε - Συνδεθήκατε από άλλη συσκευή
"For security reasons, @app_name allows only one active session per account. It looks like you logged in on another device using the same email. To protect your account, we have automatically logged you out from this device.\n\nIf this wasn’t you, please log in again. You can change your password from the login screen if needed.","Για λόγους ασφαλείας, η @app_name επιτρέπει μόνο μία ενεργή συνεδρία ανά λογαριασμό. Φαίνεται ότι συνδεθήκατε από άλλη συσκευή χρησιμοποιώντας το ίδιο email. Για την προστασία του λογαριασμού σας, σας αποσυνδεθήκαμε αυτόματα από αυτή τη συσκευή.\n\nΕάν δεν ήσασταν εσείς, παρακαλώ συνδεθείτε ξανά. Μπορείτε να αλλάξετε τον κωδικό σας από την οθόνη σύνδεσης εάν χρειαστεί."
Your Account Has Been Frozen,Ο λογαριασμός σας έχει παγώσει
Request to Unfreeze My Account,Αίτημα ξεπαγώματος λογαριασμού
"We're sorry, but it looks like your account has been temporarily frozen. This might be due to unusual activity or a policy-related concern.\n\nFor your security and to ensure proper access, your account has been placed on hold. You won’t be able to use the app until the issue is resolved.\n\nTo unfreeze your account or to get more information, please reach out to our support team at @support_mail. We’re here to assist you and will do our best to help you get back up and running as quickly as possible.\n\nThank you for your patience and understanding.","Λυπούμαστε, αλλά φαίνεται ότι ο λογαριασμός σας έχει παγώσει προσωρινά. Αυτό μπορεί να οφείλεται σε ασυνήθιστη δραστηριότητα ή σε ζήτημα σχετικό με τις πολιτικές.\n\nΓια την ασφάλειά σας και για να διασφαλιστεί η σωστή πρόσβαση, ο λογαριασμός σας έχει τεθεί σε αναμονή. Δεν θα μπορείτε να χρησιμοποιήσετε την εφαρμογή μέχρι να επιλυθεί το ζήτημα.\n\nΓια να ξεπαγώσετε τον λογαριασμό σας ή για περισσότερες πληροφορίες, παρακαλώ επικοινωνήστε με την ομάδα υποστήριξης στο @support_mail. Είμαστε εδώ για να σας βοηθήσουμε και θα κάνουμε το καλύτερο για να σας επαναφέρουμε όσο πιο γρήγορα γίνεται.\n\nΣας ευχαριστούμε για την υπομονή και την κατανόησή σας."
Text is rejected because it includes such things: ,Το κείμενο απορρίφθηκε επειδή περιλαμβάνει:
Media is rejected because it contains such things: ,Τα πολυμέσα απορρίφθηκαν επειδή περιλαμβάνουν:
Restrict users requests to join.,Περιορισμός αιτημάτων χρηστών για συμμετοχή.
End This Stream!,Τερματισμός αυτής της ροής!
Do you really want to end this streaming?,Θέλετε πραγματικά να τερματίσετε αυτή τη ροή;
End Battle?,Τερματισμός μάχης;
Are you sure you want to stop the battle? This action can’t be undone.,Είστε βέβαιοι ότι θέλετε να σταματήσετε τη μάχη; Αυτή η ενέργεια δεν μπορεί να αναιρεθεί.
No Join Requests Yet,Δεν υπάρχουν αιτήματα συμμετοχής ακόμη
View and manage audience requests to join the live stream.,Δείτε και διαχειριστείτε αιτήματα θεατών για συμμετοχή στη ζωντανή ροή.
No Viewers Yet,Δεν υπάρχουν θεατές ακόμη
Audience members will appear here when they join your live stream.,Τα μέλη του κοινού θα εμφανιστούν εδώ όταν συμμετέχουν στη ζωντανή ροή σας.
No One Invited,Δεν έχει προσκληθεί κανείς ακόμη
You haven’t invited anyone yet. Invited users will be listed here.,Οι προσκεκλημένοι χρήστες θα εμφανιστούν εδώ.
No Co-hosts Yet,Δεν υπάρχουν συν-παρουσιαστές ακόμη
Co-hosts will appear here once they accept your invitation.,Οι συν-παρουσιαστές θα εμφανιστούν εδώ όταν αποδεχτούν την πρόσκλησή σας.
You are sending coins to the above user.,Στέλνετε νομίσματα στον παραπάνω χρήστη.
No Live Streams Yet,Δεν υπάρχουν ζωντανές ροές ακόμη
Live streams will appear here when someone goes live.,Οι ζωντανές ροές θα εμφανιστούν εδώ όταν κάποιος μεταδίδει ζωντανά.
No Reels Yet,Δεν υπάρχουν Reels ακόμη
This user hasn’t posted any reels so far.,Αυτός ο χρήστης δεν έχει δημοσιεύσει ακόμη κανένα Reel.
You Haven’t Shared Any Posts,Δεν έχετε μοιραστεί καμία δημοσίευση ακόμη
Start posting to share your moments with the community.,Αρχίστε να δημοσιεύετε για να μοιράζεστε τις στιγμές σας με την κοινότητα.
No Posts Yet,Δεν υπάρχουν δημοσιεύσεις ακόμη
This user hasn’t shared any posts so far.,Αυτός ο χρήστης δεν έχει μοιραστεί καμία δημοσίευση ακόμη.
Start a Conversation,Ξεκινήστε μια συζήτηση
Your chats will show up here once you start messaging someone.,Οι συζητήσεις σας θα εμφανιστούν εδώ όταν αρχίσετε να στέλνετε μηνύματα σε κάποιον.
No Requests Right Now,Δεν υπάρχουν αιτήματα αυτή τη στιγμή
New chat requests will appear here when someone messages you.,Νέα αιτήματα συζήτησης θα εμφανιστούν εδώ όταν κάποιος σας στείλει μήνυμα.
Your request to join the live stream is pending approval.,Το αίτημά σας για συμμετοχή στη ζωντανή ροή εκκρεμεί έγκρισης.
Joined the stream,Συμμετείχε στη ροή
Join,Συμμετοχή
wants you to be in this live video,θέλει να είστε σε αυτό το βίντεο
requesting to join the stream.,ζητάει συμμετοχή στη ροή.
The host has declined your request to join the live stream.,Ο παρουσιαστής έχει απορρίψει το αίτημά σας για συμμετοχή στη ζωντανή ροή.
Your request to join the live stream has been sent to the host.,Το αίτημά σας για συμμετοχή στη ζωντανή ροή έχει σταλεί στον παρουσιαστή.
Exit live stream?,Έξοδος από ζωντανή ροή;
"If you check this profile, you will exit the live stream.","Εάν ελέγξετε αυτό το προφίλ, θα βγείτε από τη ζωντανή ροή."
You can’t leave the live stream while a battle is in progress.,Δεν μπορείτε να φύγετε από τη ζωντανή ροή ενώ μια μάχη βρίσκεται σε εξέλιξη.
Get Back,Επιστροφή
Exit Live Stream?,Έξοδος από ζωντανή ροή;
"Are you sure you want to leave the live stream?\nIf the stream has ended, you won't be able to join again. ","Είστε βέβαιοι ότι θέλετε να φύγετε από τη ζωντανή ροή;\nΕάν η ροή έχει τελειώσει, δεν θα μπορείτε να συμμετέχετε ξανά."
Scan QR Code,Σάρωση QR κωδικού
Scan the QR of the profile you want to search.,Σαρώστε τον QR κωδικό του προφίλ που θέλετε να αναζητήσετε.
Upload From Gallery,Ανέβασμα από συλλογή
Nothing to Watch Yet,Δεν υπάρχει τίποτα να δείτε ακόμη
Reels will appear here once new content is shared.,Τα Reels θα εμφανιστούν εδώ όταν θα μοιράζονται νέο περιεχόμενο.
Nothing to Show Yet,Δεν υπάρχει τίποτα να δείξουμε ακόμη
Explore content by entering keywords in the search bar above.,Εξερευνήστε περιεχόμενο εισάγοντας λέξεις-κλειδιά στη γραμμή αναζήτησης παραπάνω.
km,χλμ
an artist based in Portland. I find inspiration in nature and urban life. Let’s connect and create something beautiful! 🌿🖌️,Ένας καλλιτέχνης με βάση το Πόρτλαντ. Εμπνέομαι από τη φύση και την αστική ζωή. Ας συνδεθούμε και δημιουργήσουμε κάτι όμορφο! 🌿🖌️
Video path not found.,Δεν βρέθηκε διαδρομή βίντεο.
has liked your post,μου αρέσει η δημοσίευσή σου
liked your comment.,μου αρέσει το σχόλιό σου.
has commented on your post : @comment_description,σχολίασε τη δημοσίευσή σου: @comment_description
has commented on your post with a GIF.,σχολίασε τη δημοσίευσή σου με ένα GIF.
@username replied to your comment : @comment_description,@username απάντησε στο σχόλιό σου: @comment_description
has mentioned you in post.,σε ανέφερε σε δημοσίευση.
Mentioned you in comment,Σε ανέφερε σε σχόλιο
has started following you,άρχισε να σε ακολουθεί
has reply mentioned you in comment : @comment_description,σε ανέφερε σε απάντηση σχολίου: @comment_description
has sent you gift,σου έστειλε ένα δώρο.
No Comments Yet,Δεν υπάρχουν σχόλια ακόμη
This post doesn’t have any comments. Join in and share your thoughts.,Αυτή η δημοσίευση δεν έχει σχόλια. Συμμετέχετε και μοιραστείτε τις σκέψεις σας.
Post sent successfully,Η δημοσίευση στάλθηκε επιτυχώς
Search @brand_name,Αναζήτηση @brand_name
Find Reels Around You,Βρείτε Reels κοντά σας
