The email is incorrect. Please enter a valid email.,Email jest nieprawidłowy. Wprowadź prawidłowy adres email.,
A verification link has been sent to your email. Please verify the link to log in.,"Link weryfikacyjny został wysłany na Twój email. Zweryfikuj link, aby się zalogować.",
"Please verify your email first, then proceed to log in.","Najpierw zweryfikuj swój email, a następnie zaloguj się.",
Delete Link?,Usunąć link?,
Phone Code,Kod telefoniczny,
No Data Found,Nie znaleziono danych,
Are you sure you want to delete this link? This action cannot be undone.,Czy na pewno chcesz usunąć ten link? Tej czynności nie można cofnąć.,
Uploading post...,Przesyłanie posta...,
Uploading story...,Przesyłanie historii...,
Post uploaded successfully.,Post został przesłany pomyślnie.,
Story uploaded successfully.,Historia została przesłana pomyślnie.,
Uploading failed.,Przesyłanie nie powiodło się.,
Add Filter,Dodaj filtr,
Apply to all,Zastosuj do wszystkich,
An error occurred while applying the video filter.,Wystąpił błąd podczas stosowania filtra wideo.,
An error occurred while compress the video.,Wystąpił błąd podczas kompresji wideo.,
Delete Post?,Usunąć post?,
"Are you sure you want to delete this post? Once deleted, it cannot be restored.",Czy na pewno chcesz usunąć ten post? Po usunięciu nie będzie można go przywrócić.,
Your post has been pinned.,Twój post został przypięty.,
Your post has been unpinned.,Twój post został odpięty.,
You can pin maximum @pin_count post.,Możesz przypiąć maksymalnie @pin_count postów.,
You can pin maximum @pin_comment_count comment.,Możesz przypiąć maksymalnie @pin_comment_count komentarzy.,
A reset password link has been sent to your email. Please use it to reset your password.,"Link do resetowania hasła został wysłany na Twój email. Użyj go, aby zresetować hasło.",
Copyright Infringement,Naruszenie praw autorskich,
Hate Speech,Mowa nienawiści,
Harassment or Bullying,Nękanie lub zastraszanie,
Violence or Threats,Przemoc lub groźby,
Nudity or Sexual Content,Nagość lub treści seksualne,
Terrorism or Extremist Content,Terroryzm lub treści ekstremistyczne,
Scams or Fraud,Oszustwa lub wyłudzenia,
Spam,Spam,
Impersonation,Podszywanie się,
Misinformation,Dezinformacja,
Reason,Powód,
Please provide a detailed reason for the report.,Podaj szczegółowy powód zgłoszenia.,
Report submitted successfully.,Zgłoszenie zostało przesłane pomyślnie.,
Block @username!,Zablokuj @username!,
UnBlock @username!,Odblokuj @username!,
"Are you sure you want to block this user? You will no longer see their followers or following, and they won't be able to view your profile, photos, or posts. Once blocked, this user will no longer be able to chat with you, and you won’t be able to chat with them either.","Czy na pewno chcesz zablokować tego użytkownika? Nie będziesz widzieć jego obserwujących ani obserwowanych, a on nie będzie mógł przeglądać Twojego profilu, zdjęć ani postów. Po zablokowaniu ten użytkownik nie będzie mógł z Tobą rozmawiać, a Ty nie będziesz mógł rozmawiać z nim.",
"Once unblocked, this user will be able to chat with you again, and you can chat with them as well. They will also be able to see your profile, photos, and posts, and you will be able to view their followers and following.","Po odblokowaniu ten użytkownik będzie mógł z Tobą rozmawiać, a Ty będziesz mógł rozmawiać z nim. Będzie również mógł przeglądać Twój profil, zdjęcia i posty, a Ty będziesz mógł przeglądać jego obserwujących i obserwowanych.",
You are bock this user,Zablokowałeś tego użytkownika.,
This user is freeze,Ten użytkownik jest zablokowany.,
Delete Comment!,Usunąć komentarz!,
Delete Reply Comment!,Usunąć odpowiedź na komentarz!,
Are you sure you want to delete this comment? This action cannot be undone.,Czy na pewno chcesz usunąć ten komentarz? Tej czynności nie można cofnąć.,
"Do you really want to delete your account? All of your data will be deleted, and you won’t be able to recover it again!",Czy naprawdę chcesz usunąć swoje konto? Wszystkie Twoje dane zostaną usunięte i nie będzie można ich odzyskać!,
Do you really want to proceed?,Czy naprawdę chcesz kontynuować?,
Are you sure you want to log out? You will need to log in again to access your account.,"Czy na pewno chcesz się wylogować? Aby ponownie uzyskać dostęp do konta, musisz się zalogować.",
Logout!,Wyloguj się!,
Delete Your Account!,Usuń swoje konto!,
There is nothing we can show you for now.,Nie mamy nic do pokazania w tej chwili.,
music,muzyka,
Discard edits?,Odrzucić zmiany?,
Start Again?,Zacząć od nowa?,
Start Again,Zacznij od nowa,
"If you go back now, you'll lose all the edits you've made.","Jeśli teraz wrócisz, stracisz wszystkie wprowadzone zmiany.",
"If you go back now, you'll lose this draft","Jeśli teraz wrócisz, stracisz ten szkic.",
Discover,Odkrywaj,
No location found.,Nie znaleziono lokalizacji.,
Start searching for a location.,Zacznij szukać lokalizacji.,
Only,Tylko,
Current Value,Aktualna wartość,
Account Details,Dane konta,
Select Gateway,Wybierz bramkę płatności,
You cannot enter more than @coin coins!,Nie możesz wprowadzić więcej niż @coin monet!,
Redeem gateway not found.,Nie znaleziono bramki wypłat.,
Record up to @second seconds.,Nagrywaj do @second sekund.,
Allow Camera & Microphone Access,Zezwól na dostęp do kamery i mikrofonu,
"To capture photos, record videos, and use voice features, @app_name needs access to your camera and microphone. Please grant permission in your device settings.","Aby robić zdjęcia, nagrywać filmy i korzystać z funkcji głosowych, @app_name potrzebuje dostępu do Twojej kamery i mikrofonu. Nadaj uprawnienia w ustawieniach urządzenia.",
Open setting,Otwórz ustawienia,
Delete Story?,Usunąć historię?,
Are you sure you want to delete this story?,Czy na pewno chcesz usunąć tę historię?,
Are you sure you want to delete this text?,Czy na pewno chcesz usunąć ten tekst?,
Music download failed.,Pobieranie muzyki nie powiodło się.,
View More,Zobacz więcej,
Download completed successfully!,Pobieranie zakończone pomyślnie!,
Download has started...,Pobieranie rozpoczęte...,
User not found.,Nie znaleziono użytkownika.,
Delete Message?,Usunąć wiadomość?,
Delete @user_name?,Usunąć @user_name?,
"After deleting this user, you will not be able to restore the chat.",Po usunięciu tego użytkownika nie będzie można przywrócić czatu.,
This message will be deleted only for you. The other person will still be able to see it. Do you want to continue?,Ta wiadomość zostanie usunięta tylko dla Ciebie. Druga osoba nadal będzie mogła ją zobaczyć. Czy chcesz kontynuować?,
Send Media,Wyślij multimedia,
Select Media,Wybierz multimedia,
Video,Wideo,
Image,Obraz,
You received a gift!,Otrzymałeś prezent!,
You have sent a gift!,Wysłałeś prezent!,
Enable Microphone Access,Włącz dostęp do mikrofonu,
Enable Camera and Microphone Access,Włącz dostęp do kamery i mikrofonu,
Enable photos and videos access,Włącz dostęp do zdjęć i filmów,
"To Share photos and videos, @app_name needs access to Storage on your device.","Aby udostępniać zdjęcia i filmy, @app_name potrzebuje dostępu do pamięci urządzenia.",
You'll need to enable camera and microphone access in your settings to send a photo or video message.,Musisz włączyć dostęp do kamery i mikrofonu w swoich ustawieniach, aby wysłać wiadomość ze zdjęciem lub wideo.
You'll need to enable microphone access in your settings to send a voice message.,Musisz włączyć dostęp do mikrofonu w swoich ustawieniach, aby wysłać wiadomość głosową.
Settings,Ustawienia,
Delete for you,Usuń dla siebie,
Unsend,Cofnij wysłanie,
You can share with up to @share_chat_limit chats.,Możesz udostępniać do @share_chat_limit czatów.,
@chat_user_name wants to chat with you. Approve it if you want to chat.,"@chat_user_name chce z Tobą rozmawiać. Zaakceptuj, jeśli chcesz rozpocząć czat.",
You cannot send messages to this account unless you unblock them.,"Nie możesz wysyłać wiadomości do tego konta, dopóki go nie odblokujesz.",
You Blocked @block_user_name \nYou cannot send messages to this account unless you unblock them.,"Zablokowałeś @block_user_name \nNie możesz wysyłać wiadomości do tego konta, dopóki go nie odblokujesz.",
You are blocked by this user.,Ten użytkownik Cię zablokował.,
Copied to clipboard.,Skopiowano do schowka.,
Message sent,Wiadomość wysłana,
Story unavailable,Historia niedostępna,
Delete Music?,Usunąć muzykę?,
Are you sure you want to delete this music? This action cannot be undone.,Czy na pewno chcesz usunąć tę muzykę? Tej czynności nie można cofnąć.,
Session Expired – Logged in on Another Device,Sesja wygasła – zalogowano na innym urządzeniu,
"For security reasons, @app_name allows only one active session per account. It looks like you logged in on another device using the same email. To protect your account, we have automatically logged you out from this device.\n\nIf this wasn’t you, please log in again. You can change your password from the login screen if needed.","Ze względów bezpieczeństwa @app_name pozwala na tylko jedną aktywną sesję na konto. Wygląda na to, że zalogowałeś się na innym urządzeniu przy użyciu tego samego adresu email. Aby chronić Twoje konto, automatycznie wylogowaliśmy Cię z tego urządzenia.",
Your Account Has Been Frozen,Twoje konto zostało zamrożone,
Request to Unfreeze My Account,Prośba o odblokowanie mojego konta,
"We're sorry, but it looks like your account has been temporarily frozen. This might be due to unusual activity or a policy-related concern.\n\nFor your security and to ensure proper access, your account has been placed on hold. You won’t be able to use the app until the issue is resolved.\n\nTo unfreeze your account or to get more information, please reach out to our support team at @support_mail. We’re here to assist you and will do our best to help you get back up and running as quickly as possible.\n\nThank you for your patience and understanding.","Przepraszamy, ale wygląda na to, że Twoje konto zostało tymczasowo zamrożone. Może to być spowodowane nietypową aktywnością lub obawami związanymi z zasadami.\n\nZe względów bezpieczeństwa i w celu zapewnienia prawidłowego dostępu Twoje konto zostało zawieszone. Nie będziesz mógł korzystać z aplikacji, dopóki problem nie zostanie rozwiązany.\n\nAby odblokować swoje konto lub uzyskać więcej informacji, skontaktuj się z naszym zespołem wsparcia pod adresem @support_mail. Jesteśmy tutaj, aby Ci pomóc i dołożymy wszelkich starań, aby pomóc Ci jak najszybciej wrócić do działania.\n\nDziękujemy za cierpliwość i zrozumienie.",
Text is rejected because it includes such things: ,"Tekst został odrzucony, ponieważ zawiera następujące elementy:",
Media is rejected because it contains such things: ,"Media zostały odrzucone, ponieważ zawierają następujące elementy:",
Restrict users requests to join.,Ogranicz prośby użytkowników o dołączenie.,
End This Stream!,Zakończ tę transmisję!,
Do you really want to end this streaming?,Czy na pewno chcesz zakończyć tę transmisję?,
End Battle?,Zakończyć bitwę?,
Are you sure you want to stop the battle? This action can’t be undone.,Czy na pewno chcesz zakończyć bitwę? Tej czynności nie można cofnąć.,
No Join Requests Yet,Brak próśb o dołączenie,
View and manage audience requests to join the live stream.,Przeglądaj i zarządzaj prośbami publiczności o dołączenie do transmisji na żywo.,
No Viewers Yet,Brak widzów,
Audience members will appear here when they join your live stream.,"Członkowie publiczności pojawią się tutaj, gdy dołączą do Twojej transmisji.",
No One Invited,Nikt nie został zaproszony,
You haven’t invited anyone yet. Invited users will be listed here.,Jeszcze nikogo nie zaprosiłeś. Zaproszeni użytkownicy zostaną wyświetleni tutaj.,
No Co-hosts Yet,Brak współgospodarzy,
Co-hosts will appear here once they accept your invitation.,Współgospodarze pojawią się tutaj po zaakceptowaniu Twojego zaproszenia.,
You are sending coins to the above user.,Wysyłasz monety do powyższego użytkownika.,
No Live Streams Yet,Brak transmisji na żywo,
Live streams will appear here when someone goes live.,"Transmisje na żywo pojawią się tutaj, gdy ktoś zacznie transmitować.",
No Reels Yet,Brak Reelsów,
This user hasn’t posted any reels so far.,Ten użytkownik nie udostępnił jeszcze żadnych Reelsów.,
You Haven’t Shared Any Posts,Nie udostępniłeś jeszcze żadnych postów,
Start posting to share your moments with the community.,"Zacznij publikować, aby dzielić się swoimi chwilami ze społecznością.",
No Posts Yet,Brak postów,
This user hasn’t shared any posts so far.,Ten użytkownik nie udostępnił jeszcze żadnych postów.,
Start a Conversation,Rozpocznij rozmowę,
Your chats will show up here once you start messaging someone.,"Twoje czaty pojawią się tutaj, gdy zaczniesz z kimś rozmawiać.",
No Requests Right Now,Brak próśb w tej chwili,
New chat requests will appear here when someone messages you.,"Nowe prośby o czat pojawią się tutaj, gdy ktoś do Ciebie napisze.",
Your request to join the live stream is pending approval.,Twoja prośba o dołączenie do transmisji czeka na zatwierdzenie.,
Joined the stream,Dołączył do transmisji,
Join,Dołącz,
wants you to be in this live video,"chce, abyś uczestniczył w tym wideo na żywo",
requesting to join the stream.,prosi o dołączenie do transmisji.,
The host has declined your request to join the live stream.,Gospodarz odrzucił Twoją prośbę o dołączenie do transmisji na żywo.,
Your request to join the live stream has been sent to the host.,Twoja prośba o dołączenie do transmisji na żywo została wysłana do gospodarza.,
Exit live stream?,Wyjść z transmisji na żywo?,
"If you check this profile, you will exit the live stream.","Jeśli sprawdzisz ten profil, opuścisz transmisję na żywo.",
You can’t leave the live stream while a battle is in progress.,"Nie możesz opuścić transmisji na żywo, gdy trwa bitwa.",
Get Back,Wróć,
Exit Live Stream?,Wyjść z transmisji na żywo?,
"Are you sure you want to leave the live stream?\nIf the stream has ended, you won't be able to join again. ","Czy na pewno chcesz opuścić transmisję na żywo?\nJeśli transmisja się zakończyła, nie będziesz mógł do niej ponownie dołączyć.",
Scan QR Code,Skanuj kod QR,
Scan the QR of the profile you want to search.,"Zeskanuj kod QR profilu, który chcesz wyszukać.",
Upload From Gallery,Prześlij z galerii,
Nothing to Watch Yet,Nic do obejrzenia,
Reels will appear here once new content is shared.,"Reelsy pojawią się tutaj, gdy zostaną udostępnione nowe treści.",
Nothing to Show Yet,Nic do pokazania,
Explore content by entering keywords in the search bar above.,"Odkrywaj treści, wpisując słowa kluczowe w powyższym polu wyszukiwania.",
km,km,
an artist based in Portland. I find inspiration in nature and urban life. Let’s connect and create something beautiful! 🌿🖌️,artysta z Portland. Inspiruję się naturą i życiem miejskim. Połączmy się i stwórzmy coś pięknego! 🌿🖌️,
Video path not found.,Nie znaleziono ścieżki wideo.,
has liked your post,polubił Twój post,
liked your comment.,polubił Twój komentarz.,
has commented on your post : @comment_description,skomentował Twój post: @comment_description,
has commented on your post with a GIF.,skomentował Twój post za pomocą GIFa.,
@username replied to your comment : @comment_description,@username odpowiedział na Twój komentarz: @comment_description,
has mentioned you in post.,wspomniał Cię w poście.,
Mentioned you in comment,Wspomniał Cię w komentarzu,
has started following you,zacął Cię obserwować,
has reply mentioned you in comment : @comment_description,"odpowiedział, wspominając Cię w komentarzu: @comment_description",
has sent you gift,wysłał Ci prezent,
No Comments Yet,Brak komentarzy,
This post doesn’t have any comments. Join in and share your thoughts.,Ten post nie ma jeszcze komentarzy. Dołącz i podziel się swoimi przemyśleniami.,
Post sent successfully,Post został wysłany pomyślnie,
Search @brand_name,Szukaj @brand_name,
Find Reels Around You,Znajdź Reelsy w pobliżu,
Allow location access to explore reels shared by people near you.,"Zezwól na dostęp do lokalizacji, aby odkrywać Reelsy udostępniane przez ludzi w Twojej okolicy.",
Location Services Are Still Disabled,Usługi lokalizacyjne są nadal wyłączone,
"To see nearby reels, please turn on location services in your device settings.","Aby zobaczyć Reelsy w pobliżu, włącz usługi lokalizacyjne w ustawieniach urządzenia.",
See places near you.,Zobacz miejsca w pobliżu.,
"To include nearby places, turn on location services.","Aby uwzględnić pobliskie miejsca, włącz usługi lokalizacyjne.",
Turn on Location Services,Włącz usługi lokalizacyjne,
Nothing To Show Here,Nic do pokazania,
This user has decided not to show their followings.,Ten użytkownik zdecydował nie pokazywać swoich obserwowanych.,
No Blocked Users,Brak zablokowanych użytkowników,
Users you block will appear here. You haven’t blocked anyone yet.,Zablokowani użytkownicy pojawią się tutaj. Jeszcze nikogo nie zablokowałeś.,
You need to reach the minimum coin amount before you can redeem.,"Musisz osiągnąć minimalną ilość monet, zanim będziesz mógł je wymienić.",
No Users Found,Nie znaleziono użytkowników,
Users will appear here when available.,"Użytkownicy pojawią się tutaj, gdy będą dostępni.",
Freeze,Zablokuj,
UnFreeze,Odblokuj,
This profile has been temporarily frozen due to policy violations or suspicious activity. Access is restricted until review is complete.,Ten profil został tymczasowo zablokowany z powodu naruszenia zasad lub podejrzanej aktywności. Dostęp jest ograniczony do czasu zakończenia przeglądu.,
Profile Unavailable,Profil niedostępny,
Admin,Administrator,
Days,Dni,
Weeks,Tygodnie,
Months,Miesiące,
Years,Lata,
Day,Dzień,
Week,Tydzień,
Month,Miesiąc,
Year,Rok,
Lifetime,Dożywotnio,
Annual,Rocznie,
6 Month,6 miesięcy,
3 Month,3 miesiące,
2 Month,2 miesiące,
Monthly,Miesięcznie,
Weekly,Tygodniowo,
@price / Month. Billed @unit_label,@price / miesiąc. Rozliczane @unit_label,
Give it a try,Wypróbuj,
@count @get_period Free trial,@count @get_period darmowy okres próbny,
Annually,Rocznie,
Semi Annually,Półrocznie,
Three Months,Trzy miesiące,
Two Months,Dwa miesiące,
The host has cancelled your invitation. You can no longer join the live stream.,Gospodarz anulował Twoje zaproszenie. Nie możesz już dołączyć do transmisji na żywo.,
joined as a co-host,dołączył jako współgospodarz,
Min. @count Followers needed to go Live,"Min. @count obserwujących wymagane, aby rozpocząć transmisję na żywo",
You can add only @limit links in the profile.,Możesz dodać tylko @limit linków w profilu.,
Refresh,Odśwież,
Lost,Utracono,
Connection,Połączenie,
It looks like you are not\nconnected to the internet,"Wygląda na to, że nie jesteś\npodłączony do internetu",
Download failed.,Pobieranie nie powiodło się.,
From,Od,
Something went wrong.,Coś poszło nie tak.,
🎉 Welcome Bonus Credited to Your Wallet!,🎉 Bonus powitalny został dodany do Twojego portfela!,
You've earned your registration bonus! Enjoy your coins and start exploring now!,Otrzymałeś bonus rejestracyjny! Ciesz się swoimi monetami i rozpocznij odkrywanie!,
You are,Jesteś,
member,członkiem,
Oops!! Battle Ended Please wait for a while..,Ups!! Bitwa się zakończyła. Poczekaj chwilę..,
"Hey, @name is now live","Hej, @name jest teraz na żywo",
Hurry up and join before it ends.,"Pośpiesz się i dołącz, zanim się zakończy.",
Livestream has ended.,Transmisja na żywo została zakończona.,
Professional Dashboard,Profesjonalny panel
Track Your Performance,Śledź swoją wydajność
Creator Dashboard,Panel twórcy
AI Insights,Analizy AI
Content Calendar,Kalendarz treści
Grow Your Business,Rozwijaj swój biznes
Subscription Tiers,Poziomy subskrypcji
My Subscribers,Moi subskrybenci
My Portfolio,Moje portfolio
Manage Your Account,Zarządzaj swoim kontem
Creator Tier,Poziom twórcy
Account Type Settings,Ustawienia typu konta
My Subscriptions,Moje subskrypcje
People,Osoby
Content & Feed,Treści i kanał
Digital Wellbeing,Cyfrowy dobrostan
AI & Discovery,AI i odkrywanie
AI Video Generator,Generator wideo AI
Moderator Panel,Panel moderatora
Two-Factor Authentication,Uwierzytelnianie dwuskładnikowe
Switch Account,Przełącz konto
"Switching to a personal account will remove access to all professional tools including analytics, monetization, earnings dashboard, and team management.","Przełączenie na konto osobiste usunie dostęp do wszystkich profesjonalnych narzędzi, w tym analityki, monetyzacji, panelu zarobków, i zarządzania zespołem."
Switch to Personal,Przełącz na osobiste
Creator,Twórca
Account,Konto
Part of a Series,Część serii
Select Previous Part,Wybierz poprzednią część
Previous Part,Poprzednia część
Next Part,Następna część
