key,value
Coin Balance,رصيد العملات
Estimated Value,القيمة المقدرة
Estimated Amount,المبلغ المقدر
Amount,المبلغ
Enter Coin Amount..,أدخل مقدار العملات..
Converted Amount,المبلغ المحول
Create Feed,إنشاء منشور
Write something here..,اكتب شيئًا هنا..
Mention,إشارة
Hashtags,هاشتاغ
Location,الموقع
Allow Comments,السماح بالتعليقات
Select Music,اختر موسيقى
Explore,استكشف
Categories,الفئات
Saved,المحفوظات
Preview,معاينة
Change Cover,تغيير الغلاف
Upload Now,رفع الآن
Discard,تجاهل
Done,تم
Font Family,نوع الخط
Type Something...,اكتب شيئًا...
Users,المستخدمون
User,مستخدم
Places,الأماكن
Enter Live Stream Title...,أدخل عنوان البث المباشر...
Start Live,بدء البث
Stop,إيقاف
Start Battle,بدء المعركة
Battle\nStarting\nin,المعركة\nتبدأ\nخلال
Cancel,إلغاء
Yes,نعم
Members,الأعضاء
Audience,الجمهور
Invited,المدعوون
Invite,دعوة
Co-hosts,المشاركون في البث
Refuse,رفض
Accept,قبول
Host,المضيف
Guest,الضيف
Victory,الفوز
Defeat,الخسارة
Streamed For,مدة البث
Followers Gained,المتابِعون الجدد
Total Coins Collected,إجمالي العملات المجموعة
Go Home,الرئيسية
Stream Ended!,انتهى البث!
Your Stream Ended!,انتهى بثك!
Below is the summary of your stream!,فيما يلي ملخص بثك!
From Battle,من المعركة
Live,مباشر
Check Profile,تحقق من الملف الشخصي
You are sending coins to @color Participant,أنت ترسل عملات إلى @color المشارك
You will be sent back to main view in...,سيتم إعادتك إلى العرض الرئيسي خلال...
The live stream has ended because min. @viewers_count viewers are required to keep it going.,انتهى البث المباشر لأن الحد الأدنى المطلوب من المشاهدين @viewers_count للحفاظ عليه غير متوفر.
Please enter an email. The email field is empty.,الرجاء إدخال بريد إلكتروني. حقل البريد الإلكتروني فارغ.
Please enter a password. The password field is empty.,الرجاء إدخال كلمة مرور. حقل كلمة المرور فارغ.
No user found with that email. Please register with this email.,لم يتم العثور على مستخدم بهذا البريد الإلكتروني. يرجى التسجيل بهذا البريد.
Incorrect password provided for this user.,كلمة المرور المقدمة غير صحيحة لهذا المستخدم.
The password provided is too weak.,كلمة المرور المقدمة ضعيفة جدًا.
The account already exists for that email.,يوجد حساب بالفعل لهذا البريد الإلكتروني.
Please enter a full name. The full name field is empty.,الرجاء إدخال اسم كامل. حقل الاسم الكامل فارغ.
Please enter a username. The username field is empty.,الرجاء إدخال اسم مستخدم. حقل اسم المستخدم فارغ.
Please enter a URL link. The link field is empty.,الرجاء إدخال رابط URL. حقل الرابط فارغ.
Please enter a valid URL link,الرجاء إدخال رابط URL صالح.
Please enter a title. The title field is empty.,الرجاء إدخال عنوان. حقل العنوان فارغ.
Please enter a valid username.,الرجاء إدخال اسم مستخدم صالح.
Please confirm your password. The confirm password field is empty.,الرجاء تأكيد كلمة المرور. حقل تأكيد كلمة المرور فارغ.
The password and confirm password do not match.,كلمة المرور وتأكيد كلمة المرور غير متطابقين.
The email is incorrect. Please enter a valid email.,البريد الإلكتروني غير صحيح. الرجاء إدخال بريد إلكتروني صالح.
A verification link has been sent to your email. Please verify the link to log in.,تم إرسال رابط التحقق إلى بريدك الإلكتروني. يرجى التحقق من الرابط لتسجيل الدخول.
"Please verify your email first, then proceed to log in.",الرجاء التحقق من بريدك الإلكتروني أولاً، ثم تابع تسجيل الدخول.
Delete Link?,حذف الرابط؟
Phone Code,رمز الهاتف
No Data Found,لا توجد بيانات
Are you sure you want to delete this link? This action cannot be undone.,هل أنت متأكد أنك تريد حذف هذا الرابط؟ لا يمكن التراجع عن هذا الإجراء.
Uploading post...,جاري رفع المنشور...
Uploading story...,جاري رفع الستوري...
Post uploaded successfully.,تم رفع المنشور بنجاح.
Story uploaded successfully.,تم رفع الستوري بنجاح.
Uploading failed.,فشل الرفع.
Add Filter,إضافة فلتر
Apply to all,تطبيق على الكل
An error occurred while applying the video filter.,حدث خطأ أثناء تطبيق فلتر الفيديو.
An error occurred while compress the video.,حدث خطأ أثناء ضغط الفيديو.
Delete Post?,حذف المنشور؟
"Are you sure you want to delete this post? Once deleted, it cannot be restored.",هل أنت متأكد أنك تريد حذف هذا المنشور؟ بمجرد الحذف، لا يمكن استعادته.
Your post has been pinned.,تم تثبيت منشورك.
Your post has been unpinned.,تم إلغاء تثبيت منشورك.
You can pin maximum @pin_count post.,يمكنك تثبيت حد أقصى @pin_count منشور.
You can pin maximum @pin_comment_count comment.,يمكنك تثبيت حد أقصى @pin_comment_count تعليق.
A reset password link has been sent to your email. Please use it to reset your password.,تم إرسال رابط إعادة تعيين كلمة المرور إلى بريدك الإلكتروني. يرجى استخدامه لإعادة تعيين كلمة المرور.
Copyright Infringement,انتهاك حقوق النشر
Hate Speech,خطاب كراهية
Harassment or Bullying,تحرش أو تنمر
Violence or Threats,عنف أو تهديدات
Nudity or Sexual Content,عري أو محتوى جنسي
Terrorism or Extremist Content,إرهاب أو محتوى متطرف
Scams or Fraud,احتيال أو غش
Spam,بريد مزعج
Impersonation,انتحال شخصية
Misinformation,معلومات مضللة
Reason,السبب
Please provide a detailed reason for the report.,الرجاء تقديم سبب مفصل للإبلاغ.
Report submitted successfully.,تم تقديم الإبلاغ بنجاح.
Block @username!,حظر @username!
UnBlock @username!,إلغاء حظر @username!
"Are you sure you want to block this user? You will no longer see their followers or following, and they won't be able to view your profile, photos, or posts. Once blocked, this user will no longer be able to chat with you, and you won’t be able to chat with them either.",هل أنت متأكد أنك تريد حظر هذا المستخدم؟ لن تتمكن من رؤية متابعيه أو متابعاته، ولن يتمكن من عرض ملفك الشخصي أو صورك أو منشوراتك. بمجرد الحظر، لن يتمكن هذا المستخدم من الدردشة معك، ولن تتمكن من الدردشة معه أيضًا.
"Once unblocked, this user will be able to chat with you again, and you can chat with them as well. They will also be able to see your profile, photos, and posts, and you will be able to view their followers and following.",بمجرد إلغاء الحظر، سيتمكن هذا المستخدم من الدردشة معك مرة أخرى، ويمكنك الدردشة معه أيضًا. سيتمكن أيضًا من رؤية ملفك الشخصي وصورك ومنشوراتك، وستتمكن من رؤية متابعيه ومتابعاته.
You are bock this user,لقد حظرت هذا المستخدم
This user is freeze,هذا المستخدم مجمد
Delete Comment!,حذف التعليق!
Delete Reply Comment!,حذف رد التعليق!
Are you sure you want to delete this comment? This action cannot be undone.,هل أنت متأكد أنك تريد حذف هذا التعليق؟ لا يمكن التراجع عن هذا الإجراء.
"Do you really want to delete your account? All of your data will be deleted, and you won’t be able to recover it again!",هل تريد حقًا حذف حسابك؟ سيتم حذف جميع بياناتك، ولن تتمكن من استعادتها مرة أخرى!
Do you really want to proceed?,هل تريد حقًا المتابعة؟
Are you sure you want to log out? You will need to log in again to access your account.,هل أنت متأكد أنك تريد تسجيل الخروج؟ ستحتاج إلى تسجيل الدخول مرة أخرى للوصول إلى حسابك.
Logout!,تسجيل الخروج!
Delete Your Account!,حذف حسابك!
There is nothing we can show you for now.,لا يوجد شيء لنعرضه لك الآن.
music,موسيقى
Discard edits?,تجاهل التعديلات؟
Start Again?,البدء من جديد؟
Start Again,البدء من جديد
"If you go back now, you'll lose all the edits you've made.",إذا عدت الآن، فستفقد جميع التعديلات التي أجريتها.
"If you go back now, you'll lose this draft",إذا عدت الآن، فستفقد هذا المسودة.
Discover,اكتشف
No location found.,لم يتم العثور على موقع.
Start searching for a location.,ابدأ البحث عن موقع.
Only,فقط
Current Value,القيمة الحالية
Account Details,تفاصيل الحساب
Select Gateway,اختر بوابة
You cannot enter more than @coin coins!,لا يمكنك إدخال أكثر من @coin عملة!
Redeem gateway not found.,لم يتم العثور على بوابة استرداد.
Record up to @second seconds.,سجل حتى @second ثانية.
Allow Camera & Microphone Access,السماح بالوصول إلى الكاميرا والميكروفون
"To capture photos, record videos, and use voice features, @app_name needs access to your camera and microphone. Please grant permission in your device settings.",لالتقاط الصور، تسجيل الفيديوهات، واستخدام ميزات الصوت، يحتاج @app_name إلى الوصول إلى الكاميرا والميكروفون. يرجى منح الإذن في إعدادات جهازك.
Open setting,فتح الإعدادات
Delete Story?,حذف الستوري؟
Are you sure you want to delete this story?,هل أنت متأكد أنك تريد حذف هذه الستوري؟
Are you sure you want to delete this text?,هل أنت متأكد أنك تريد حذف هذا النص؟
Music download failed.,فشل تنزيل الموسيقى.
View More,عرض المزيد
Download completed successfully!,تم التنزيل بنجاح!
Download has started...,بدأ التنزيل...
User not found.,لم يتم العثور على المستخدم.
Delete Message?,حذف الرسالة؟
Delete @user_name?,حذف @user_name؟
"After deleting this user, you will not be able to restore the chat.",بعد حذف هذا المستخدم، لن تتمكن من استعادة الدردشة.
This message will be deleted only for you. The other person will still be able to see it. Do you want to continue?,سيتم حذف هذه الرسالة لك فقط. سيظل الشخص الآخر قادرًا على رؤيتها. هل تريد المتابعة؟
Send Media,إرسال وسائط
Select Media,اختر وسائط
Video,فيديو
Image,صورة
You received a gift!,لقد تلقيت هدية!
You have sent a gift!,لقد أرسلت هدية!
Enable Microphone Access,تمكين الوصول إلى الميكروفون
Enable Camera and Microphone Access,تمكين الوصول إلى الكاميرا والميكروفون
Enable photos and videos access,تمكين الوصول إلى الصور والفيديوهات
"To Share photos and videos, @app_name needs access to Storage on your device.",لمشاركة الصور والفيديوهات، يحتاج @app_name إلى الوصول إلى التخزين على جهازك.
You'll need to enable camera and microphone access in your settings to send a photo or video message.,ستحتاج إلى تمكين الوصول إلى الكاميرا والميكروفون في إعداداتك لإرسال رسالة بصورة أو فيديو.
You'll need to enable microphone access in your settings to send a voice message.,ستحتاج إلى تمكين الوصول إلى الميكروفون في إعداداتك لإرسال رسالة صوتية.
Settings,الإعدادات
Delete for you,حذف لك فقط
Unsend,إلغاء الإرسال
You can share with up to @share_chat_limit chats.,يمكنك المشاركة مع حد أقصى @share_chat_limit دردشة.
@chat_user_name wants to chat with you. Approve it if you want to chat.,@chat_user_name يريد الدردشة معك. قم بالموافقة إذا كنت ترغب في الدردشة.
You cannot send messages to this account unless you unblock them.,لا يمكنك إرسال رسائل إلى هذا الحساب إلا إذا قمت بإلغاء حظره.
You Blocked @block_user_name \nYou cannot send messages to this account unless you unblock them.,لقد حظرت @block_user_name \nلا يمكنك إرسال رسائل إلى هذا الحساب إلا إذا قمت بإلغاء حظره.
You are blocked by this user.,تم حظرك بواسطة هذا المستخدم.
Copied to clipboard.,تم النسخ إلى الحافظة.
Message sent,تم إرسال الرسالة
Story unavailable,الستوري غير متوفرة
Delete Music?,حذف الموسيقى؟
Are you sure you want to delete this music? This action cannot be undone.,هل أنت متأكد أنك تريد حذف هذه الموسيقى؟ لا يمكن التراجع عن هذا الإجراء.
Session Expired – Logged in on Another Device,انتهت الجلسة – تم تسجيل الدخول من جهاز آخر
"For security reasons, @app_name allows only one active session per account. It looks like you logged in on another device using the same email. To protect your account, we have automatically logged you out from this device.\n\nIf this wasn’t you, please log in again. You can change your password from the login screen if needed.",لأسباب أمنية، يسمح @app_name بجلسة نشطة واحدة فقط لكل حساب. يبدو أنك سجلت الدخول من جهاز آخر باستخدام نفس البريد الإلكتروني. لحماية حسابك، قمنا بتسجيل خروجك تلقائيًا من هذا الجهاز.\n\nإذا لم تكن أنت، يرجى تسجيل الدخول مرة أخرى. يمكنك تغيير كلمة المرور من شاشة تسجيل الدخول إذا لزم الأمر.
Your Account Has Been Frozen,تم تجميد حسابك
Request to Unfreeze My Account,طلب فك تجميد حسابي
"We're sorry, but it looks like your account has been temporarily frozen. This might be due to unusual activity or a policy-related concern.\n\nFor your security and to ensure proper access, your account has been placed on hold. You won’t be able to use the app until the issue is resolved.\n\nTo unfreeze your account or to get more information, please reach out to our support team at @support_mail. We’re here to assist you and will do our best to help you get back up and running as quickly as possible.\n\nThank you for your patience and understanding.",نأسف، ولكن يبدو أن حسابك قد تم تجميده مؤقتًا. قد يكون هذا بسبب نشاط غير معتاد أو مخالفة للسياسات.\n\nلحمايتك ولضمان الوصول المناسب، تم تعليق حسابك. لن تتمكن من استخدام التطبيق حتى يتم حل المشكلة.\n\nلفك تجميد حسابك أو للحصول على مزيد من المعلومات، يرجى التواصل مع فريق الدعم على @support_mail. نحن هنا لمساعدتك وسنبذل قصارى جهدنا لمساعدتك في العودة إلى العمل في أسرع وقت ممكن.\n\nنشكرك على صبرك وتفهمك.
Text is rejected because it includes such things: ,تم رفض النص لأنه يتضمن أشياء مثل:
Media is rejected because it contains such things: ,تم رفض الوسائط لأنها تحتوي على أشياء مثل:
Restrict users requests to join.,تقييد طلبات المستخدمين للانضمام.
End This Stream!,إنهاء هذا البث!
Do you really want to end this streaming?,هل تريد حقًا إنهاء هذا البث؟
End Battle?,إنهاء المعركة؟
Are you sure you want to stop the battle? This action can’t be undone.,هل أنت متأكد أنك تريد إيقاف المعركة؟ لا يمكن التراجع عن هذا الإجراء.
No Join Requests Yet,لا توجد طلبات انضمام بعد
View and manage audience requests to join the live stream.,عرض وإدارة طلبات الجمهور للانضمام إلى البث المباشر.
No Viewers Yet,لا يوجد مشاهدون بعد
Audience members will appear here when they join your live stream.,سيظهر أعضاء الجمهور هنا عند انضمامهم إلى بثك المباشر.
No One Invited,لم تتم دعوة أحد بعد
You haven’t invited anyone yet. Invited users will be listed here.,لم تدعُ أي شخص بعد. سيظهر المستخدمون المدعوون هنا.
No Co-hosts Yet,لا يوجد مشاركون في البث بعد
Co-hosts will appear here once they accept your invitation.,سيظهر المشاركون في البث هنا بمجرد قبول دعوتك.
You are sending coins to the above user.,أنت ترسل عملات إلى المستخدم أعلاه.
No Live Streams Yet,لا يوجد بث مباشر بعد
Live streams will appear here when someone goes live.,ستظهر البثوث المباشرة هنا عندما يبدأ أحدهم البث.
No Reels Yet,لا يوجد ريلز بعد
This user hasn’t posted any reels so far.,لم ينشر هذا المستخدم أي ريلز حتى الآن.
You Haven’t Shared Any Posts,لم تشارك أي منشورات بعد
Start posting to share your moments with the community.,ابدأ النشر لمشاركة لحظاتك مع المجتمع.
No Posts Yet,لا توجد منشورات بعد
This user hasn’t shared any posts so far.,لم يشارك هذا المستخدم أي منشورات حتى الآن.
Start a Conversation,ابدأ محادثة
Your chats will show up here once you start messaging someone.,ستظهر دردشاتك هنا بمجرد بدء المراسلة مع شخص ما.
No Requests Right Now,لا توجد طلبات الآن
New chat requests will appear here when someone messages you.,ستظهر طلبات الدردشة الجديدة هنا عندما يراسلك أحد.
Your request to join the live stream is pending approval.,طلبك للانضمام إلى البث المباشر قيد الانتظار للموافقة.
Joined the stream,انضم إلى البث
Join,انضم
wants you to be in this live video,يريدك أن تكون في هذا الفيديو المباشر
requesting to join the stream.,يطلب الانضمام إلى البث.
The host has declined your request to join the live stream.,رفض المضيف طلبك للانضمام إلى البث المباشر.
Your request to join the live stream has been sent to the host.,تم إرسال طلبك للانضمام إلى البث المباشر إلى المضيف.
Exit live stream?,الخروج من البث المباشر؟
"If you check this profile, you will exit the live stream.",إذا قمت بالتحقق من هذا الملف الشخصي، ستخرج من البث المباشر.
You can’t leave the live stream while a battle is in progress.,لا يمكنك مغادرة البث المباشر أثناء المعركة.
Get Back,العودة
Exit Live Stream?,الخروج من البث المباشر؟
"Are you sure you want to leave the live stream?\nIf the stream has ended, you won't be able to join again. ",هل أنت متأكد أنك تريد مغادرة البث المباشر؟\nإذا انتهى البث، لن تتمكن من الانضمام مرة أخرى.
Scan QR Code,مسح رمز QR
Scan the QR of the profile you want to search.,امسح رمز QR للملف الشخصي الذي تريد البحث عنه.
Upload From Gallery,رفع من المعرض
Nothing to Watch Yet,لا شيء لمشاهدته بعد
Reels will appear here once new content is shared.,ستظهر الريلز هنا بمجرد مشاركة محتوى جديد.
Nothing to Show Yet,لا شيء لعرضه بعد
Explore content by entering keywords in the search bar above.,استكشف المحتوى عن طريق إدخال كلمات رئيسية في شريط البحث أعلاه.
km,كم
an artist based in Portland. I find inspiration in nature and urban life. Let’s connect and create something beautiful! 🌿🖌️,فنان مقيم في بورتلاند. أجد الإلهام في الطبيعة والحياة الحضرية. دعونا نتواصل ونخلق شيئًا جميلًا! 🌿🖌️
Video path not found.,لم يتم العثور على مسار الفيديو.
has liked your post,أعجب بمنشورك
liked your comment.,أعجب بتعليقك.
has commented on your post : @comment_description,علق على منشورك: @comment_description
has commented on your post with a GIF.,علق على منشورك باستخدام GIF.
@username replied to your comment : @comment_description,@username رد على تعليقك: @comment_description
has mentioned you in post.,أشار إليك في منشور.
Mentioned you in comment,أشار إليك في تعليق
has started following you,بدأ متابعتك
has reply mentioned you in comment : @comment_description,أشار إليك بالرد في تعليق: @comment_description
has sent you gift,أرسل لك هدية
No Comments Yet,لا توجد تعليقات بعد
This post doesn’t have any comments. Join in and share your thoughts.,لا يحتوي هذا المنشور على أي تعليقات. انضم وشارك أفكارك.
Post sent successfully,تم إرسال المنشور بنجاح
Search @brand_name,ابحث عن @brand_name
Find Reels Around You,ابحث عن ريلز بالقرب منك
Allow location access to explore reels shared by people near you.,السماح بالوصول إلى الموقع لاستكشاف الريلز التي يشاركها الأشخاص بالقرب منك.
Location Services Are Still Disabled,خدمات الموقع لا تزال معطلة
"To see nearby reels, please turn on location services in your device settings.",لمشاهدة الريلز القريبة، يرجى تشغيل خدمات الموقع في إعدادات جهازك.
See places near you.,شاهد الأماكن القريبة منك.
"To include nearby places, turn on location services.",لتضمين الأماكن القريبة، قم بتشغيل خدمات الموقع.
Turn on Location Services,تشغيل خدمات الموقع
Nothing To Show Here,لا شيء لعرضه هنا
This user has decided not to show their followings.,قرر هذا المستخدم عدم إظهار متابعاته.
No Blocked Users,لا يوجد مستخدمون محظورون
Users you block will appear here. You haven’t blocked anyone yet.,سيظهر المستخدمون الذين تحظرهم هنا. لم تحظر أي أحد بعد.
You need to reach the minimum coin amount before you can redeem.,يجب أن تصل إلى الحد الأدنى من العملات قبل أن تتمكن من الاسترداد.
No Users Found,لم يتم العثور على مستخدمين
Users will appear here when available.,سيظهر المستخدمون هنا عند توفرهم.
Freeze,تجميد
UnFreeze,إلغاء التجميد
This profile has been temporarily frozen due to policy violations or suspicious activity. Access is restricted until review is complete.,تم تجميد هذا الملف الشخصي مؤقتًا بسبب انتهاكات السياسة أو نشاط مشبوه. الوصول مقيد حتى اكتمال المراجعة.
Profile Unavailable,الملف الشخصي غير متاح
Admin,المشرف
Days,أيام
Weeks,أسابيع
Months,أشهر
Years,سنوات
Day,يوم
Week,أسبوع
Month,شهر
Year,سنة
Lifetime,مدى الحياة
Annual,سنوي
6 Month,6 أشهر
3 Month,3 أشهر
2 Month,شهران
Monthly,شهري
Weekly,أسبوعي
@price / Month. Billed @unit_label,@price / شهر. فوترة @unit_label
Give it a try,جربه
@count @get_period Free trial,@count @get_period تجربة مجانية
Annually,سنويًا
Semi Annually,نصف سنوي
Three Months,ثلاثة أشهر
Two Months,شهران
The host has cancelled your invitation. You can no longer join the live stream.,ألغى المضيف دعوتك. لم يعد بإمكانك الانضمام إلى البث المباشر.
joined as a co-host,انضم كمشارك في البث
Min. @count Followers needed to go Live,الحد الأدنى @count متابع مطلوب للبث المباشر
You can add only @limit links in the profile.,يمكنك إضافة حد أقصى @limit روابط في الملف الشخصي.
Refresh,تحديث
Lost,خسارة
Connection,اتصال
It looks like you are not\nconnected to the internet,يبدو أنك غير\nمتصل بالإنترنت
Download failed.,فشل التنزيل.
From,من
Something went wrong.,حدث خطأ ما.
🎉 Welcome Bonus Credited to Your Wallet!,🎉 تم إضافة مكافأة الترحيب إلى محفظتك!
You've earned your registration bonus! Enjoy your coins and start exploring now!,لقد ربحت مكافأة تسجيلك! استمتع بعملاتك وابدأ الاستكشاف الآن!
You are,أنت
member,عضو
Oops!! Battle Ended Please wait for a while..,عفوًا!! انتهت المعركة. يرجى الانتظار قليلاً..
"Hey, @name is now live",مرحبًا، @name الآن على الهواء
Hurry up and join before it ends.,أسرع وانضم قبل أن ينتهي.
Professional Dashboard,لوحة التحكم الاحترافية
Track Your Performance,تتبع أدائك
Creator Dashboard,لوحة تحكم صانع المحتوى
AI Insights,رؤى الذكاء الاصطناعي
Content Calendar,تقويم المحتوى
Grow Your Business,نمّي عملك
Subscription Tiers,مستويات الاشتراك
My Subscribers,مشتركيّ
My Portfolio,ملفي الشخصي
Manage Your Account,إدارة حسابك
Creator Tier,مستوى صانع المحتوى
Account Type Settings,إعدادات نوع الحساب
My Subscriptions,اشتراكاتي
People,الأشخاص
Content & Feed,المحتوى والخلاصة
Digital Wellbeing,الرفاهية الرقمية
AI & Discovery,الذكاء الاصطناعي والاكتشاف
AI Video Generator,مولّد فيديو بالذكاء الاصطناعي
Moderator Panel,لوحة المشرف
Two-Factor Authentication,المصادقة الثنائية
Switch Account,تبديل الحساب
"Switching to a personal account will remove access to all professional tools including analytics, monetization, earnings dashboard, and team management.","سيؤدي التبديل إلى حساب شخصي إلى إزالة الوصول إلى جميع الأدوات الاحترافية بما في ذلك التحليلات, وتحقيق الدخل, ولوحة الأرباح, وإدارة الفريق."
Switch to Personal,التبديل إلى شخصي
Creator,صانع محتوى
Account,الحساب
Part of a Series,جزء من سلسلة
Select Previous Part,اختر الجزء السابق
Previous Part,الجزء السابق
Next Part,الجزء التالي
