"Are you sure you want to block this user? You will no longer see their followers or following, and they won't be able to view your profile, photos, or posts. Once blocked, this user will no longer be able to chat with you, and you won’t be able to chat with them either.",Вы больше не увидите этого пользователя и его контент. Он не сможет писать вам.,
"Once unblocked, this user will be able to chat with you again, and you can chat with them as well. They will also be able to see your profile, photos, and posts, and you will be able to view their followers and following.",После разблокировки пользователь сможет писать вам и видеть ваш профиль.,
You are bock this user,Вы заблокировали этого пользователя.,
This user is freeze,Аккаунт заблокирован.,
Delete Comment!,Удалить комментарий!,
Delete Reply Comment!,Удалить ответ!,
Are you sure you want to delete this comment? This action cannot be undone.,Комментарий будет удалён безвозвратно.,
"Do you really want to delete your account? All of your data will be deleted, and you won’t be able to recover it again!",Удалить аккаунт? Все данные будут потеряны.,
Do you really want to proceed?,Вы уверены?,
Are you sure you want to log out? You will need to log in again to access your account.,Выйти из аккаунта? Требуется повторный вход.,
Logout!,Выход!,
Delete Your Account!,Удаление аккаунта!,
There is nothing we can show you for now.,Пока ничего нет.,
music,музыка,
Discard edits?,Отменить изменения?,
Start Again?,Начать заново?,
Start Again,Начать заново,
"If you go back now, you'll lose all the edits you've made.",Все изменения будут потеряны.,
"If you go back now, you'll lose this draft",Черновик будет удалён.,
Discover,Открытия,
No location found.,Место не найдено.,
Start searching for a location.,Начните поиск места.,
Only,Только,
Current Value,Текущее значение,
Account Details,Детали аккаунта,
Select Gateway,Выбрать платёжную систему,
You cannot enter more than @coin coins!,Максимум @coin монет.,
Redeem gateway not found.,Платёжная система не найдена.,
Record up to @second seconds.,Максимальная длина @second секунд.,
Allow Camera & Microphone Access,Разрешите доступ к камере и микрофону.,
"To capture photos, record videos, and use voice features, @app_name needs access to your camera and microphone. Please grant permission in your device settings.",Для съёмки фото/видео и использования голоса приложению нужен доступ к камере и микрофону.,
Open setting,Открыть настройки,
Delete Story?,Удалить историю?,
Are you sure you want to delete this story?,История будет удалена.,
Are you sure you want to delete this text?,Удалить текст?,
Music download failed.,Ошибка загрузки музыки.,
View More,Ещё,
Download completed successfully!,Загрузка завершена.,
Download has started...,Загрузка началась.,
User not found.,Пользователь не найден.,
Delete Message?,Удалить сообщение?,
Delete @user_name?,Удалить @user_name?,
"After deleting this user, you will not be able to restore the chat.",Чат нельзя будет восстановить.,
This message will be deleted only for you. The other person will still be able to see it. Do you want to continue?,Сообщение удалится только у вас. Продолжить?,
Send Media,Отправить медиа,
Select Media,Выбрать медиа,
Video,Видео,
Image,Фото,
You received a gift!,Вам подарок!,
You have sent a gift!,Вы отправили подарок!,
Enable Microphone Access,Включить микрофон,
Enable Camera and Microphone Access,Включить камеру и микрофон,
Enable photos and videos access,Доступ к медиа,
"To Share photos and videos, @app_name needs access to Storage on your device.",Для обмена фото/видео нужно разрешение на доступ к хранилищу.,
You'll need to enable camera and microphone access in your settings to send a photo or video message.,Для отправки фото/видео включите камеру и микрофон., aby wysłać wiadomość ze zdjęciem lub wideo.
You'll need to enable microphone access in your settings to send a voice message.,Для голосовых сообщений включите микрофон., aby wysłać wiadomość głosową.
Settings,Настройки,
Delete for you,Удалить у себя,
Unsend,Отменить отправку,
You can share with up to @share_chat_limit chats.,Максимум @share_chat_limit чатов.,
@chat_user_name wants to chat with you. Approve it if you want to chat.,@chat_user_name хочет с вами чатиться.,
You cannot send messages to this account unless you unblock them.,Вы не можете писать заблокированным пользователям.,
You Blocked @block_user_name \nYou cannot send messages to this account unless you unblock them.,Вы заблокировали @block_user_name.,
You are blocked by this user.,Вы заблокированы.,
Copied to clipboard.,Скопировано.,
Message sent,Сообщение отправлено.,
Story unavailable,История недоступна.,
Delete Music?,Удалить музыку?,
Are you sure you want to delete this music? This action cannot be undone.,Музыка будет удалена безвозвратно.,
Session Expired – Logged in on Another Device,Сеанс завершён (вход с другого устройства),
"For security reasons, @app_name allows only one active session per account. It looks like you logged in on another device using the same email. To protect your account, we have automatically logged you out from this device.\n\nIf this wasn’t you, please log in again. You can change your password from the login screen if needed.",Возможна только одна активная сессия. Вы были автоматически вышли.,
Your Account Has Been Frozen,Ваш аккаунт заблокирован,
Request to Unfreeze My Account,Запрос на разблокировку,
"We're sorry, but it looks like your account has been temporarily frozen. This might be due to unusual activity or a policy-related concern.\n\nFor your security and to ensure proper access, your account has been placed on hold. You won’t be able to use the app until the issue is resolved.\n\nTo unfreeze your account or to get more information, please reach out to our support team at @support_mail. We’re here to assist you and will do our best to help you get back up and running as quickly as possible.\n\nThank you for your patience and understanding.",Аккаунт временно заблокирован. Обратитесь в поддержку: @support_mail.,
Text is rejected because it includes such things: ,Текст отклонён (содержит):,
Media is rejected because it contains such things: ,Медиа отклонено (содержит):,
Restrict users requests to join.,Ограничить запросы.,
End This Stream!,Завершить трансляцию!,
Do you really want to end this streaming?,Вы уверены?,
End Battle?,Завершить битву?,
Are you sure you want to stop the battle? This action can’t be undone.,Битву нельзя будет возобновить.,
No Join Requests Yet,Нет запросов,
View and manage audience requests to join the live stream.,Запросы на участие появятся здесь.,
No Viewers Yet,Нет зрителей,
Audience members will appear here when they join your live stream.,Зрители появятся здесь.,
No One Invited,Нет приглашённых,
You haven’t invited anyone yet. Invited users will be listed here.,Приглашённые появятся здесь.,
No Co-hosts Yet,Нет соведущих,
Co-hosts will appear here once they accept your invitation.,Соведущие появятся здесь.,
You are sending coins to the above user.,Вы отправляете монеты.,
No Live Streams Yet,Нет трансляций,
Live streams will appear here when someone goes live.,Трансляции появятся здесь.,
No Reels Yet,Нет рилов,
This user hasn’t posted any reels so far.,Пользователь ещё не публиковал рилы.,
You Haven’t Shared Any Posts,Нет публикаций,
Start posting to share your moments with the community.,Начните делиться моментами.,
No Posts Yet,Нет постов,
This user hasn’t shared any posts so far.,Пользователь ещё не публиковал.,
Start a Conversation,Начните общение,
Your chats will show up here once you start messaging someone.,Чаты появятся здесь.,
No Requests Right Now,Нет запросов,
New chat requests will appear here when someone messages you.,Запросы появятся здесь.,
Your request to join the live stream is pending approval.,Ожидание подтверждения,
Joined the stream,Присоединился,
Join,Присоединиться,
wants you to be in this live video,"хочет, чтобы вы присоединились",
requesting to join the stream.,хочет участвовать.,
The host has declined your request to join the live stream.,Ведущий отклонил запрос.,
Your request to join the live stream has been sent to the host.,Запрос отправлен ведущему.,
Exit live stream?,Выйти из трансляции?,
"If you check this profile, you will exit the live stream.",Вы перейдёте в профиль и выйдете из трансляции.,
You can’t leave the live stream while a battle is in progress.,Нельзя выйти во время битвы.,
Get Back,Назад,
Exit Live Stream?,Выйти из трансляции?,
"Are you sure you want to leave the live stream?\nIf the stream has ended, you won't be able to join again. ","Вы уверены? Если трансляция завершится, вы не сможете вернуться.",
Scan QR Code,Сканировать QR-код,
Scan the QR of the profile you want to search.,Отсканируйте QR-код профиля.,
Upload From Gallery,Загрузить из галереи,
Nothing to Watch Yet,Пока ничего нет,
Reels will appear here once new content is shared.,Рилы появятся здесь.,
Nothing to Show Yet,Ничего не найдено,
Explore content by entering keywords in the search bar above.,Используйте поиск.,
km,км,
an artist based in Portland. I find inspiration in nature and urban life. Let’s connect and create something beautiful! 🌿🖌️,Художник из Портленда. Вдохновляюсь природой и городом. Давайте создавать вместе! 🌿🖌️,
Video path not found.,Видео не найдено.,
has liked your post,лайкнул(а) ваш пост,
liked your comment.,лайкнул(а) комментарий,
has commented on your post : @comment_description,прокомментировал(а): @comment_description,
has commented on your post with a GIF.,прокомментировал(а) с GIF,
@username replied to your comment : @comment_description,@username ответил(а): @comment_description,
has mentioned you in post.,упомянул(а) вас,
Mentioned you in comment,Упомянул(а) в комментарии,
has started following you,подписался(ась),
has reply mentioned you in comment : @comment_description,ответил(а) с упоминанием: @comment_description,
has sent you gift,отправил(а) подарок,
No Comments Yet,Нет комментариев,
This post doesn’t have any comments. Join in and share your thoughts.,Будьте первым!,
Post sent successfully,Пост опубликован,
Search @brand_name,Поиск @brand_name,
Find Reels Around You,Рилы рядом,
Allow location access to explore reels shared by people near you.,Включите геолокацию для просмотра рилов рядом.,
Location Services Are Still Disabled,Геолокация отключена,
"To see nearby reels, please turn on location services in your device settings.",Включите геолокацию в настройках.,
See places near you.,Места рядом,
"To include nearby places, turn on location services.",Включите геолокацию.,
Turn on Location Services,Включить геолокацию,
Nothing To Show Here,Нет данных,
This user has decided not to show their followings.,Пользователь скрыл подписки.,
No Blocked Users,Нет заблокированных,
Users you block will appear here. You haven’t blocked anyone yet.,Заблокированные появятся здесь.,
You need to reach the minimum coin amount before you can redeem.,Недостаточно монет.,
No Users Found,Пользователи не найдены,
Users will appear here when available.,Пользователи появятся здесь.,
Freeze,Заблокировать,
UnFreeze,Разблокировать,
This profile has been temporarily frozen due to policy violations or suspicious activity. Access is restricted until review is complete.,Аккаунт заблокирован за нарушения.,
Profile Unavailable,Профиль недоступен,
Admin,Админ,
Days,Дней,
Weeks,Недель,
Months,Месяцев,
Years,Лет,
Day,День,
Week,Неделя,
Month,Месяц,
Year,Год,
Lifetime,Навсегда,
Annual,Годовая,
6 Month,6 месяцев,
3 Month,3 месяца,
2 Month,2 месяца,
Monthly,Месячная,
Weekly,Недельная,
@price / Month. Billed @unit_label,@price / месяц. Оплата @unit_label,
Give it a try,Попробовать,
@count @get_period Free trial,@count @get_period бесплатно,
Annually,Годовая,
Semi Annually,Полугодовая,
Three Months,Квартальная,
Two Months,Двухмесячная,
The host has cancelled your invitation. You can no longer join the live stream.,Ведущий отменил приглашение.,
joined as a co-host,стал(а) соведущим,
Min. @count Followers needed to go Live,Минимум @count подписчиков для трансляции,
You can add only @limit links in the profile.,Максимум @limit ссылок.,
Refresh,Обновить,
Lost,Поражение,
Connection,Нет соединения,
It looks like you are not\nconnected to the internet,"Кажется, вы оффлайн",
Download failed.,Ошибка загрузки,
From,От,
Something went wrong.,Что-то пошло не так.,
🎉 Welcome Bonus Credited to Your Wallet!,🎉 Бонус за регистрацию!,
You've earned your registration bonus! Enjoy your coins and start exploring now!,Вам начислены бонусные монеты!,
You are,Вы,
member,участник,
Oops!! Battle Ended Please wait for a while..,Битва завершена. Подождите...,
"Hey, @name is now live","Эй, @name в эфире!",
Hurry up and join before it ends.,Успейте присоединиться.,
Professional Dashboard,Профессиональная панель
Track Your Performance,Отслеживайте свою эффективность
Creator Dashboard,Панель автора
AI Insights,Аналитика ИИ
Content Calendar,Календарь контента
Grow Your Business,Развивайте свой бизнес
Subscription Tiers,Уровни подписки
My Subscribers,Мои подписчики
My Portfolio,Моё портфолио
Manage Your Account,Управление аккаунтом
Creator Tier,Уровень автора
Account Type Settings,Настройки типа аккаунта
My Subscriptions,Мои подписки
People,Люди
Content & Feed,Контент и лента
Digital Wellbeing,Цифровое благополучие
AI & Discovery,ИИ и обнаружение
AI Video Generator,ИИ-генератор видео
Moderator Panel,Панель модератора
Two-Factor Authentication,Двухфакторная аутентификация
Switch Account,Сменить аккаунт
"Switching to a personal account will remove access to all professional tools including analytics, monetization, earnings dashboard, and team management.","Переход на личный аккаунт удалит доступ ко всем профессиональным инструментам, включая аналитику, монетизацию, панель доходов, и управление командой."
Switch to Personal,Перейти на личный
Creator,Автор
Account,Аккаунт
Part of a Series,Часть серии
Select Previous Part,Выбрать предыдущую часть
Previous Part,Предыдущая часть
Next Part,Следующая часть
