key,value
Invite,आमंत्रित करें
Co-hosts,सह-होस्ट
Refuse,मना करें
Accept,स्वीकार करें
Host,होस्ट
Guest,अतिथि
Victory,विजय
Defeat,हार
Streamed For,स्ट्रीम किया गया
Followers Gained,प्राप्त फॉलोअर्स
Total Coins Collected,कुल एकत्रित कॉइन्स
Go Home,होम पर जाएं
Stream Ended!,स्ट्रीम समाप्त!
Your Stream Ended!,आपकी स्ट्रीम समाप्त हो गई!
Below is the summary of your stream!,आपकी स्ट्रीम का सारांश नीचे दिया गया है!
From Battle,बैटल से
Live,लाइव
Check Profile,प्रोफाइल देखें
You are sending coins to @color Participant,आप @color प्रतिभागी को कॉइन्स भेज रहे हैं
You will be sent back to main view in...,आपको मुख्य दृश्य पर ... में वापस भेजा जाएगा।
The live stream has ended because min. @viewers_count viewers are required to keep it going.,लाइव स्ट्रीम समाप्त हो गई क्योंकि इसे जारी रखने के लिए न्यूनतम @viewers_count दर्शकों की आवश्यकता होती है।
Please enter an email. The email field is empty.,कृपया एक ईमेल दर्ज करें। ईमेल फ़ील्ड खाली है।
Please enter a password. The password field is empty.,कृपया एक पासवर्ड दर्ज करें। पासवर्ड फ़ील्ड खाली है।
No user found with that email. Please register with this email.,उस ईमेल के साथ कोई उपयोगकर्ता नहीं मिला। कृपया इस ईमेल के साथ पंजीकरण करें।
Incorrect password provided for this user.,इस उपयोगकर्ता के लिए गलत पासवर्ड प्रदान किया गया।
The password provided is too weak.,प्रदान किया गया पासवर्ड बहुत कमजोर है।
The account already exists for that email.,उस ईमेल के लिए पहले से ही एक खाता मौजूद है।
Please enter a full name. The full name field is empty.,कृपया एक पूरा नाम दर्ज करें। पूरा नाम फ़ील्ड खाली है।
Please enter a username. The username field is empty.,कृपया एक उपयोगकर्ता नाम दर्ज करें। उपयोगकर्ता नाम फ़ील्ड खाली है।
Please enter a URL link. The link field is empty.,कृपया एक URL लिंक दर्ज करें। लिंक फ़ील्ड खाली है।
Please enter a valid URL link,कृपया एक वैध URL लिंक दर्ज करें।
Please enter a title. The title field is empty.,कृपया एक शीर्षक दर्ज करें। शीर्षक फ़ील्ड खाली है।
Please enter a valid username.,कृपया एक वैध उपयोगकर्ता नाम दर्ज करें।
Please confirm your password. The confirm password field is empty.,कृपया अपना पासवर्ड पुष्टि करें। पुष्टि पासवर्ड फ़ील्ड खाली है।
The password and confirm password do not match.,पासवर्ड और पुष्टि पासवर्ड मेल नहीं खाते।
The email is incorrect. Please enter a valid email.,ईमेल गलत है। कृपया एक वैध ईमेल दर्ज करें।
A verification link has been sent to your email. Please verify the link to log in.,आपके ईमेल पर एक सत्यापन लिंक भेजा गया है। लॉग इन करने के लिए कृपया लिंक को सत्यापित करें।
"Please verify your email first, then proceed to log in.","कृपया पहले अपने ईमेल को सत्यापित करें, फिर लॉग इन करने के लिए आगे बढ़ें।"
Delete Link?,लिंक हटाएं?
Phone Code,फोन कोड
No Data Found,कोई डेटा नहीं मिला
Are you sure you want to delete this link? This action cannot be undone.,क्या आप वाकई इस लिंक को हटाना चाहते हैं? यह क्रिया पूर्ववत नहीं की जा सकती।
Uploading post...,पोस्ट अपलोड हो रही है...
Uploading story...,स्टोरी अपलोड हो रही है...
Post uploaded successfully.,पोस्ट सफलतापूर्वक अपलोड हो गई।
Story uploaded successfully.,स्टोरी सफलतापूर्वक अपलोड हो गई।
Uploading failed.,अपलोड विफल हुआ।
Add Filter,फ़िल्टर जोड़ें
Apply to all,सभी पर लागू करें
An error occurred while applying the video filter.,वीडियो फ़िल्टर लागू करते समय एक त्रुटि हुई।
An error occurred while compress the video.,वीडियो संपीड़ित करते समय एक त्रुटि हुई।
Delete Post?,पोस्ट हटाएं?
"Are you sure you want to delete this post? Once deleted, it cannot be restored.","क्या आप वाकई इस पोस्ट को हटाना चाहते हैं? एक बार हटाए जाने के बाद, इसे पुनर्स्थापित नहीं किया जा सकता।"
Your post has been pinned.,आपकी पोस्ट पिन कर दी गई है।
Your post has been unpinned.,आपकी पोस्ट अनपिन कर दी गई है।
You can pin maximum @pin_count post.,आप अधिकतम @pin_count पोस्ट पिन कर सकते हैं।
You can pin maximum @pin_comment_count comment.,आप अधिकतम @pin_comment_count टिप्पणी पिन कर सकते हैं।
A reset password link has been sent to your email. Please use it to reset your password.,आपके ईमेल पर एक पासवर्ड रीसेट लिंक भेजा गया है। कृपया अपना पासवर्ड रीसेट करने के लिए इसका उपयोग करें।
Copyright Infringement,कॉपीराइट उल्लंघन
Hate Speech,नफरत भाषण
Harassment or Bullying,उत्पीड़न या धमकी
Violence or Threats,हिंसा या धमकियाँ
Nudity or Sexual Content,नग्नता या यौन सामग्री
Terrorism or Extremist Content,आतंकवाद या चरमपंथी सामग्री
Scams or Fraud,स्कैम या धोखाधड़ी
Spam,स्पैम
Impersonation,प्रतिरूपण
Misinformation,गलत सूचना
Reason,कारण
Please provide a detailed reason for the report.,कृपया रिपोर्ट के लिए एक विस्तृत कारण प्रदान करें।
Report submitted successfully.,रिपोर्ट सफलतापूर्वक सबमिट कर दी गई।
Block @username!,@username को ब्लॉक करें!
UnBlock @username!,@username को अनब्लॉक करें!
"Are you sure you want to block this user? You will no longer see their followers or following, and they won't be able to view your profile, photos, or posts. Once blocked, this user will no longer be able to chat with you, and you won’t be able to chat with them either.","क्या आप वाकई इस उपयोगकर्ता को ब्लॉक करना चाहते हैं? आप उसके फॉलोअर्स या फॉलोइंग को नहीं देख पाएंगे, और वह आपके प्रोफाइल, फोटो या पोस्ट्स नहीं देख पाएगा। एक बार ब्लॉक होने के बाद, यह उपयोगकर्ता आपसे चैट नहीं कर पाएगा, और आप उससे चैट नहीं कर पाएंगे।"
"Once unblocked, this user will be able to chat with you again, and you can chat with them as well. They will also be able to see your profile, photos, and posts, and you will be able to view their followers and following.","एक बार अनब्लॉक होने के बाद, यह उपयोगकर्ता आपसे फिर से चैट कर पाएगा, और आप उससे चैट कर पाएंगे। वह आपके प्रोफाइल, फोटो और पोस्ट्स भी देख पाएगा, और आप उसके फॉलोअर्स और फॉलोइंग देख पाएंगे।"
You are bock this user,आपने इस उपयोगकर्ता को ब्लॉक कर दिया है
This user is freeze,यह उपयोगकर्ता फ्रीज है
Delete Comment!,टिप्पणी हटाएं!
Delete Reply Comment!,जवाब टिप्पणी हटाएं!
Are you sure you want to delete this comment? This action cannot be undone.,क्या आप वाकई इस टिप्पणी को हटाना चाहते हैं? यह क्रिया पूर्ववत नहीं की जा सकती।
"Do you really want to delete your account? All of your data will be deleted, and you won’t be able to recover it again!","क्या आप वाकई अपना खाता हटाना चाहते हैं? आपका सारा डेटा हट जाएगा, और आप इसे फिर से पुनर्स्थापित नहीं कर पाएंगे!"
Do you really want to proceed?,क्या आप वाकई आगे बढ़ना चाहते हैं?
Are you sure you want to log out? You will need to log in again to access your account.,क्या आप वाकई लॉग आउट करना चाहते हैं? अपने खाते तक पहुंचने के लिए आपको फिर से लॉग इन करना होगा।
Logout!,लॉग आउट!
Delete Your Account!,अपना खाता हटाएं!
There is nothing we can show you for now.,अभी हम आपको दिखाने के लिए कुछ नहीं है।
music,संगीत
Discard edits?,संपादन हटाएं?
Start Again?,फिर से शुरू करें?
Start Again,फिर से शुरू करें
"If you go back now, you'll lose all the edits you've made.","यदि आप अभी वापस जाते हैं, तो आप अपने किए गए सभी संपादन खो देंगे।"
"If you go back now, you'll lose this draft","यदि आप अभी वापस जाते हैं, तो आप यह ड्राफ्ट खो देंगे।"
Discover,खोजें
No location found.,कोई स्थान नहीं मिला।
Start searching for a location.,एक स्थान खोजना शुरू करें।
Only,केवल
Current Value,वर्तमान मूल्य
Account Details,खाता विवरण
Select Gateway,गेटवे चुनें
You cannot enter more than @coin coins!,आप @coin से अधिक कॉइन्स दर्ज नहीं कर सकते!
Redeem gateway not found.,रिडीम गेटवे नहीं मिला।
Record up to @second seconds.,अधिकतम @second सेकंड तक रिकॉर्ड करें।
Allow Camera & Microphone Access,कैमरा और माइक्रोफ़ोन एक्सेस की अनुमति दें
"To capture photos, record videos, and use voice features, @app_name needs access to your camera and microphone. Please grant permission in your device settings.","फ़ोटो कैप्चर करने, वीडियो रिकॉर्ड करने और आवाज़ सुविधाओं का उपयोग करने के लिए, @app_name को आपके कैमरा और माइक्रोफ़ोन तक पहुंच की आवश्यकता है। कृपया अपनी डिवाइस सेटिंग्स में अनुमति दें।"
Open setting,सेटिंग खोलें
Delete Story?,स्टोरी हटाएं?
Are you sure you want to delete this story?,क्या आप वाकई इस स्टोरी को हटाना चाहते हैं?
Are you sure you want to delete this text?,क्या आप वाकई इस टेक्स्ट को हटाना चाहते हैं?
Music download failed.,संगीत डाउनलोड विफल हुआ।
View More,और देखें
Download completed successfully!,डाउनलोड सफलतापूर्वक पूरा हुआ!
Download has started...,डाउनलोड शुरू हो गया है...
User not found.,उपयोगकर्ता नहीं मिला।
Delete Message?,संदेश हटाएं?
Delete @user_name?,@user_name हटाएं?
"After deleting this user, you will not be able to restore the chat.","इस उपयोगकर्ता को हटाने के बाद, आप चैट को पुनर्स्थापित नहीं कर पाएंगे।"
This message will be deleted only for you. The other person will still be able to see it. Do you want to continue?,यह संदेश केवल आपके लिए हटाया जाएगा। दूसरा व्यक्ति इसे अभी भी देख पाएगा। क्या आप आगे बढ़ना चाहते हैं?
Send Media,मीडिया भेजें
Select Media,मीडिया चुनें
Video,वीडियो
Image,छवि
You received a gift!,आपको एक गिफ्ट मिला है!
You have sent a gift!,आपने एक गिफ्ट भेजा है!
Enable Microphone Access,माइक्रोफ़ोन एक्सेस सक्षम करें
Enable Camera and Microphone Access,कैमरा और माइक्रोफ़ोन एक्सेस सक्षम करें
Enable photos and videos access,फ़ोटो और वीडियो एक्सेस सक्षम करें
"To Share photos and videos, @app_name needs access to Storage on your device.","फ़ोटो और वीडियो साझा करने के लिए, @app_name को आपके डिवाइस पर स्टोरेज तक पहुंच की आवश्यकता है।"
You'll need to enable camera and microphone access in your settings to send a photo or video message.,फ़ोटो या वीडियो संदेश भेजने के लिए आपको अपनी सेटिंग्स में कैमरा और माइक्रोफ़ोन एक्सेस सक्षम करना होगा।
You'll need to enable microphone access in your settings to send a voice message.,वॉयस संदेश भेजने के लिए आपको अपनी सेटिंग्स में माइक्रोफ़ोन एक्सेस सक्षम करना होगा।
Settings,सेटिंग्स
Delete for you,केवल आपके लिए हटाएं
Unsend,अनसेंड
You can share with up to @share_chat_limit chats.,आप अधिकतम @share_chat_limit चैट के साथ साझा कर सकते हैं।
@chat_user_name wants to chat with you. Approve it if you want to chat.,@chat_user_name आपसे चैट करना चाहता है। यदि आप चाहें तो स्वीकार करें।
You cannot send messages to this account unless you unblock them.,"जब तक आप इस खाता को अनब्लॉक नहीं करते, तब तक आप इस खाता को संदेश नहीं भेज सकते।"
You Blocked @block_user_name \nYou cannot send messages to this account unless you unblock them.,"आपने @block_user_name को ब्लॉक कर दिया है \nजब तक आप अनब्लॉक नहीं करते, तब तक आप इस खाता को संदेश नहीं भेज सकते।"
You are blocked by this user.,इस उपयोगकर्ता ने आपको ब्लॉक कर दिया है।
Copied to clipboard.,क्लिपबोर्ड पर कॉपी किया गया।
Message sent,संदेश भेजा गया
Story unavailable,स्टोरी उपलब्ध नहीं
Delete Music?,संगीत हटाएं?
Are you sure you want to delete this music? This action cannot be undone.,क्या आप वाकई इस संगीत को हटाना चाहते हैं? यह क्रिया पूर्ववत नहीं की जा सकती।
Session Expired – Logged in on Another Device,सत्र समाप्त - दूसरे डिवाइस पर लॉग इन
"For security reasons, @app_name allows only one active session per account. It looks like you logged in on another device using the same email. To protect your account, we have automatically logged you out from this device.\n\nIf this wasn’t you, please log in again. You can change your password from the login screen if needed.","सुरक्षा कारणों से, @app_name प्रति खाता केवल एक सक्रिय सत्र की अनुमति देता है। ऐसा लगता है कि आपने उसी ईमेल का उपयोग करके किसी अन्य डिवाइस पर लॉग इन किया है। आपके खाता की सुरक्षा के लिए, हमने आपको इस डिवाइस से स्वतः लॉग आउट कर दिया है।\n\nयदि यह आप नहीं थे, तो कृपया फिर से लॉग इन करें। आवश्यकता पड़ने पर आप लॉग इन स्क्रीन से अपना पासवर्ड बदल सकते हैं।"
Your Account Has Been Frozen,आपका खाता फ्रीज कर दिया गया है
Request to Unfreeze My Account,मेरे खाता को अनफ्रीज करने का अनुरोध
"We're sorry, but it looks like your account has been temporarily frozen. This might be due to unusual activity or a policy-related concern.\n\nFor your security and to ensure proper access, your account has been placed on hold. You won’t be able to use the app until the issue is resolved.\n\nTo unfreeze your account or to get more information, please reach out to our support team at @support_mail. We’re here to assist you and will do our best to help you get back up and running as quickly as possible.\n\nThank you for your patience and understanding.","हमें खेद है, लेकिन ऐसा लगता है कि आपका खाता अस्थायी रूप से फ्रीज कर दिया गया है। यह असामान्य गतिविधि या नीति संबंधी चिंता के कारण हो सकता है।\n\nआपकी सुरक्षा और उचित पहुंच सुनिश्चित करने के लिए, आपके खाता को होल्ड पर रखा गया है। समस्या के हल होने तक आप ऐप का उपयोग नहीं कर पाएंगे।\n\nअपने खाता को अनफ्रीज करने या अधिक जानकारी प्राप्त करने के लिए, कृपया हमारे सपोर्ट टीम से @support_mail पर संपर्क करें। हम आपकी सहायता के लिए यहां हैं और आपको जल्द से जल्द फिर से शुरू करने में मदद करने की पूरी कोशिश करेंगे।\n\nआपके धैर्य और समझ के लिए धन्यवाद।"
Text is rejected because it includes such things: ,टेक्स्ट अस्वीकृत किया गया क्योंकि इसमें शामिल है:
Media is rejected because it contains such things: ,मीडिया अस्वीकृत किया गया क्योंकि इसमें शामिल है:
Restrict users requests to join.,उपयोगकर्ताओं के जॉइन अनुरोधों को प्रतिबंधित करें।
End This Stream!,इस स्ट्रीम को समाप्त करें!
Do you really want to end this streaming?,क्या आप वाकई इस स्ट्रीमिंग को समाप्त करना चाहते हैं?
End Battle?,बैटल समाप्त करें?
Are you sure you want to stop the battle? This action can’t be undone.,क्या आप वाकई बैटल को रोकना चाहते हैं? यह क्रिया पूर्ववत नहीं की जा सकती।
No Join Requests Yet,अभी तक कोई जॉइन अनुरोध नहीं
View and manage audience requests to join the live stream.,लाइव स्ट्रीम में शामिल होने के लिए दर्शकों के अनुरोधों को देखें और प्रबंधित करें।
No Viewers Yet,अभी तक कोई दर्शक नहीं
Audience members will appear here when they join your live stream.,"जब दर्शक आपकी लाइव स्ट्रीम में शामिल होंगे, तो वे यहां दिखाई देंगे।"
No One Invited,अभी तक किसी को आमंत्रित नहीं किया
You haven’t invited anyone yet. Invited users will be listed here.,आपने अभी तक किसी को आमंत्रित नहीं किया है। आमंत्रित उपयोगकर्ता यहां सूचीबद्ध होंगे।
No Co-hosts Yet,अभी तक कोई सह-होस्ट नहीं
Co-hosts will appear here once they accept your invitation.,सह-होस्ट आपके निमंत्रण को स्वीकार करने के बाद यहां दिखाई देंगे।
You are sending coins to the above user.,आप उपरोक्त उपयोगकर्ता को कॉइन्स भेज रहे हैं।
No Live Streams Yet,अभी तक कोई लाइव स्ट्रीम नहीं
Live streams will appear here when someone goes live.,"जब कोई लाइव जाएगा, तो लाइव स्ट्रीम यहां दिखाई देंगी।"
No Reels Yet,अभी तक कोई रील्स नहीं
This user hasn’t posted any reels so far.,इस उपयोगकर्ता ने अभी तक कोई रील्स पोस्ट नहीं की है।
You Haven’t Shared Any Posts,आपने अभी तक कोई पोस्ट साझा नहीं की
Start posting to share your moments with the community.,समुदाय के साथ अपने पलों को साझा करने के लिए पोस्ट करना शुरू करें।
No Posts Yet,अभी तक कोई पोस्ट नहीं
This user hasn’t shared any posts so far.,इस उपयोगकर्ता ने अभी तक कोई पोस्ट साझा नहीं की है।
Start a Conversation,एक वार्तालाप शुरू करें
Your chats will show up here once you start messaging someone.,"जब आप किसी को मैसेज करना शुरू करेंगे, तो आपके चैट यहां दिखाई देंगे।"
No Requests Right Now,अभी तक कोई अनुरोध नहीं
New chat requests will appear here when someone messages you.,"जब कोई आपको मैसेज करेगा, तो नए चैट अनुरोध यहां दिखाई देंगे।"
Your request to join the live stream is pending approval.,लाइव स्ट्रीम में शामिल होने का आपका अनुरोध लंबित है।
Joined the stream,स्ट्रीम में शामिल हो गया
Join,जॉइन करें
wants you to be in this live video,आपको इस लाइव वीडियो में चाहता है
requesting to join the stream.,स्ट्रीम में शामिल होने का अनुरोध कर रहा है।
The host has declined your request to join the live stream.,होस्ट ने लाइव स्ट्रीम में शामिल होने के आपके अनुरोध को अस्वीकार कर दिया है।
Your request to join the live stream has been sent to the host.,लाइव स्ट्रीम में शामिल होने का आपका अनुरोध होस्ट को भेजा गया है।
Exit live stream?,लाइव स्ट्रीम से बाहर निकलें?
"If you check this profile, you will exit the live stream.","यदि आप इस प्रोफाइल को चेक करते हैं, तो आप लाइव स्ट्रीम से बाहर निकल जाएंगे।"
You can’t leave the live stream while a battle is in progress.,बैटल प्रगति पर होने के दौरान आप लाइव स्ट्रीम नहीं छोड़ सकते।
Get Back,वापस जाएं
Exit Live Stream?,लाइव स्ट्रीम से बाहर निकलें?
"Are you sure you want to leave the live stream?\nIf the stream has ended, you won't be able to join again. ","क्या आप वाकई लाइव स्ट्रीम छोड़ना चाहते हैं?\nयदि स्ट्रीम समाप्त हो गई है, तो आप फिर से जॉइन नहीं कर पाएंगे।"
Scan QR Code,QR कोड स्कैन करें
Scan the QR of the profile you want to search.,"जिस प्रोफाइल को आप खोजना चाहते हैं, उसका QR कोड स्कैन करें।"
Upload From Gallery,गैलरी से अपलोड करें
Nothing to Watch Yet,अभी तक देखने के लिए कुछ नहीं
Reels will appear here once new content is shared.,नया कंटेंट साझा होने पर रील्स यहां दिखाई देंगी।
Nothing to Show Yet,अभी तक दिखाने के लिए कुछ नहीं
Explore content by entering keywords in the search bar above.,ऊपर दिए गए सर्च बार में कीवर्ड्स दर्ज करके कंटेंट एक्सप्लोर करें।
km,किमी
an artist based in Portland. I find inspiration in nature and urban life. Let’s connect and create something beautiful! 🌿🖌️,पोर्टलैंड स्थित एक कलाकार। मुझे प्रकृति और शहरी जीवन से प्रेरणा मिलती है। आइए जुड़ें और कुछ सुंदर बनाएं! 🌿🖌️
Video path not found.,वीडियो पथ नहीं मिला।
has liked your post,ने आपकी पोस्ट को लाइक किया है
liked your comment.,ने आपकी टिप्पणी को लाइक किया है।
has commented on your post : @comment_description,ने आपकी पोस्ट पर टिप्पणी की है: @comment_description
has commented on your post with a GIF.,ने आपकी पोस्ट पर GIF के साथ टिप्पणी की है।
@username replied to your comment : @comment_description,@username ने आपकी टिप्पणी का जवाब दिया है: @comment_description
has mentioned you in post.,ने पोस्ट में आपका उल्लेख किया है।
Mentioned you in comment,टिप्पणी में आपका उल्लेख किया
has started following you,ने आपको फॉलो करना शुरू कर दिया है
has reply mentioned you in comment : @comment_description,ने टिप्पणी जवाब में आपका उल्लेख किया है: @comment_description
has sent you gift,ने आपको गिफ्ट भेजा है।
No Comments Yet,अभी तक कोई टिप्पणी नहीं
This post doesn’t have any comments. Join in and share your thoughts.,इस पोस्ट पर अभी तक कोई टिप्पणी नहीं है। इसमें शामिल हों और अपने विचार साझा करें।
Post sent successfully,पोस्ट सफलतापूर्वक भेजी गई
Search @brand_name,@brand_name खोजें
Find Reels Around You,अपने आस-पास रील्स खोजें
Allow location access to explore reels shared by people near you.,आपके आस-पास के लोगों द्वारा साझा की गई रील्स को एक्सप्लोर करने के लिए लोकेशन एक्सेस की अनुमति दें।
Location Services Are Still Disabled,लोकेशन सर्विसेज अभी भी अक्षम हैं
"To see nearby reels, please turn on location services in your device settings.","आस-पास की रील्स देखने के लिए, कृपया अपनी डिवाइस सेटिंग्स में लोकेशन सर्विसेज चालू करें।"
See places near you.,अपने आस-पास के स्थान देखें।
"To include nearby places, turn on location services.","आस-पास के स्थानों को शामिल करने के लिए, लोकेशन सर्विसेज चालू करें।"
Turn on Location Services,लोकेशन सर्विसेज चालू करें
Nothing To Show Here,यहां दिखाने के लिए कुछ नहीं
This user has decided not to show their followings.,इस उपयोगकर्ता ने अपने फॉलोइंग्स को नहीं दिखाने का निर्णय लिया है।
No Blocked Users,कोई ब्लॉक किया गया उपयोगकर्ता नहीं
Users you block will appear here. You haven’t blocked anyone yet.,"जिन उपयोगकर्ताओं को आप ब्लॉक करेंगे, वे यहां दिखाई देंगे। आपने अभी तक किसी को ब्लॉक नहीं किया है।"
You need to reach the minimum coin amount before you can redeem.,रिडीम करने से पहले आपको न्यूनतम कॉइन राशि तक पहुंचना होगा।
No Users Found,कोई उपयोगकर्ता नहीं मिला
Users will appear here when available.,उपयोगकर्ता उपलब्ध होने पर यहां दिखाई देंगे।
Freeze,फ्रीज
UnFreeze,अनफ्रीज
