key,value
Please enter an email. The email field is empty.,Lütfen bir e-posta girin. E-posta alanı boş.
Please enter a password. The password field is empty.,Lütfen bir şifre girin. Şifre alanı boş.
No user found with that email. Please register with this email.,Bu e-posta ile kayıtlı kullanıcı bulunamadı. Lütfen bu e-posta ile kayıt olun.
Incorrect password provided for this user.,Bu kullanıcı için yanlış şifre verildi.
The password provided is too weak.,Sağlanan şifre çok zayıf.
The account already exists for that email.,Bu e-posta için zaten bir hesap var.
Please enter a full name. The full name field is empty.,Lütfen bir tam ad girin. Tam ad alanı boş.
Please enter a username. The username field is empty.,Lütfen bir kullanıcı adı girin. Kullanıcı adı alanı boş.
Please enter a URL link. The link field is empty.,Lütfen bir URL bağlantısı girin. Bağlantı alanı boş.
Please enter a valid URL link,Lütfen geçerli bir URL bağlantısı girin.
Please enter a title. The title field is empty.,Lütfen bir başlık girin. Başlık alanı boş.
Please enter a valid username.,Lütfen geçerli bir kullanıcı adı girin.
Please confirm your password. The confirm password field is empty.,Lütfen şifrenizi onaylayın. Şifre onay alanı boş.
The password and confirm password do not match.,Şifre ve şifre onayı eşleşmiyor.
The email is incorrect. Please enter a valid email.,E-posta yanlış. Lütfen geçerli bir e-posta girin.
A verification link has been sent to your email. Please verify the link to log in.,E-postanıza bir doğrulama bağlantısı gönderildi. Giriş yapmak için bağlantıyı doğrulayın.
"Please verify your email first, then proceed to log in.","Lütfen önce e-postanızı doğrulayın, ardından giriş yapın."
Delete Link?,Bağlantıyı Sil?
Phone Code,Telefon Kodu
No Data Found,Veri Bulunamadı
Are you sure you want to delete this link? This action cannot be undone.,Bu bağlantıyı silmek istediğinizden emin misiniz? Bu işlem geri alınamaz.
Uploading post...,Gönderi yükleniyor...
Uploading story...,Hikaye yükleniyor...
Post uploaded successfully.,Gönderi başarıyla yüklendi.
Story uploaded successfully.,Hikaye başarıyla yüklendi.
Uploading failed.,Yükleme başarısız oldu.
Add Filter,Filtre Ekle
Apply to all,Tümüne Uygula
An error occurred while applying the video filter.,Video filtresi uygulanırken bir hata oluştu.
An error occurred while compress the video.,Video sıkıştırılırken bir hata oluştu.
Delete Post?,Gönderiyi Sil?
"Are you sure you want to delete this post? Once deleted, it cannot be restored.",Bu gönderiyi silmek istediğinizden emin misiniz? Silindikten sonra geri getirilemez.
Your post has been pinned.,Gönderiniz sabitlendi.
Your post has been unpinned.,Gönderinizin sabitlenmesi kaldırıldı.
You can pin maximum @pin_count post.,En fazla @pin_count gönderi sabitleyebilirsiniz.
You can pin maximum @pin_comment_count comment.,En fazla @pin_comment_count yorum sabitleyebilirsiniz.
A reset password link has been sent to your email. Please use it to reset your password.,Şifre sıfırlama bağlantısı e-postanıza gönderildi. Şifrenizi sıfırlamak için kullanın.
Copyright Infringement,Telif Hakkı İhlali
Hate Speech,Nefret Söylemi
Harassment or Bullying,Taciz veya Zorbalık
Violence or Threats,Şiddet veya Tehdit
Nudity or Sexual Content,Çıplaklık veya Cinsel İçerik
Terrorism or Extremist Content,Terörizm veya Aşırılık
Scams or Fraud,Dolandırıcılık veya Sahtekarlık
Spam,Spam
Impersonation,Kimlik Taklidi
Misinformation,Yanlış Bilgi
Reason,Sebep
Please provide a detailed reason for the report.,Lütfen şikayet için detaylı bir sebep belirtin.
Report submitted successfully.,Şikayet başarıyla gönderildi.
Block @username!,@username Engelle!
UnBlock @username!,@username Engeli Kaldır!
"Are you sure you want to block this user? You will no longer see their followers or following, and they won't be able to view your profile, photos, or posts. Once blocked, this user will no longer be able to chat with you, and you won’t be able to chat with them either.","Bu kullanıcıyı engellemek istediğinizden emin misiniz? Artık onun takipçilerini/takip ettiklerini göremeyeceksiniz ve o da profilinizi, fotoğraflarınızı veya gönderilerinizi görüntüleyemeyecek. Engellendikten sonra bu kullanıcıyla sohbet edemeyeceksiniz."
"Once unblocked, this user will be able to chat with you again, and you can chat with them as well. They will also be able to see your profile, photos, and posts, and you will be able to view their followers and following.","Engeli kaldırıldığında, bu kullanıcıyla tekrar sohbet edebileceksiniz ve onun takipçilerini/takip ettiklerini görebileceksiniz."
You are bock this user,Bu kullanıcıyı engellediniz
This user is freeze,Bu kullanıcı dondurulmuş
Delete Comment!,Yorumu Sil!
Delete Reply Comment!,Yanıt Yorumunu Sil!
Are you sure you want to delete this comment? This action cannot be undone.,Bu yorumu silmek istediğinizden emin misiniz? Bu işlem geri alınamaz.
"Do you really want to delete your account? All of your data will be deleted, and you won’t be able to recover it again!",Hesabınızı gerçekten silmek istiyor musunuz? Tüm verileriniz silinecek ve bir daha geri getirilemeyecek!
Do you really want to proceed?,Gerçekten devam etmek istiyor musunuz?
Are you sure you want to log out? You will need to log in again to access your account.,Çıkış yapmak istediğinizden emin misiniz? Hesabınıza tekrar giriş yapmanız gerekecek.
Logout!,Çıkış Yap!
Delete Your Account!,Hesabınızı Sil!
There is nothing we can show you for now.,Şu anda gösterilecek bir şey yok.
music,müzik
Discard edits?,Düzenlemeleri iptal et?
Start Again?,Yeniden başla?
Start Again,Yeniden Başla
"If you go back now, you'll lose all the edits you've made.","Şimdi geri dönerseniz, yaptığınız tüm düzenlemeleri kaybedeceksiniz."
"If you go back now, you'll lose this draft","Şimdi geri dönerseniz, bu taslağı kaybedeceksiniz."
Discover,Keşfet
No location found.,Konum bulunamadı.
Start searching for a location.,Bir konum aramaya başlayın.
Only,Sadece
Current Value,Mevcut Değer
Account Details,Hesap Detayları
Select Gateway,Ağ Geçidi Seç
You cannot enter more than @coin coins!,@coin jetonundan fazla giremezsiniz!
Redeem gateway not found.,Jeton bozdurma ağ geçidi bulunamadı.
Record up to @second seconds.,En fazla @second saniye kaydedebilirsiniz.
Allow Camera & Microphone Access,Kamera ve Mikrofon Erişimine İzin Ver
"To capture photos, record videos, and use voice features, @app_name needs access to your camera and microphone. Please grant permission in your device settings.","Fotoğraf çekmek, video kaydetmek ve ses özelliklerini kullanmak için @app_name uygulamasının kamera ve mikrofonunuza erişmesi gerekiyor. Lütfen cihaz ayarlarınızdan izin verin."
Open setting,Ayarları Aç
Delete Story?,Hikayeyi Sil?
Are you sure you want to delete this story?,Bu hikayeyi silmek istediğinizden emin misiniz?
Are you sure you want to delete this text?,Bu metni silmek istediğinizden emin misiniz?
Music download failed.,Müzik indirme başarısız oldu.
View More,Daha Fazla Göster
Download completed successfully!,İndirme başarıyla tamamlandı!
Download has started...,İndirme başladı...
User not found.,Kullanıcı bulunamadı.
Delete Message?,Mesajı Sil?
Delete @user_name?,@user_name Sil?
"After deleting this user, you will not be able to restore the chat.",Bu kullanıcıyı sildikten sonra sohbeti geri getiremezsiniz.
This message will be deleted only for you. The other person will still be able to see it. Do you want to continue?,Bu mesaj sadece sizin için silinecek. Diğer kişi mesajı görmeye devam edecek. Devam etmek istiyor musunuz?
Send Media,Medya Gönder
Select Media,Medya Seç
Video,Video
Image,Resim
You received a gift!,Bir hediye aldınız!
You have sent a gift!,Bir hediye gönderdiniz!
Enable Microphone Access,Mikrofon Erişimini Etkinleştir
Enable Camera and Microphone Access,Kamera ve Mikrofon Erişimini Etkinleştir
Enable photos and videos access,Fotoğraf ve video erişimine izin ver
"To Share photos and videos, @app_name needs access to Storage on your device.",Fotoğraf ve video paylaşmak için @app_name uygulamasının cihazınızın depolama alanına erişmesi gerekiyor.
You'll need to enable camera and microphone access in your settings to send a photo or video message.,Fotoğraf veya video mesajı göndermek için ayarlarınızdan kamera ve mikrofon erişimini etkinleştirmeniz gerekiyor.
You'll need to enable microphone access in your settings to send a voice message.,Ses mesajı göndermek için ayarlarınızdan mikrofon erişimini etkinleştirmeniz gerekiyor.
Settings,Ayarlar
Delete for you,Sadece senin için sil
Unsend,Gönderimi geri çek
You can share with up to @share_chat_limit chats.,En fazla @share_chat_limit sohbet ile paylaşabilirsiniz.
@chat_user_name wants to chat with you. Approve it if you want to chat.,@chat_user_name sizinle sohbet etmek istiyor. İsterseniz kabul edin.
You cannot send messages to this account unless you unblock them.,Bu hesabın engelini kaldırmadıkça bu hesaba mesaj gönderemezsiniz.
You Blocked @block_user_name \nYou cannot send messages to this account unless you unblock them.,@block_user_name kullanıcısını engellediniz \nEngelini kaldırmadıkça bu hesaba mesaj gönderemezsiniz.
You are blocked by this user.,Bu kullanıcı tarafından engellendiniz.
Copied to clipboard.,Panoya kopyalandı.
Message sent,Mesaj gönderildi
Story unavailable,Hikaye kullanılamıyor
Delete Music?,Müziği Sil?
Are you sure you want to delete this music? This action cannot be undone.,Bu müziği silmek istediğinizden emin misiniz? Bu işlem geri alınamaz.
Session Expired – Logged in on Another Device,Oturum Sonlandırıldı – Başka Bir Cihazda Giriş Yapıldı
"For security reasons, @app_name allows only one active session per account. It looks like you logged in on another device using the same email. To protect your account, we have automatically logged you out from this device.\n\nIf this wasn’t you, please log in again. You can change your password from the login screen if needed.","Güvenlik nedeniyle, @app_name uygulaması her hesap için yalnızca bir aktif oturuma izin verir. Görünüşe göre aynı e-posta ile başka bir cihazda giriş yaptınız. Hesabınızı korumak için sizi bu cihazdan otomatik olarak çıkış yaptık.\n\nEğer bu siz değilseniz, lütfen tekrar giriş yapın. Gerekirse giriş ekranından şifrenizi değiştirebilirsiniz."
Your Account Has Been Frozen,Hesabınız Donduruldu
Request to Unfreeze My Account,Hesabımın Dondurulmasını Kaldır
"We're sorry, but it looks like your account has been temporarily frozen. This might be due to unusual activity or a policy-related concern.\n\nFor your security and to ensure proper access, your account has been placed on hold. You won’t be able to use the app until the issue is resolved.\n\nTo unfreeze your account or to get more information, please reach out to our support team at @support_mail. We’re here to assist you and will do our best to help you get back up and running as quickly as possible.\n\nThank you for your patience and understanding.","Üzgünüz, ancak hesabınız geçici olarak dondurulmuş gibi görünüyor. Bu, olağandışı bir etkinlik veya politika ihlali nedeniyle olabilir.\n\nGüvenliğiniz ve uygun erişim için hesabınız askıya alındı. Sorun çözülene kadar uygulamayı kullanamayacaksınız.\n\nHesabınızın dondurulmasını kaldırmak veya daha fazla bilgi almak için lütfen @support_mail adresindeki destek ekibimizle iletişime geçin. Size yardımcı olmak için buradayız ve en kısa sürede yeniden çalışmanızı sağlamak için elimizden geleni yapacağız.\n\nSabrınız ve anlayışınız için teşekkür ederiz."
Text is rejected because it includes such things: ,Metin şunları içerdiği için reddedildi:
Media is rejected because it contains such things: ,Medya şunları içerdiği için reddedildi:
Restrict users requests to join.,Kullanıcıların katılma isteklerini kısıtla.
End This Stream!,Bu Yayını Sonlandır!
Do you really want to end this streaming?,Bu yayını gerçekten sonlandırmak istiyor musunuz?
End Battle?,Savaşı Sonlandır?
Are you sure you want to stop the battle? This action can’t be undone.,Savaşı durdurmak istediğinizden emin misiniz? Bu işlem geri alınamaz.
No Join Requests Yet,Henüz Katılma İsteği Yok
View and manage audience requests to join the live stream.,İzleyicilerin canlı yayına katılma isteklerini görüntüleyin ve yönetin.
No Viewers Yet,Henüz İzleyici Yok
Audience members will appear here when they join your live stream.,İzleyiciler yayınınıza katıldığında burada görünecekler.
No One Invited,Henüz Kimse Davet Edilmedi
You haven’t invited anyone yet. Invited users will be listed here.,Henüz kimseyi davet etmediniz. Davet edilen kullanıcılar burada listelenecek.
No Co-hosts Yet,Henüz Eş Yayıncı Yok
Co-hosts will appear here once they accept your invitation.,Eş yayıncılar davetinizi kabul ettiklerinde burada görünecekler.
You are sending coins to the above user.,Yukarıdaki kullanıcıya jeton gönderiyorsunuz.
No Live Streams Yet,Henüz Canlı Yayın Yok
Live streams will appear here when someone goes live.,Birisi canlı yayın açtığında burada görünecek.
No Reels Yet,Henüz Reels Yok
This user hasn’t posted any reels so far.,Bu kullanıcı henüz hiç Reels paylaşmadı.
You Haven’t Shared Any Posts,Henüz Hiç Gönderi Paylaşmadınız
Start posting to share your moments with the community.,Anılarınızı toplulukla paylaşmak için gönderi paylaşmaya başlayın.
No Posts Yet,Henüz Gönderi Yok
This user hasn’t shared any posts so far.,Bu kullanıcı henüz hiç gönderi paylaşmadı.
Start a Conversation,Bir Sohbet Başlat
Your chats will show up here once you start messaging someone.,Birisiyle mesajlaşmaya başladığınızda sohbetleriniz burada görünecek.
No Requests Right Now,Şu Anda İstek Yok
New chat requests will appear here when someone messages you.,Birisi size mesaj attığında yeni sohbet istekleri burada görünecek.
Your request to join the live stream is pending approval.,Canlı yayına katılma isteğiniz onay bekliyor.
Joined the stream,Yayına katıldı
Join,Katıl
wants you to be in this live video,sizi bu canlı videoda görmek istiyor
requesting to join the stream.,yayına katılma isteği gönderdi.
The host has declined your request to join the live stream.,"Yayıncı, canlı yayına katılma isteğinizi reddetti."
Your request to join the live stream has been sent to the host.,Canlı yayına katılma isteğiniz yayıncıya gönderildi.
Exit live stream?,Canlı yayından çık?
"If you check this profile, you will exit the live stream.","Bu profili kontrol ederseniz, canlı yayından çıkacaksınız."
You can’t leave the live stream while a battle is in progress.,Savaş devam ederken canlı yayından ayrılamazsınız.
Get Back,Geri Dön
Exit Live Stream?,Canlı Yayından Çık?
"Are you sure you want to leave the live stream?\nIf the stream has ended, you won't be able to join again. ","Canlı yayından ayrılmak istediğinizden emin misiniz?\nYayın sona erdiyse, tekrar katılamazsınız."
Scan QR Code,QR Kodunu Tara
Scan the QR of the profile you want to search.,Aramak istediğiniz profilinkini tarayın.
Upload From Gallery,Galeriden Yükle
Nothing to Watch Yet,Henüz İzlenecek Bir Şey Yok
Reels will appear here once new content is shared.,Yeni içerik paylaşıldığında Reels burada görünecek.
Nothing to Show Yet,Henüz Gösterilecek Bir Şey Yok
Explore content by entering keywords in the search bar above.,Yukarıdaki arama çubuğuna anahtar kelimeler girerek içerik keşfedin.
km,km
an artist based in Portland. I find inspiration in nature and urban life. Let’s connect and create something beautiful! 🌿🖌️,Portland merkezli bir sanatçı. İlhamımı doğadan ve şehir hayatından alıyorum. Bağlanalım ve güzel şeyler yaratalım! 🌿🖌️
Video path not found.,Video yolu bulunamadı.
has liked your post,gönderinizi beğendi
liked your comment.,yorumunuzu beğendi.
has commented on your post : @comment_description,gönderinize yorum yaptı: @comment_description
has commented on your post with a GIF.,gönderinize GIF ile yorum yaptı.
@username replied to your comment : @comment_description,@username yorumunuza yanıt verdi: @comment_description
has mentioned you in post.,gönderide sizden bahsetti.
Mentioned you in comment,Yorumda sizden bahsetti
has started following you,sizi takip etmeye başladı
has reply mentioned you in comment : @comment_description,yorum yanıtında sizden bahsetti: @comment_description
has sent you gift,size hediye gönderdi
No Comments Yet,Henüz Yorum Yok
This post doesn’t have any comments. Join in and share your thoughts.,Bu gönderi henüz hiç yorum almadı. İlk yorumu siz yapın!
Post sent successfully,Gönderi başarıyla gönderildi
Search @brand_name,@brand_name Ara
Find Reels Around You,Yakınınızdaki Reels'ları Bulun
Allow location access to explore reels shared by people near you.,Yakınınızdaki insanların paylaştığı Reels'ları keşfetmek için konum erişimine izin verin.
Location Services Are Still Disabled,Konum Hizmetleri Hala Kapalı
"To see nearby reels, please turn on location services in your device settings.",Yakındaki Reels'ları görmek için lütfen cihaz ayarlarınızdan konum hizmetlerini açın.
See places near you.,Yakınınızdaki yerleri görün.
"To include nearby places, turn on location services.",Yakındaki yerleri eklemek için konum hizmetlerini açın.
Turn on Location Services,Konum Hizmetlerini Aç
Nothing To Show Here,Burada Gösterilecek Bir Şey Yok
This user has decided not to show their followings.,Bu kullanıcı takip ettiklerini göstermemeye karar verdi.
No Blocked Users,Engellenen Kullanıcı Yok
Users you block will appear here. You haven’t blocked anyone yet.,Engellediğiniz kullanıcılar burada görünecek. Henüz kimseyi engellemediniz.
You need to reach the minimum coin amount before you can redeem.,Jeton bozdurmak için minimum miktara ulaşmanız gerekiyor.
No Users Found,Kullanıcı Bulunamadı
Users will appear here when available.,Kullanıcılar mevcut olduğunda burada görünecek.
Freeze,Dondur
UnFreeze,Dondurmayı Kaldır
This profile has been temporarily frozen due to policy violations or suspicious activity. Access is restricted until review is complete.,Bu profil politika ihlalleri veya şüpheli etkinlik nedeniyle geçici olarak donduruldu. İnceleme tamamlanana kadar erişim kısıtlı.
Profile Unavailable,Profil Kullanılamıyor
Admin,Yönetici
Days,Günler
Weeks,Haftalar
Months,Aylar
Years,Yıllar
Day,Gün
Week,Hafta
Month,Ay
Year,Yıl
Lifetime,Ömür Boyu
Annual,Yıllık
6 Month,6 Ay
3 Month,3 Ay
2 Month,2 Ay
Monthly,Aylık
Weekly,Haftalık
@price / Month. Billed @unit_label,@price / Aylık. @unit_label faturalandırılır
Give it a try,Deneyin
@count @get_period Free trial,@count @get_period Ücretsiz deneme
Annually,Yıllık
Semi Annually,Altı Aylık
Three Months,Üç Aylık
Two Months,İki Aylık
The host has cancelled your invitation. You can no longer join the live stream.,Yayıncı davetinizi iptal etti. Artık canlı yayına katılamazsınız.
joined as a co-host,eş yayıncı olarak katıldı
Min. @count Followers needed to go Live,Canlı yayın açmak için en az @count takipçi gerekli
You can add only @limit links in the profile.,Profilde en fazla @limit bağlantı ekleyebilirsiniz.
Refresh,Yenile
Lost,Kayıp
Connection,Bağlantı
It looks like you are not\nconnected to the internet,Görünüşe göre internete\nbağlı değilsiniz
Download failed.,İndirme başarısız oldu.
From,Gönderen
Something went wrong.,Bir şeyler yanlış gitti.
🎉 Welcome Bonus Credited to Your Wallet!,🎉 Hoş Geldin Bonusu Cüzdanınıza Yatırıldı!
You've earned your registration bonus! Enjoy your coins and start exploring now!,Kayıt bonusunuzu kazandınız! Jetonlarınızın tadını çıkarın ve şimdi keşfetmeye başlayın!
You are,Siz
member,üyesiniz
Oops!! Battle Ended Please wait for a while..,Oops!! Savaş Bitti Lütfen biraz bekleyin..
"Hey, @name is now live","Hey, @name şimdi canlı yayında"
Hurry up and join before it ends.,Bitmeden hemen katılın.
Professional Dashboard,Profesyonel Kontrol Paneli
Track Your Performance,Performansınızı Takip Edin
Creator Dashboard,İçerik Üretici Paneli
AI Insights,Yapay Zeka Analizleri
Content Calendar,İçerik Takvimi
Grow Your Business,İşinizi Büyütün
Subscription Tiers,Abonelik Seviyeleri
My Subscribers,Abonelerim
My Portfolio,Portföyüm
Manage Your Account,Hesabınızı Yönetin
Creator Tier,İçerik Üretici Seviyesi
Account Type Settings,Hesap Türü Ayarları
My Subscriptions,Aboneliklerim
People,Kişiler
Content & Feed,İçerik ve Akış
Digital Wellbeing,Dijital Refah
AI & Discovery,Yapay Zeka ve Keşif
AI Video Generator,Yapay Zeka Video Oluşturucu
Moderator Panel,Moderatör Paneli
Two-Factor Authentication,İki Faktörlü Kimlik Doğrulama
Switch Account,Hesap Değiştir
"Switching to a personal account will remove access to all professional tools including analytics, monetization, earnings dashboard, and team management.","Kişisel bir hesaba geçiş, analitik, para kazanma, gelir paneli, ve ekip yönetimi dahil tüm profesyonel araçlara erişimi kaldıracaktır."
Switch to Personal,Kişisele Geç
Creator,İçerik Üretici
Account,Hesap
Part of a Series,Bir serinin parçası
Select Previous Part,Önceki bölümü seç
Previous Part,Önceki bölüm
Next Part,Sonraki bölüm
